"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"18","80000919",NA,"Estabrook Historic District","Colorado","Park","Bailey","NE of Bailey","Listed","Single",FALSE,272,"Commerce; Architecture","District","https://catalog.archives.gov/id/84132291",FALSE,FALSE,FALSE,TRUE,FALSE,1980-10-20,NA,"Estabrook;Platte Canyon;Rivercliff;Rivercliff Ranch",NA,"80000919","Estabrook","Estabrook Historic District, Park, Colorado",39.38176,-105.428988
"19","100000788","SG","Tarryall Rural Historic District","Colorado","Park","Jefferson","Cty. Rd. 77, mileposts 2.4 to 33.7 & 34.6 to 41.8","Listed","Single",FALSE,27861,"Agriculture; Architecture; Archeology; Exploration/Settlement; Entertainment/Recreation; Transportation; Historic - Non-Aboriginal","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-11-01,NA,"5PA.879",NA,"100000788","Tarryall Rural","Tarryall Rural Historic District, Park, Colorado",39.121124,-105.467876
"20","13000960",NA,"Evergreen Corner Rural Historic District","Colorado","Phillips","Haxtun","Jct. of Cty. Rds. 30 & 17","Listed","Single",FALSE,160,"Agriculture; Architecture","Building",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-24,NA,"Flaker Farm; Heerman Farm; 5PL.217",NA,"13000960","Evergreen Corner Rural","Evergreen Corner Rural Historic District, Phillips, Colorado",40.59388,-102.35758
"21","13000873",NA,"Hargreaves Homestead Rural Historic District","Colorado","Phillips","Holyoke","US 385 between Cty. Rds. 10 & 12","Listed","Single",FALSE,320,"Agriculture; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-03,NA,"Hargreaves Farm; 5PL.24",NA,"13000873","Hargreaves Homestead Rural","Hargreaves Homestead Rural Historic District, Phillips, Colorado",40.59388,-102.35758
"22","13000874",NA,"Millage Farm Rural Historic District","Colorado","Phillips","Holyoke","Cty. Rd. 18 between Cty. Rd. 37 & US 385","Listed","Single",FALSE,160,"Agriculture; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-03,NA,"5PL.110",NA,"13000874","Millage Farm Rural","Millage Farm Rural Historic District, Phillips, Colorado",40.55547,-102.30643
"23","89002385",NA,"Redstone Coke Oven Historic District","Colorado","Pitkin","Redstone","CO 133 and Chair Mountain Stables Rd.","Listed","Multiple",FALSE,4,"Industry; Engineering","District","https://catalog.archives.gov/id/84127457",FALSE,FALSE,TRUE,FALSE,FALSE,1990-02-07,NA,"5PT451",NA,"89002385","Redstone Coke Oven","Redstone Coke Oven Historic District, Pitkin, Colorado",39.180868,-107.2413769
"24","89000934",NA,"Redstone Historic District","Colorado","Pitkin","Redstone","Roughly along the Crystal River from Hawk Creek to 226 Redstone Blvd.","Listed","Multiple",FALSE,493,"Industry; Community Planning And Development; Exploration/Settlement; Architecture; Social History","District","https://catalog.archives.gov/id/84127326",FALSE,TRUE,FALSE,FALSE,FALSE,1989-07-19,NA,"See Also:Cleveholm",NA,"89000934","Redstone","Redstone Historic District, Pitkin, Colorado",39.196762072531,-107.232637666312
"25","78000880",NA,"Pitkin Place Historic District","Colorado","Pueblo","Pueblo","S side of 300 block W. Pitkin Pl.","Listed","Single",FALSE,10,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84132569",FALSE,FALSE,FALSE,TRUE,FALSE,1978-01-31,NA,"300 Block W. Pritkin",NA,"78000880","Pitkin Place","Pitkin Place Historic District, Pueblo, Colorado",38.351411984148,-104.619394074661
"26","100003359","SG","Meeker Historic District","Colorado","Rio Blanco","Meeker","Main, 4th, 5th, 6th, 7th & 8th Sts.","Listed","Single",FALSE,24.95,"Commerce; Exploration/Settlement","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-01-28,NA,"5RB.8837",NA,"100003359","Meeker","Meeker Historic District, Rio Blanco, Colorado",40.5923106,-105.0726906
"27","91001612",NA,"Monte Vista Downtown Historic District","Colorado","Rio Grande","Monte Vista","Jct. of First Ave. and Washington St.","Listed","Single",FALSE,1,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84132717",FALSE,FALSE,FALSE,TRUE,FALSE,1991-11-01,NA,NA,NA,"91001612","Monte Vista Downtown","Monte Vista Downtown Historic District, Rio Grande, Colorado",37.5765929,-106.1494873
"28","14000387",NA,"Steamboat Springs Downtown Historic District","Colorado","Routt","Steamboat Springs","Lincoln Ave. roughly bounded by 5th to 11th Sts.","Listed","Single",FALSE,19,"Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-07-11,NA,"5RT.3180",NA,"14000387","Steamboat Springs Downtown","Steamboat Springs Downtown Historic District, Routt, Colorado",40.485489,-106.833557
"29","14000433",NA,"Saguache Downtown Historic District","Colorado","Saguache","Saguache","Roughly 300 & 400 blks. of 4th St.","Listed","Single",FALSE,7.7,"Commerce; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-07-25,NA,"5SH.4597",NA,"14000433","Saguache Downtown","Saguache Downtown Historic District, Saguache, Colorado",38.0866195,-106.1422093
"30","66000255",NA,"Silverton Historic District","Colorado","San Juan","Silverton","US 550","Listed","Single",FALSE,530,"Industry; Exploration/Settlement","District","https://catalog.archives.gov/id/84127935",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,"66000255","Silverton","Silverton Historic District, San Juan, Colorado",37.81286,-107.66277
"31","97000247",NA,"Silverton Historic District (Boundary Increase)","Colorado","San Juan","Silverton","Roughly, along CO 110 and aerial tramway from Lodore Mine to Mayflower Mine","Listed","Single",FALSE,165,"Exploration/Settlement; Industry; Engineering","District","https://catalog.archives.gov/id/84132772",FALSE,FALSE,TRUE,FALSE,FALSE,1997-04-03,NA,"5SA59",NA,"97000247","Silverton (Boundary Increase)","Silverton Historic District (Boundary Increase), San Juan, Colorado",37.81286,-107.66277
"32","66000256",NA,"Telluride Historic District","Colorado","San Miguel","Telluride","Rt. 145","Listed","Single",FALSE,87,"Industry; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/84127937",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,"66000256","Telluride","Telluride Historic District, San Miguel, Colorado",37.93752,-107.8124
"33","80000927",NA,"Breckenridge Historic District","Colorado","Summit","Breckenridge","Roughly bounded by Jefferson Ave., Wellington Rd., High and Main St.","Listed","Single",FALSE,101.5,"Industry; Commerce; Exploration/Settlement; Architecture; Religion","District","https://catalog.archives.gov/id/84132838",FALSE,FALSE,TRUE,FALSE,FALSE,1980-04-09,NA,"Breckenridge",NA,"80000927","Breckenridge","Breckenridge Historic District, Summit, Colorado",39.48277,-106.04244
"34","66000939",NA,"Cripple Creek Historic District","Colorado","Teller","Cripple Creek","Rt. 67","Listed","Single",FALSE,2300,"Industry; Exploration/Settlement","District","https://catalog.archives.gov/id/84127939",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,"66000939","Cripple Creek","Cripple Creek Historic District, Teller, Colorado",38.74678,-105.17531
"35","85001463",NA,"Victor Downtown Historic District","Colorado","Teller","Victor","Roughly bounded by Diamond Ave., Second, Portland and 5th Sts.","Listed","Single",FALSE,22,"Commerce; Architecture; Communications","District","https://catalog.archives.gov/id/84132846",FALSE,FALSE,TRUE,FALSE,FALSE,1985-07-03,NA,NA,NA,"85001463","Victor Downtown","Victor Downtown Historic District, Teller, Colorado",39.7525,-104.9975
"36","91000437",NA,"Aspetuck Historic District","Connecticut","Fairfield","Easton","Roughly, Redding Rd. from jct. with Old Redding Rd. to Welles Hill Rd. and Old Redding Rd. N past Aspetuck R.","Listed","Single",FALSE,80,"Architecture","District","https://catalog.archives.gov/id/132353714",FALSE,FALSE,TRUE,FALSE,FALSE,1991-08-23,NA,NA,NA,"91000437","Aspetuck","Aspetuck Historic District, Fairfield, Connecticut",41.195436310584,-73.336366199445
"37","82000995",NA,"Barnum/Palliser Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Myrtle and Park Aves., Atlantic and Austin Sts. (both sides)","Listed","Single",FALSE,5.9,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/132353722",FALSE,FALSE,TRUE,FALSE,FALSE,1982-12-16,NA,"Barnum/Palliser Development",NA,"82000995","Barnum/Palliser","Barnum/Palliser Historic District, Fairfield, Connecticut",41.16676,-73.19039
"38","87001511",NA,"Bassickville Historic District","Connecticut","Fairfield","Bridgeport","20--122 Bassick, 667--777 Howard, and 1521--1523 Fairview Aves., and 50--1380 State St.","Listed","Single",FALSE,3.4,"Architecture","District","https://catalog.archives.gov/id/132353726",FALSE,FALSE,TRUE,FALSE,FALSE,1987-09-08,NA,NA,NA,"87001511","Bassickville","Bassickville Historic District, Fairfield, Connecticut",41.17315,-73.20595
"39","82004388",NA,"Bishop, William D., Cottage Development Historic District","Connecticut","Fairfield","Bridgeport","Cottage Pl. and Atlantic, Broad, Main and Whiting Sts.","Listed","Single",FALSE,3.1,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/132353740",FALSE,FALSE,TRUE,FALSE,FALSE,1982-06-28,NA,"Cottage Park Historic District",NA,"82004388","Bishop, William D., Cottage Development","Bishop, William D., Cottage Development Historic District, Fairfield, Connecticut",41.143322,-73.249812
"40","90001430",NA,"Black Rock Gardens Historic District","Connecticut","Fairfield","Bridgeport","Bounded by Fairfield St., Brewster St. and Nash Ln., including Rowsley and Haddon Sts.","Listed","Multiple",FALSE,8.9,"Community Planning And Development; Architecture; Social History","District","https://catalog.archives.gov/id/132352984",FALSE,TRUE,TRUE,FALSE,FALSE,1990-09-26,NA,"Black Rock Development",NA,"90001430","Black Rock Gardens","Black Rock Gardens Historic District, Fairfield, Connecticut",41.15787,-73.22511
"41","79002658",NA,"Black Rock Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Black Rock Harbor, Grovers Ave., Beacon and Prescott Sts.","Listed","Single",FALSE,30.2,"Industry; Architecture","District","https://catalog.archives.gov/id/132353742",FALSE,FALSE,TRUE,FALSE,FALSE,1979-03-15,NA,"Black Rock Harbor Historic District",NA,"79002658","Black Rock","Black Rock Historic District, Fairfield, Connecticut",41.15565,-73.22178
"42","82000997",NA,"Boston Post Road Historic District","Connecticut","Fairfield","Darien","567-728 Boston Post Rd., 1-25 Brookside Rd., and 45-70 Old Kingshighway N.","Listed","Single",FALSE,17,"Architecture","District","https://catalog.archives.gov/id/132353748",FALSE,FALSE,TRUE,FALSE,FALSE,1982-12-16,NA,NA,NA,"82000997","Boston Post Road","Boston Post Road Historic District, Fairfield, Connecticut",41.08204,-73.4654
"43","95001347",NA,"Bradley Edge Tool Company Historic District","Connecticut","Fairfield","Weston","Roughly, Lyons Plains Rd. N and S of jct. with White Birch Rd.","Listed","Single",FALSE,30,"Architecture; Social History","District","https://catalog.archives.gov/id/132353750",FALSE,FALSE,TRUE,FALSE,FALSE,1995-11-22,NA,NA,NA,"95001347","Bradley Edge Tool Company","Bradley Edge Tool Company Historic District, Fairfield, Connecticut",41.143322,-73.249812
"44","100002318","SG","Bridge Street Historic District","Connecticut","Fairfield","Westport","Bridge St., Imperial Ave. & Compo Rd. S","Listed","Single",FALSE,22.46,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-04-19,NA,NA,NA,"100002318","Bridge Street","Bridge Street Historic District, Fairfield, Connecticut",41.39454,-73.45207
"45","87001403",NA,"Bridgeport Downtown North Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Congress, Water, Fairfield Ave., Elm, Golden Hill & Chapel Sts.","Listed","Multiple",FALSE,20,"Architecture","District","https://catalog.archives.gov/id/132352988",FALSE,FALSE,TRUE,FALSE,FALSE,1987-11-02,NA,"See Also:Fairfield County Courthouse;Hotel Beach",NA,"87001403","Bridgeport Downtown North","Bridgeport Downtown North Historic District, Fairfield, Connecticut",41.19537,-73.19122
"46","87001402",NA,"Bridgeport Downtown South Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Elm, Cannon, Main, Gilbert, and Broad Sts.","Listed","Multiple",FALSE,27,"Architecture","District","https://catalog.archives.gov/id/132352990",FALSE,FALSE,TRUE,FALSE,FALSE,1987-09-03,NA,"See Also:United Illuminating Company;Barnum Museum of Scienc",NA,"87001402","Bridgeport Downtown South","Bridgeport Downtown South Historic District, Fairfield, Connecticut",41.17676,-73.18983
"47","91000992",NA,"Brookfield Center Historic District","Connecticut","Fairfield","Brookfield Center","Long Meadow Hill Rd.","Listed","Single",FALSE,43,"Education; Architecture","District","https://catalog.archives.gov/id/132353763",FALSE,FALSE,TRUE,FALSE,FALSE,1991-08-15,NA,NA,NA,"91000992","Brookfield Center","Brookfield Center Historic District, Fairfield, Connecticut",41.46595,-73.38762
"48","92001531",NA,"Cannondale Historic District","Connecticut","Fairfield","Wilton","Roughly bounded by Cannon, Danbury and Seeley Rds.","Listed","Single",FALSE,202,"Commerce; Education; Architecture","District","https://catalog.archives.gov/id/132353770",FALSE,FALSE,TRUE,FALSE,FALSE,1992-11-12,NA,NA,NA,"92001531","Cannondale","Cannondale Historic District, Fairfield, Connecticut",41.21648,-73.4254
"49","100012774","MP","Chichester Road Historic District","Connecticut","Fairfield","New Canaan","126, 128, 136, 160, 188, 202 Chichester Road","Listed","Multiple",FALSE,17.04,"Architecture; Social History","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2026-03-02,NA,"Chichester Six",NA,"100012774","Chichester Road","Chichester Road Historic District, Fairfield, Connecticut",41.1176,-73.4079
"50","91000393",NA,"Compo-Owenoke Historic District","Connecticut","Fairfield","Westport","Roughly bounded by Gray's Cr., Compo Rd. S. and Long Island Sound","Listed","Multiple",FALSE,154,"Entertainment/Recreation; Architecture","District","https://catalog.archives.gov/id/132352997",FALSE,FALSE,TRUE,FALSE,FALSE,1991-04-19,NA,NA,NA,"91000393","Compo-Owenoke","Compo-Owenoke Historic District, Fairfield, Connecticut",41.10787,-73.35595
"51","92001019",NA,"Deacon's Point Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Seaview Ave. and Williston, Bunnell and Deacon Sts.","Listed","Single",FALSE,16.5,"European; Architecture; Other-Ethnic","District","https://catalog.archives.gov/id/132353793",FALSE,FALSE,TRUE,FALSE,FALSE,1992-08-21,NA,NA,NA,"92001019","Deacon's Point","Deacon's Point Historic District, Fairfield, Connecticut",41.143322,-73.249812
"52","82004385",NA,"Division Street Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by State St., Iranistan, Black Rock and West Aves.","Listed","Single",FALSE,39,"Architecture","District","https://catalog.archives.gov/id/132353795",FALSE,FALSE,TRUE,FALSE,FALSE,1982-06-03,NA,NA,NA,"82004385","Division Street","Division Street Historic District, Fairfield, Connecticut",41.222840768782,-73.288643644648
"53","100011926","MP","Downtown Bridgeport Historic District","Connecticut","Fairfield","Bridgeport","Bounded by Congress St., Water St., Amtrak RR tracks, I-95, and CT 8 & CT 25.","Listed","Multiple",FALSE,71,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-30,NA,"Bridgeport Downtown North Historic District; Bridgeport Downtown South Historic District",NA,"100011926","Downtown Bridgeport","Downtown Bridgeport Historic District, Fairfield, Connecticut",41.17676,-73.18983
"54","83003502",NA,"Downtown Stamford Historic District","Connecticut","Fairfield","Stamford","Atlantic, Main, Bank, and Bedford Sts.","Listed","Single",FALSE,17.2,"Commerce; Architecture","District","https://catalog.archives.gov/id/132353798",FALSE,FALSE,TRUE,FALSE,FALSE,1983-10-06,NA,"See Also:Downtown Stamford Historic District (Boundary Incre",NA,"83003502","Downtown Stamford","Downtown Stamford Historic District, Fairfield, Connecticut",41.05371,-73.53957
"55","02001744",NA,"Downtown Stamford Historic District (Boundary Increase 2)","Connecticut","Fairfield","Stamford","Roughly, Bedford St. between Broad and Forest Sts.","Listed","Single",FALSE,5,"Commerce; Architecture","District","https://catalog.archives.gov/id/132353800",FALSE,FALSE,TRUE,FALSE,FALSE,2003-01-31,NA,NA,NA,"02001744","Downtown Stamford (Boundary Increase 2)","Downtown Stamford Historic District (Boundary Increase 2), Fairfield, Connecticut",41.05371,-73.53957
"56","85000311",NA,"Downtown Stamford Historic District (Boundary Increase)","Connecticut","Fairfield","Stamford","Bounded by Atlantic, Main, Bank, Bedford, Summer between Broad and Main Sts. and Summer Pl.","Listed","Single",FALSE,3.7,"Commerce; Architecture","District","https://catalog.archives.gov/id/132353802",FALSE,FALSE,TRUE,FALSE,FALSE,1985-02-21,NA,"See Also:Downtown Stamford Historic District",NA,"85000311","Downtown Stamford (Boundary Increase)","Downtown Stamford Historic District (Boundary Increase), Fairfield, Connecticut",41.05371,-73.53957
"57","79002659",NA,"East Bridgeport Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by RR tracks, Beach, Arctic, and Knowlton Sts.","Listed","Single",FALSE,93.8,"Industry; Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/132353807",FALSE,FALSE,TRUE,FALSE,FALSE,1979-04-25,NA,NA,NA,"79002659","East Bridgeport","East Bridgeport Historic District, Fairfield, Connecticut",41.18482,-73.18456
"58","85000306",NA,"East Main Street Historic District","Connecticut","Fairfield","Bridgeport","Bounded by Walters and Nichols Sts. from 371-377, 741-747, 388-394 and to 744 East Main Sts.","Listed","Single",FALSE,16,"Commerce; Architecture","District","https://catalog.archives.gov/id/132353809",FALSE,FALSE,TRUE,FALSE,FALSE,1985-02-21,NA,NA,NA,"85000306","East Main Street","East Main Street Historic District, Fairfield, Connecticut",41.18232,-73.18122
"59","100010816","SG","Fairfield Hills Campus Historic District","Connecticut","Fairfield","Newtown","1st St, Keating Farms Ave, Primrose St, Trades Ln, Wasserman Way","Listed","Single",FALSE,155,"Architecture; Health/Medicine; Social History","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2024-09-16,NA,"Fairfield State Hospital",NA,"100010816","Fairfield Hills Campus","Fairfield Hills Campus Historic District, Fairfield, Connecticut",41.143322,-73.249812
"60","71000897",NA,"Fairfield Historic District","Connecticut","Fairfield","Fairfield","Old Post Rd. from Post Rd. to Turney Rd.","Listed","Single",FALSE,60,"Military; Politics/Government; Architecture","Building","https://catalog.archives.gov/id/132353819",FALSE,FALSE,TRUE,FALSE,FALSE,1971-03-24,NA,NA,NA,"71000897","Fairfield","Fairfield Historic District, Fairfield, Connecticut",41.138651920684,-73.270466435713
"61","08001189",NA,"Five Mile River Landing Historic District","Connecticut","Fairfield","Norwalk","Rowayton Ave. to Jo's Barn Way","Listed","Single",FALSE,7.2,"Architecture","District","https://catalog.archives.gov/id/132353827",FALSE,FALSE,TRUE,FALSE,FALSE,2009-09-23,NA,"Rowayton",NA,"08001189","Five Mile River Landing","Five Mile River Landing Historic District, Fairfield, Connecticut",41.143322,-73.249812
"62","00000324",NA,"Fourth Ward Historic District","Connecticut","Fairfield","Greenwich","Roughly along Church, Division, Northfield and William Sts.; and Putnam Court and Sherwood Place","Listed","Single",FALSE,28.4,"Community Planning And Development; European; Black","District","https://catalog.archives.gov/id/132353831",FALSE,FALSE,FALSE,TRUE,FALSE,2000-04-21,NA,NA,NA,"00000324","Fourth Ward","Fourth Ward Historic District, Fairfield, Connecticut",41.03472,-73.62753
"63","90001429",NA,"Gateway Village Historic District","Connecticut","Fairfield","Bridgeport","Roughly bounded by Waterman St., Connecticut Ave. and Alanson Ave.","Listed","Multiple",FALSE,8.9,"Community Planning And Development; Architecture; Social History","District","https://catalog.archives.gov/id/132353013",FALSE,TRUE,TRUE,FALSE,FALSE,1990-09-26,NA,"Connecticut Development",NA,"90001429","Gateway Village","Gateway Village Historic District, Fairfield, Connecticut",41.18232,-73.159
