"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"1","95001121",NA,"Hardy Downtown Historic District","Arkansas","Sharp","Hardy","Roughly bounded by Kelly, Front, Church and 3rd Sts.","Listed","Single",FALSE,36,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-09-22,NA,NA,NA,"95001121","Hardy Downtown","Hardy Downtown Historic District, Sharp, Arkansas",35.27885,-93.13488
"2","94001614",NA,"Mirror Lake Historic District","Arkansas","Stone","Fiftysix","Forest Service Rd. 1110E, Ozark--St. Francis NF","Listed","Multiple",FALSE,38,"Architecture; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-09-11,NA,NA,NA,"94001614","Mirror Lake","Mirror Lake Historic District, Stone, Arkansas",35.85987,-92.15668
"3","94001615",NA,"Sugarloaf Fire Tower Historic District","Arkansas","Stone","Calico Rock","End of Forest Service Rd. 1123, Ozark--St. Francis NF","Listed","Multiple",FALSE,2,"Social History; Architecture; Conservation","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-09-11,NA,"ST0285",NA,"94001615","Sugarloaf Fire Tower","Sugarloaf Fire Tower Historic District, Stone, Arkansas",35.878021687095,-92.104199567071
"4","03000773","AD","El Dorado Commercial Historic District (Additional Documentation)","Arkansas","Union","El Dorado","Courthouse Square, portions of Main, Jefferson, Washington, Jackson, Cedar, and Locust Sts.","Listed","Add.doc.",FALSE,11,"Community Planning And Development; Commerce; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2003-08-21,NA,NA,NA,"03000773","El Dorado Commercial (Additional Documentation)","El Dorado Commercial Historic District (Additional Documentation), Union, Arkansas",33.211855,-92.665489
"5","11000899",NA,"Mahony Historic District","Arkansas","Union","El Dorado","Roughly bounded by Champagnolle Rd., Alley between N. Madison & Euclid Aves., Lee Ave. & E. 5th St.","Listed","Single",FALSE,NA,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-19,NA,NA,NA,"11000899","Mahony","Mahony Historic District, Union, Arkansas",33.218831033003,-92.658404129513
"6","07000974",NA,"Murphy-Hill Historic District","Arkansas","Union","El Dorado","Roughly bounded by E. 5th St., N. Jefferson St., E. Peach St., N. Madison St., and E. Faulkner St.","Listed","Single",FALSE,40,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-09-20,NA,"UN0154; UN0157; UN0202-UN0210; UN0227-UN0340",NA,"07000974","Murphy-Hill","Murphy-Hill Historic District, Union, Arkansas",34.75676,-92.31682
"7","06000410",NA,"Clinton Commercial Historic District","Arkansas","Van Buren","Clinton","Roughly bounded by Town Branch Creek and by US 65B","Listed","Single",FALSE,45,"Architecture; Commerce; Politics/Government; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2006-05-15,NA,NA,NA,"06000410","Clinton Commercial","Clinton Commercial Historic District, Van Buren, Arkansas",35.43453,-94.35271
"8","02001631",NA,"Damascus Ccc Camp, Co. No. 3781 Historic District","Arkansas","Van Buren","Damascus","Camp Hill Rd.","Listed","Multiple",FALSE,1.3,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2002-12-31,NA,NA,NA,"02001631","Damascus Ccc Camp, Co. No. 3781","Damascus Ccc Camp, Co. No. 3781 Historic District, Van Buren, Arkansas",35.3673,-92.4096
"9","09000456",NA,"Butterfield Overland Mail Route Fayetteville Segments Historic District","Arkansas","Washington","Fayetteville","W. of AR 265 in Lake Fayetteville Park","Listed","Single",FALSE,2.5,"Transportation","Structure",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2009-06-18,NA,"WA0975; WA0976",NA,"09000456","Butterfield Overland Mail Route Fayetteville Segments","Butterfield Overland Mail Route Fayetteville Segments Historic District, Washington, Arkansas",36.061928,-94.160583
"10","92000071",NA,"Devil's Den State Park Historic District","Arkansas","Washington","Winslow","AR 74 W of Winslow","Listed","Multiple",FALSE,1500,"Architecture; Entertainment/Recreation; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1994-07-24,NA,NA,NA,"92000071","Devil's Den State Park","Devil's Den State Park Historic District, Washington, Arkansas",36.035606406373,-94.118801232509
"11","94001612",NA,"Lake Wedington Historic District","Arkansas","Washington","Savoy","Jct. of AR 16 and Forest Service Rd. 1750, Ozark--St. Francis NF","Listed","Single",FALSE,170,"Conservation; Architecture; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-09-11,NA,NA,NA,"94001612","Lake Wedington","Lake Wedington Historic District, Washington, Arkansas",36.078983321789,-94.230786530725
"12","100003016","RS","Meadow Spring Historic District","Arkansas","Washington","Fayetteville","Roughly bounded by NW, School, Locust & Church Aves. between W Dickson St. & W Mountain","Listed","Resubmission",FALSE,22.5,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-03-25,NA,NA,NA,"100003016","Meadow Spring","Meadow Spring Historic District, Washington, Arkansas",33.77484,-93.68296
"13","82002150",NA,"Mount Nord Historic District","Arkansas","Washington","Fayetteville","Mount Nord Ave.","Listed","Single",FALSE,2.9,"Commerce; Politics/Government; Architecture; Communications","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-09-16,NA,NA,NA,"82002150","Mount Nord","Mount Nord Historic District, Washington, Arkansas",36.06925,-94.16104
"14","100007722","SG","Mount Sequoyah Historic District","Arkansas","Washington","Fayetteville","150 NW Skyline Dr.","Listed","Single",FALSE,28,"Religion","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2022-05-16,NA,"Site #WA1077",NA,"100007722","Mount Sequoyah","Mount Sequoyah Historic District, Washington, Arkansas",36.056202281044,-94.140729899673
"15","100007326","SG","North Garvin Drive Historic District","Arkansas","Washington","Fayetteville","15, 37, and 49 North Gavin Dr.","Listed","Single",FALSE,1.5,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2022-01-13,NA,"SItes #WA1746 (15 N. Gavin); WA1745 (37 N. Gavin); WA1744 (49 N. Gavin)",NA,"100007326","North Garvin Drive","North Garvin Drive Historic District, Washington, Arkansas",36.035606406373,-94.118801232509
"16","100002566","SG","North Mock Street Historic District","Arkansas","Washington","Prairie Grove","114 & 116 N Mock St.","Listed","Single",FALSE,0.9,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-06-22,NA,"Site #WA1665",NA,"100002566","North Mock Street","North Mock Street Historic District, Washington, Arkansas",33.77580150501,-93.686680516255
