"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"11","100001208","AD","Miracle Mile Historic District (Additional Documentation)","Arizona","Pima","Tucson","1135 West Miracle Mile","Listed","Add.doc.",FALSE,161,"Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-12-11,NA,"United States Route 80; United States Route 89; Arizona Route 94; Miracle Mile; Oracl Road; Drachman Street; Stone Avenue",NA,"100001208","Miracle Mile (Additional Documentation)","Miracle Mile Historic District (Additional Documentation), Pima, Arizona",32.896229,-109.827228
"12","96000648",NA,"Pie Allen Historic District","Arizona","Pima","Tucson","Roughly bounded by N. Euclid Ave., E. 6th St., N. Park Ave., and E. 10th St.","Listed","Single",FALSE,39,"Community Planning And Development","District","https://catalog.archives.gov/id/75610538",FALSE,FALSE,FALSE,TRUE,FALSE,1996-06-20,NA,"Iron Horse East Historic District;Alexander J. Davidson His",NA,"96000648","Pie Allen","Pie Allen Historic District, Pima, Arizona",32.216310442254,-110.962861709782
"13","14000949",NA,"Pie Allen Historic District (Boundary Decrease)","Arizona","Pima","Tucson","829, 835/837, 841, 841, 843, 903, 905, 907 E. 6th St.","Listed","Single",FALSE,2.87,NA,"District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-02-04,NA,NA,NA,"14000949","Pie Allen (Boundary Decrease)","Pie Allen Historic District (Boundary Decrease), Pima, Arizona",32.226461,-110.957905
"14","11001075",NA,"Rillito Race Track Historic District (Boundary Increase)","Arizona","Pima","Tucson","4502 N. 1st Ave.","Listed","Single",FALSE,91.2,"Entertainment/Recreation; Agriculture","District","https://catalog.archives.gov/id/75610380",FALSE,FALSE,FALSE,TRUE,FALSE,2012-02-06,NA,"Rillito Race Track; Rillito Park; Rillito Downs",NA,"11001075","Rillito Race Track (Boundary Increase)","Rillito Race Track Historic District (Boundary Increase), Pima, Arizona",32.896229,-109.827228
"15","12001190","AD","Rincon Heights Historic District (Additional Documentation))","Arizona","Pima","Tucson","Roughly bounded by 6th St., Broadway Blvd., Campbell & Fremont Aves.","Listed","Add.doc.",FALSE,138.9,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-01-23,NA,"Buell's Addition;Drake's Addition;Rincon Heights Addition; Bingham Addition &amp; Altadina Heights Addition",NA,"12001190","Rincon Heights (Additional Documentation))","Rincon Heights Historic District (Additional Documentation)), Pima, Arizona",32.225012,-110.949516
"16","00001363","AD","Sam Hughes Neighborhood Historic District (Additional Documentation)","Arizona","Pima","Tucson","Roughly bounded by Speedway Blvd., Country Club Blvd., Broadway Blvd., and Campbell Ave.","Listed","Add.doc.",FALSE,250,"Architecture; Community Planning And Development; Social History","District","https://catalog.archives.gov/id/75610496",FALSE,FALSE,FALSE,TRUE,FALSE,2000-12-01,NA,"See also: El Encanto Apartments",NA,"00001363","Sam Hughes Neighborhood (Additional Documentation)","Sam Hughes Neighborhood Historic District (Additional Documentation), Pima, Arizona",32.896229,-109.827228
"17","100008614","BC","Sam Hughes Neighborhood Historic District (Boundary Increase Ii)","Arizona","Pima","Tucson","Roughly bounded by Speedway Blvd., Country Club Blvd., Broadway Blvd., and Campbell Ave.","Listed","Boundary",FALSE,21,"Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/75610496",FALSE,FALSE,FALSE,TRUE,FALSE,2023-02-02,NA,NA,NA,"00001363","Sam Hughes Neighborhood (Boundary Increase Ii)","Sam Hughes Neighborhood Historic District (Boundary Increase Ii), Pima, Arizona",32.896229,-109.827228
"18","04001156","AD","San Clemente Historic District","Arizona","Pima","Tucson","3934 S. Calle de Jardin","Listed","Add.doc.",FALSE,126,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2005-02-04,NA,NA,NA,"04001156","San Clemente","San Clemente Historic District, Pima, Arizona",32.217903,-110.905211
"19","88002131",NA,"Spring, John, Neighborhood Historic District","Arizona","Pima","Tucson","Roughly bounded by W. Speedway Blvd., N. Ninth Ave., W. Fifth St., N. Main Ave., W. Second St., and N. Tenth St.","Listed","Multiple",FALSE,75,"Community Planning And Development; Exploration/Settlement; Architecture; Social History","Building","https://catalog.archives.gov/id/75608920",FALSE,FALSE,FALSE,TRUE,FALSE,1989-05-11,NA,NA,NA,"88002131","Spring, John, Neighborhood","Spring, John, Neighborhood Historic District, Pima, Arizona",32.896229,-109.827228
"20","100005229","AD","Sunshine Mile Historic District (Additional Documentation)","Arizona","Pima","Tucson","Broadway Blvd. between Euclid & Country Club Rds.","Listed","Add.doc.",FALSE,166,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-05-26,NA,"Broadway Boulevard Commercial District",NA,"100005229","Sunshine Mile (Additional Documentation)","Sunshine Mile Historic District (Additional Documentation), Pima, Arizona",32.896229,-109.827228
"21","15000569",NA,"Tucson Community Center Historic District","Arizona","Pima","Tucson","180-260 S. Church Ave.","Listed","Single",FALSE,5.8,"Landscape Architecture","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,2015-09-08,NA,"Tucson Convention Center; Fountain Plaza; Walkway; Viente de Agosto Park; Eckbo Park",NA,"15000569","Tucson Community Center","Tucson Community Center Historic District, Pima, Arizona",32.216310442254,-110.962861709782
"22","100005891","RS","Tucson Mountain Park Historic District","Arizona","Pima","Tucson","Address Restricted","Listed","Resubmission",TRUE,28708,"Politics/Government; Entertainment/Recreation; Landscape Architecture; Architecture","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2021-07-08,NA,NA,NA,"100005891","Tucson Mountain Park","Tucson Mountain Park Historic District, Pima, Arizona",32.184273490611,-110.947020338134
"23","12000548","MP","Tucson Veterans Administration Hospital Historic District","Arizona","Pima","Tucson","3601 S. 6th Ave.","Listed","Multiple",FALSE,128,"Politics/Government; Health/Medicine; Architecture","District","https://catalog.archives.gov/id/77835492",FALSE,FALSE,TRUE,FALSE,FALSE,2012-08-28,NA,"Southern Arizona Veterans Affairs Health Care System; 128",NA,"12000548","Tucson Veterans Administration Hospital","Tucson Veterans Administration Hospital Historic District, Pima, Arizona",32.896229,-109.827228
"24","97000886",NA,"Tucson Warehouse Historic District","Arizona","Pima","Tucson","Roughly bounded by 6th St., Fourth and Toole Aves.","Listed","Single",FALSE,15,"Transportation; Commerce; Industry; Architecture","District","https://catalog.archives.gov/id/75610440",FALSE,FALSE,FALSE,TRUE,FALSE,1999-10-15,NA,NA,NA,"97000886","Tucson Warehouse","Tucson Warehouse Historic District, Pima, Arizona",32.203981866453,-110.993932850907
"25","86001254",NA,"University Of Arizona Campus Historic District","Arizona","Pima","Tucson","Roughly bounded by E. Second St., N. Cherry Ave., E. Fourth St., and Park Ave.","Listed","Single",FALSE,45,"Community Planning And Development; Landscape Architecture; Education; Architecture","District","https://catalog.archives.gov/id/75610504",FALSE,FALSE,TRUE,FALSE,FALSE,1986-06-13,NA,"See Also:Old Library Building;Old Main",NA,"86001254","University Of Arizona Campus","University Of Arizona Campus Historic District, Pima, Arizona",32.276728,-110.94335
"26","100012633","RS","Villa Del Rio Historic District","Arizona","Pima","Tucson","2910 North Sabino Canyon Road","Listed","Resubmission",FALSE,30.73,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-03-30,NA,NA,NA,"100012633","Villa Del Rio","Villa Del Rio Historic District, Pima, Arizona",32.216310442254,-110.962861709782
"27","80004240","AD","West University Historic District (Additional Documentation)","Arizona","Pima","Tucson","Roughly bounded by Speedway Blvd., 6th St., Park and Stone Aves.","Listed","Add.doc.",FALSE,167,"Commerce; Art; Education; Politics/Government; Architecture; Religion","District","https://catalog.archives.gov/id/75610428",FALSE,FALSE,FALSE,TRUE,FALSE,1980-12-10,NA,NA,NA,"80004240","West University (Additional Documentation)","West University Historic District (Additional Documentation), Pima, Arizona",32.231672,-110.964081
"28","100002981","BC","West University Historic District (Boundary Increase)","Arizona","Pima","Tucson","S side of E 5th St. between N 5th & N 7th Aves.","Listed","Boundary",FALSE,2.04,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-09-27,NA,NA,NA,"80004240","West University (Boundary Increase)","West University Historic District (Boundary Increase), Pima, Arizona",32.231672,-110.964081
"29","100011979","SG","Wilshire Heights Historic District","Arizona","Pima","Tucson","East of Craycroft Road between Broadway Boulevard and 22nd Street","Listed","Single",FALSE,80.1,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2025-07-08,NA,NA,NA,"100011979","Wilshire Heights","Wilshire Heights Historic District, Pima, Arizona",32.215354,-110.872901
"30","100012950","SG","Windsor Park Historic District","Arizona","Pima","Tucson","residential neighborhood north of Speedway Blvd. and east of Camino Seco","Listed","Single",FALSE,51.1,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-04-30,NA,"Windsor Park II; Windsor Park III",NA,"100012950","Windsor Park","Windsor Park Historic District, Pima, Arizona",32.216310442254,-110.962861709782
"31","05001466","AD","Winterhaven Historic District (Additional Documentation)","Arizona","Pima","Tucson","3335 North Christmas Avenue","Listed","Add.doc.",FALSE,84.4,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2005-12-28,NA,NA,NA,"05001466","Winterhaven (Additional Documentation)","Winterhaven Historic District (Additional Documentation), Pima, Arizona",32.268044,-110.930662
"32","16000002",NA,"Chi'chil Bildagoteel Historic District","Arizona","Pinal","Superior","Address Restricted","Listed","Single",TRUE,4557,"Native American; Religion; Social History; Prehistoric; Historic - Aboriginal","District",NA,FALSE,TRUE,TRUE,TRUE,FALSE,2016-03-04,NA,"Oak Flat; Apache Leap; Gaan Mountain",NA,"16000002","Chi'chil Bildagoteel","Chi'chil Bildagoteel Historic District, Pinal, Arizona",33.379646,-110.755043
"33","08001346","AD","Evergreen Addition Historic District (Additional Documentation)","Arizona","Pinal","Casa Grande","Generally bounded by McMurray Blvd., Gilbert Ave., Florence Blvd., and Casa Grande Ave.","Listed","Add.doc.",FALSE,32,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-01-22,NA,NA,NA,"08001346","Evergreen Addition (Additional Documentation)","Evergreen Addition Historic District (Additional Documentation), Pinal, Arizona",33.379646,-110.755043
"34","82001623",NA,"Florence Townsite Historic District","Arizona","Pinal","Florence","Roughly bounded by 3rd & Florence Sts., Butte and Central Aves., and Chase/Ruggles Ditch","Listed","Single",FALSE,60,"Commerce; Exploration/Settlement; Politics/Government; Hispanic; Architecture","District","https://catalog.archives.gov/id/75610584",FALSE,FALSE,FALSE,TRUE,FALSE,1982-10-26,NA,NA,NA,"82001623","Florence Townsite","Florence Townsite Historic District, Pinal, Arizona",32.9975719,-109.3098718
"35","100010053","SG","Randolph Community Historic District","Arizona","Pinal","Coolidge","Generally bounded by Highway 287, East Randolph Rd., East Kleck Rd.,  and Union Pacific Railroad Right-of-Way","Listed","Single",FALSE,87,"Ethnic Heritage-Black; Ethnic Heritage-Hispanic; Ethnic Heritage-Native American","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2024-03-18,NA,NA,NA,"100010053","Randolph Community","Randolph Community Historic District, Pinal, Arizona",32.914564,-111.515077
"36","01000904",NA,"Verdugo Homestead Historic District","Arizona","Pinal","Randolph","Address Restricted","Listed","Single",TRUE,3,"Transportation; Education; Exploration/Settlement","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2001-08-30,NA,NA,NA,"01000904","Verdugo Homestead","Verdugo Homestead Historic District, Pinal, Arizona",33.50207,-112.023953
"37","85003407",NA,"Marsh Heights Historic District","Arizona","Santa Cruz","Nogalez","Roughly bounded by Court St., Summit Ave., S. Court St., and Morley Ave.","Listed","Multiple",FALSE,7,"Architecture","District","https://catalog.archives.gov/id/75609189",FALSE,FALSE,TRUE,FALSE,FALSE,1985-10-29,NA,"See Also:Santa Cruz County Courthouse",NA,"85003407","Marsh Heights","Marsh Heights Historic District, Santa Cruz, Arizona",31.449612174025,-111.026881461653
"38","08000001",NA,"San Rafael Ranch Historic District","Arizona","Santa Cruz","Patagonia","HC 2 Box 200","Listed","Multiple",FALSE,25,"Agriculture; Architecture","District","https://catalog.archives.gov/id/75609158",FALSE,FALSE,TRUE,FALSE,FALSE,2008-02-07,NA,"Ranch San Rafaeil;Rancho San Rafael de la Zanja; San Rafael Cattle Company;Canansea Cattle Company",NA,"08000001","San Rafael Ranch","San Rafael Ranch Historic District, Santa Cruz, Arizona",31.3537294,-110.6134889
"39","94001195",NA,"Tubac Townsite Historic District","Arizona","Santa Cruz","Tubac","Roughly bounded by Tubac and Plaza Rds. and Presidio Dr.","Listed","Multiple",FALSE,18,"Architecture; Community Planning And Development; Exploration/Settlement","District","https://catalog.archives.gov/id/75609183",FALSE,FALSE,FALSE,TRUE,FALSE,1994-10-17,NA,"See Also:Old Tubac Schoolhouse;Tubac Presidio",NA,"94001195","Tubac Townsite","Tubac Townsite Historic District, Santa Cruz, Arizona",31.616795,-111.049301
"40","97001586","AD","Clarkdale Historic District (Additional Documentation)","Arizona","Yavapai","Clarkdale","Roughly along Main St., roughly bounded by Verde R. including industrial smelter site","Listed","Add.doc.",FALSE,460,"Architecture; Community Planning And Development; Industry","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1998-01-08,NA,"See also: Clark Memorial Clubhouse; Broadway Bridge",NA,"97001586","Clarkdale (Additional Documentation)","Clarkdale Historic District (Additional Documentation), Yavapai, Arizona",34.59988,-112.55387
"41","00000497",NA,"Cottonwood Commercial Historic District","Arizona","Yavapai","Cottonwood","Approx. from 712 to 1124 N. Main St.","Listed","Single",FALSE,15,"Commerce","District","https://catalog.archives.gov/id/75610710",FALSE,FALSE,FALSE,TRUE,FALSE,2000-05-18,NA,NA,NA,"00000497","Cottonwood Commercial","Cottonwood Commercial Historic District, Yavapai, Arizona",34.745436,-112.026221
"42","100005549","RS","Cottonwood Commercial Historic District (Boundary Increase)","Arizona","Yavapai","Cottonwood","North Main St. and East Pima St.","Listed","Resubmission",FALSE,17,"Commerce","District","https://catalog.archives.gov/id/75610710",FALSE,FALSE,FALSE,TRUE,FALSE,2021-06-04,NA,NA,NA,"00000497","Cottonwood Commercial (Boundary Increase)","Cottonwood Commercial Historic District (Boundary Increase), Yavapai, Arizona",34.745436,-112.026221
"43","78003583",NA,"Courthouse Plaza Historic District","Arizona","Yavapai","Prescott","Roughly Bounded by Gurley, Montezuma, Cortez and Goodwin Sts.","Listed","Multiple",FALSE,17,"Commerce; Architecture; Politics/Government","District","https://catalog.archives.gov/id/75609355",FALSE,FALSE,FALSE,TRUE,FALSE,1978-12-14,NA,"See Also: Yavapi County Courthouse",NA,"78003583","Courthouse Plaza","Courthouse Plaza Historic District, Yavapai, Arizona",34.59988,-112.55387
"44","89000165","AD","East Prescott Historic District (Additional Documentation)","Arizona","Yavapai","Prescott","512 East Willis St.","Listed","Add.doc.",FALSE,80,"Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/75609393",FALSE,FALSE,TRUE,FALSE,FALSE,1989-10-02,NA,NA,NA,"89000165","East Prescott (Additional Documentation)","East Prescott Historic District (Additional Documentation), Yavapai, Arizona",34.539906711324,-112.463871355386
"45","94001488",NA,"Fleury's Addition Historic District","Arizona","Yavapai","Prescott","Roughly, Western and Gurley from Willow to Grove, and Willow, Garden and Grove, from Western to Gurley","Listed","Multiple",FALSE,22,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/75609319",FALSE,FALSE,FALSE,TRUE,FALSE,1994-12-27,NA,"See Also:Sisters of Mercy Hospital Convent",NA,"94001488","Fleury's Addition","Fleury's Addition Historic District, Yavapai, Arizona",34.59988,-112.55387
"46","100004184","BC","Fleury's Addition Historic District (Boundary Increase)","Arizona","Yavapai","Prescott","527 W. Gurley St.","Listed","Boundary",FALSE,NA,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-07-18,NA,NA,NA,"94001488","Fleury's Addition (Boundary Increase)","Fleury's Addition Historic District (Boundary Increase), Yavapai, Arizona",34.59988,-112.55387
"47","99001274",NA,"Fort Whipple-Department Of Veterans Affairs Medical Center Historic District","Arizona","Yavapai","Prescott","500 AZ 89 N","Listed","Single",FALSE,197,"Architecture; Health/Medicine; Military","District","https://catalog.archives.gov/id/75610753",FALSE,FALSE,TRUE,FALSE,FALSE,1999-10-29,NA,"Whipple Barracks;US Veterans Hospital",NA,"99001274","Fort Whipple-Department Of Veterans Affairs Medical Center","Fort Whipple-Department Of Veterans Affairs Medical Center Historic District, Yavapai, Arizona",34.55669,-112.44961
"48","03000469",NA,"Hassayampa Historic District","Arizona","Yavapai","Prescott","1089-1112 Old Hassayampa Ln., 1106 Country Club Dr.","Listed","Single",FALSE,7.7,"Entertainment/Recreation; Architecture","District","https://catalog.archives.gov/id/75610742",FALSE,FALSE,FALSE,TRUE,FALSE,2003-05-30,NA,"Homes #1 through #14 Hassayampa Country Club",NA,"03000469","Hassayampa","Hassayampa Historic District, Yavapai, Arizona",34.418324413877,-112.419803764941
"49","66000196",NA,"Jerome Historic District","Arizona","Yavapai","Jerome","Jerome","Listed","Single",FALSE,750,"Industry","District","https://catalog.archives.gov/id/75609560",FALSE,TRUE,FALSE,FALSE,FALSE,2066-11-13,2066-11-13,NA,NA,"66000196","Jerome","Jerome Historic District, Yavapai, Arizona",34.759094563803,-112.083380768853
"50","00001387","AD","Joslin And Whipple Historic District","Arizona","Yavapai","Prescott","207 S. Arizona Ave.","Listed","Add.doc.",FALSE,45,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2000-12-07,NA,NA,NA,"00001387","Joslin And Whipple","Joslin And Whipple Historic District, Yavapai, Arizona",34.55669,-112.44961
"51","99001069",NA,"Mile High Park Historic District","Arizona","Yavapai","Prescott","Roughly along Oregon Ave., and Josephine St., from Gail Gardner Way and Lindberg Dr.","Listed","Single",FALSE,28,"Community Planning And Development; Exploration/Settlement; Entertainment/Recreation","District","https://catalog.archives.gov/id/75610728",FALSE,FALSE,FALSE,TRUE,FALSE,1999-09-03,NA,NA,NA,"99001069","Mile High Park","Mile High Park Historic District, Yavapai, Arizona",34.59988,-112.55387
"52","12001227",NA,"Montezuma Castle National Monument-Back Ranch Historic District-Montezuma Well Unit","Arizona","Yavapai","Rimrock","5525 Beaver Creek Rd.","Listed","Single",FALSE,205,"Exploration/Settlement; Agriculture; Social History; Entertainment/Recreation","District","https://catalog.archives.gov/id/75610751",FALSE,FALSE,FALSE,TRUE,FALSE,2013-01-29,NA,"AZ 0:05:42; William B. Back Ranch; Montezuma Castle National Monument Motezuma Well Unit","Montezuma Castle","12001227","Montezuma Castle National Monument-Back Ranch-Montezuma Well Unit","Montezuma Castle National Monument-Back Ranch Historic District-Montezuma Well Unit, Yavapai, Arizona",34.59988,-112.55387
"53","08001188",NA,"North Prescott Townsite Historic District","Arizona","Yavapai","Prescott","Between Gurley, Sheldon, Alarcon and Summit Sts.","Listed","Single",FALSE,63.5,"Architecture; Commerce; Community Planning And Development","District","https://catalog.archives.gov/id/75610682",FALSE,FALSE,FALSE,TRUE,FALSE,2009-05-13,NA,NA,NA,"08001188","North Prescott Townsite","North Prescott Townsite Historic District, Yavapai, Arizona",34.764656290259,-112.440047759196
"54","100002358","SG","Ok Ranch Historic District","Arizona","Yavapai","Sedona","Red Rock Crossing, Sedona Ranger District, Coconino National Forest","Listed","Single",FALSE,45.19,"Agriculture; Architecture; Engineering","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-04-19,NA,"Palo Bonjto; Crescent Moon Ranch; CNF Site AR03040600408",NA,"100002358","Ok Ranch","Ok Ranch Historic District, Yavapai, Arizona",34.475062919532,-112.875647813789
"55","89001074",NA,"Pine Crest Historic District","Arizona","Yavapai","Prescott","Roughly bounded by San Carlos St., Coronado Ave., and Yavapai, Apache, and Mohave Drs.","Listed","Single",FALSE,12,"Community Planning And Development; Health/Medicine; Architecture","District","https://catalog.archives.gov/id/75610686",FALSE,FALSE,FALSE,TRUE,FALSE,1989-08-10,NA,NA,NA,"89001074","Pine Crest","Pine Crest Historic District, Yavapai, Arizona",34.725643487054,-111.960960026812
