"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"11","100000783","SG","Halcyon Historic District","California","San Luis Obispo","Halcyon","Bounded by Halcyon Rd., The Pike and CA 1/Cienega St.","Listed","Single",FALSE,130,"Community Planning And Development; Exploration/Settlement; Philosophy; Religion; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-03-27,NA,NA,NA,"100000783","Halcyon","Halcyon Historic District, San Luis Obispo, California",35.088405966666,-120.59164322126
"12","04000328",NA,"Folger Estate Stable Historic District","California","San Mateo","Woodside","4040 Woodside Rd.","Listed","Single",FALSE,3,"Architecture; Entertainment/Recreation","District","https://catalog.archives.gov/id/123861508",FALSE,FALSE,FALSE,TRUE,FALSE,2004-04-16,NA,"Jones Ranch",NA,"04000328","Folger Estate Stable","Folger Estate Stable Historic District, San Mateo, California",37.5471509,-122.3144005
"13","73000449",NA,"Alviso Historic District","California","Santa Clara","Alviso","Boundaries unknown at this time","Listed","Single",FALSE,9,"Transportation","District","https://catalog.archives.gov/id/123861641",FALSE,FALSE,TRUE,FALSE,FALSE,1973-10-09,NA,"Embarcadero de Santa Clara",NA,"73000449","Alviso","Alviso Historic District, Santa Clara, California",37.34874488647,-121.940746584827
"14","89001048",NA,"Campbell Union High School Historic District","California","Santa Clara","Campbell","1 W. Campbell Ave.","Listed","Single",FALSE,3.5,"Education; Architecture","Building","https://catalog.archives.gov/id/123861651",FALSE,FALSE,FALSE,TRUE,FALSE,1989-08-17,NA,NA,NA,"89001048","Campbell Union High School","Campbell Union High School Historic District, Santa Clara, California",37.28883,-121.95107
"15","13000181",NA,"Hakone Historic District","California","Santa Clara","Saratoga","21000 Big Basin Way","Listed","Single",FALSE,16,"Asian; Landscape Architecture; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-04-23,NA,"Hakone; Hakone Gardens; Hakone Estate and Gardens",NA,"13000181","Hakone","Hakone Historic District, Santa Clara, California",37.336133,-121.894001
"16","83001238",NA,"Hensley Historic District","California","Santa Clara","San Jose","Roughly bounded by Julian, 1st, 7th, and Empire Sts.","Listed","Single",FALSE,59,"Historic - Non-Aboriginal; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123861697",FALSE,FALSE,FALSE,TRUE,FALSE,1983-06-21,NA,NA,NA,"83001238","Hensley","Hensley Historic District, Santa Clara, California",37.34494,-121.89051
"17","100000470","SG","Nasa Ames Wind Tunnel Historic District","California","Santa Clara","Moffett Field","NASA Ames Research Center","Listed","Single",FALSE,46.3,"Engineering; Science; Invention","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,2017-01-11,NA,NA,NA,"100000470","Nasa Ames Wind Tunnel","Nasa Ames Wind Tunnel Historic District, Santa Clara, California",37.352395,-121.953076
"18","80000861",NA,"Professorville Historic District","California","Santa Clara","Palo Alto","Roughly bounded by Embarcadero Rd., Addison Ave., Emerson and Cowper Sts.","Listed","Single",FALSE,34.4,"Community Planning And Development; Landscape Architecture; Architecture","District","https://catalog.archives.gov/id/123861766",FALSE,FALSE,FALSE,TRUE,FALSE,1980-10-03,NA,NA,NA,"80000861","Professorville","Professorville Historic District, Santa Clara, California",37.44161,-122.15413
"19","83003822",NA,"San Jose Downtown Historic District","California","Santa Clara","San Jose","E. Santa Clara, South First, Second, Third and E. San Fernando Sts.","Listed","Single",FALSE,0.4,"Commerce; Architecture","District","https://catalog.archives.gov/id/123861780",FALSE,FALSE,FALSE,TRUE,FALSE,1983-05-26,NA,"San Jose Commercial District",NA,"83003822","San Jose Downtown","San Jose Downtown Historic District, Santa Clara, California",37.33633,-121.88773
"20","79000546",NA,"St. James Square Historic District","California","Santa Clara","San Jose","Roughly bounded by N. 1st, N. 4th, E. St. James, and E. St. John Sts.","Listed","Single",FALSE,7.7,"Community Planning And Development; Landscape Architecture; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123861799",FALSE,FALSE,FALSE,TRUE,FALSE,1979-11-27,NA,"St. James Park",NA,"79000546","St. James Square","St. James Square Historic District, Santa Clara, California",37.33883,-121.89107
"21","94000045",NA,"Us Naval Air Station Sunnyvale, California, Historic District","California","Santa Clara","Sunnyvale","Naval Air Station Moffett Field","Listed","Single",FALSE,124,"Engineering; Military; Architecture","District","https://catalog.archives.gov/id/123861812",FALSE,TRUE,FALSE,FALSE,FALSE,1994-02-24,NA,"US Naval Air Station Moffett Field Central Historic District",NA,"94000045","Us Naval Air Station Sunnyvale, California,","Us Naval Air Station Sunnyvale, California, Historic District, Santa Clara, California",37.3736764,-122.0365719
"22","07001220",NA,"Cowell Lime Works Historic District","California","Santa Cruz","Santa Cruz","University of California, Santa Cruz campus; High St. and Glen Coolidge Dr.","Listed","Single",FALSE,32,"Industry","District","https://catalog.archives.gov/id/123861849",FALSE,FALSE,FALSE,TRUE,FALSE,2007-11-21,NA,"Davis and Jordan Lime Company; Davis and Cowell Lime Company; Henry Cowell Company; Henry Cowell Lime &amp; Cement Company",NA,"07001220","Cowell Lime Works","Cowell Lime Works Historic District, Santa Cruz, California",36.98,-122.0543
"23","76000530",NA,"Mission Hill Area Historic District","California","Santa Cruz","Santa Cruz","Mission St.","Listed","Single",FALSE,38,"Community Planning And Development; Landscape Architecture; Historic - Aboriginal; Commerce; Agriculture; Military; Education; Exploration/Settlement; Politics/Government; Architecture","District","https://catalog.archives.gov/id/123861879",FALSE,FALSE,TRUE,FALSE,FALSE,1976-05-17,NA,NA,NA,"76000530","Mission Hill Area","Mission Hill Area Historic District, Santa Cruz, California",36.97106,-122.03024
"24","87000626",NA,"Old Riverview Historic District","California","Santa Cruz","Capitola","Blue Gum Ave., Capitola Ave., Riverview Ave., Riverview Dr., and Wharf Rd.","Listed","Single",FALSE,13.8,"Entertainment/Recreation; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123861885",FALSE,FALSE,FALSE,TRUE,FALSE,1988-01-22,NA,NA,NA,"87000626","Old Riverview","Old Riverview Historic District, Santa Cruz, California",36.97439,-121.95385
"25","89001005",NA,"Santa Cruz Downtown Historic District","California","Santa Cruz","Santa Cruz","Roughly Rincon St., Church St., Chestnut St., Walnut St., Cedar St., Laurel St., Myrtle St., and Lincoln St.","Listed","Single",FALSE,52,"Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123861896",FALSE,FALSE,FALSE,TRUE,FALSE,1989-07-27,NA,"Downtown Neighborhood",NA,"89001005","Santa Cruz Downtown","Santa Cruz Downtown Historic District, Santa Cruz, California",36.97106,-122.03024
"26","87000623",NA,"Six Sisters-Lawn Way Historic District","California","Santa Cruz","Capitola","Roughly bounded by San Jose Ave., Capitola Ave., and Esplanade","Listed","Single",FALSE,0.9,"Entertainment/Recreation; Architecture","District","https://catalog.archives.gov/id/123861900",FALSE,FALSE,FALSE,TRUE,FALSE,1987-05-01,NA,NA,NA,"87000623","Six Sisters-Lawn Way","Six Sisters-Lawn Way Historic District, Santa Cruz, California",36.97301,-121.95163
"27","73000456",NA,"Cottonwood Historic District","California","Shasta","Cottonwood","Off US 99","Listed","Single",FALSE,9,"Commerce; Architecture","District","https://catalog.archives.gov/id/123861916",FALSE,FALSE,FALSE,TRUE,FALSE,1973-07-16,NA,NA,NA,"73000456","Cottonwood","Cottonwood Historic District, Shasta, California",40.38571,-122.28084
"28","72000257",NA,"French Gulch Historic District","California","Shasta","French Gulch","Along both sides of French Gulch Rd.","Listed","Single",FALSE,180,"Industry; Social History","District","https://catalog.archives.gov/id/123861920",FALSE,FALSE,TRUE,FALSE,FALSE,1972-03-24,NA,"French Gulch",NA,"72000257","French Gulch","French Gulch Historic District, Shasta, California",40.70543,-122.63863
"29","06000527",NA,"Lassen Volcanic National Park Highway Historic District","California","Shasta","Mineral","NPS Route 1, CA 89","Listed","Multiple",FALSE,290,"Entertainment/Recreation; Architecture; Landscape Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/123857804",FALSE,FALSE,TRUE,TRUE,FALSE,2006-06-23,NA,"NPS Route 1; Lassen Loop Highway; Lassen Peak Highway; State Route 89","Lassen Volcanic","06000527","Lassen Volcanic National Park Highway","Lassen Volcanic National Park Highway Historic District, Shasta, California",40.484009,-121.425181
"30","06000525",NA,"Manzanita Lake Naturalist's Services Historic District","California","Shasta","Shingletown","39489 CA 44","Listed","Multiple",FALSE,85,"Entertainment/Recreation; Science; Conservation; Architecture","District","https://catalog.archives.gov/id/123857806",FALSE,FALSE,TRUE,FALSE,FALSE,2006-06-23,NA,NA,"Lassen Volcanic","06000525","Manzanita Lake Naturalist's Services","Manzanita Lake Naturalist's Services Historic District, Shasta, California",40.53613,-121.56226
"31","72000258",NA,"West Miner Street-Third Street Historic District","California","Siskiyou","Yreka","102-402 W. Miner St. and 122-419 3rd St.","Listed","Single",FALSE,16.4,"Commerce; Architecture","District","https://catalog.archives.gov/id/123861991",FALSE,FALSE,FALSE,TRUE,FALSE,1972-12-11,NA,"Miner Street-Third Street",NA,"72000258","West Miner Street-Third Street","West Miner Street-Third Street Historic District, Siskiyou, California",41.73153,-122.63614
"32","96001058",NA,"Mare Island Historic District(Boundary Increase)","California","Solano","Vallejo","Roughly bounded by Mare Island Straight, Causeway St., Cedar Ave., Mesa Rd., Ribeiro Rd., and Tyler Rd.","Listed","Single",FALSE,980,"Military; Architecture; Engineering; Historic - Non-Aboriginal","District","https://catalog.archives.gov/id/123862015",FALSE,TRUE,FALSE,FALSE,FALSE,1997-01-21,NA,"Mare Island Naval Shipyard",NA,"96001058","Mare Island(Boundary Increase)","Mare Island Historic District(Boundary Increase), Solano, California",38.08957,-122.267214
"33","12000402",NA,"Sacramento Northern Railway Historic District","California","Solano","Suisun City","5848 CA 12","Listed","Single",FALSE,NA,"Transportation; Engineering; Architecture; Commerce; Education","District","https://catalog.archives.gov/id/123862025",FALSE,FALSE,FALSE,TRUE,FALSE,2012-07-11,NA,"Western Railway Museum",NA,"12000402","Sacramento Northern Railway","Sacramento Northern Railway Historic District, Solano, California",38.261156241492,-122.011777082489
"34","03001168",NA,"Saint Vincent's Hill Historic District","California","Solano","Vallejo","Roughly bounded by Mare Island Way almost to Sonoma Blvd. and from Quincy Alley to Kissel Alley","Listed","Single",FALSE,NA,"Social History; Architecture","District","https://catalog.archives.gov/id/123862027",FALSE,FALSE,FALSE,TRUE,FALSE,2003-11-21,NA,NA,NA,"03001168","Saint Vincent's Hill","Saint Vincent's Hill Historic District, Solano, California",38.26692,-121.94001
"35","73000460",NA,"Vallejo Old City Historic District","California","Solano","Vallejo","Sonoma Blvd., and Monterey, Carolina, and York Sts.","Listed","Single",FALSE,80,"Architecture","District","https://catalog.archives.gov/id/123862039",FALSE,TRUE,FALSE,FALSE,FALSE,1973-03-20,NA,"Frisbee Grant",NA,"73000460","Vallejo Old City","Vallejo Old City Historic District, Solano, California",38.10409,-122.24969
"36","14000307",NA,"Pond Farm Pottery Historic District","California","Sonoma","Guerneville","17000 Armstrong Woods Rd.","Listed","Single",FALSE,35,"Art; Education; Social History","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,2014-06-17,NA,"Pond Farm Workshops; Pond Farm; Walker Ranch; Rancho Del Lago",NA,"14000307","Pond Farm Pottery","Pond Farm Pottery Historic District, Sonoma, California",38.291962,-122.458003
"37","84001219",NA,"Helena Historic District","California","Trinity","Helena","N of U.S. 299 W, on North Fork of Trinity River","Listed","Single",FALSE,43,"Historic - Aboriginal; Historic - Non-Aboriginal; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123862199",FALSE,FALSE,FALSE,TRUE,FALSE,1984-05-24,NA,"Helena Townsite",NA,"84001219","Helena","Helena Historic District, Trinity, California",40.77348,-123.12864
"38","88000550",NA,"Lewiston Historic District","California","Trinity","Lewiston","Roughly Deadwood, Turnpike, and Schoolhouse Rds.","Listed","Single",FALSE,15,"Commerce; Transportation; Architecture","District","https://catalog.archives.gov/id/123862201",FALSE,FALSE,FALSE,TRUE,FALSE,1989-04-17,NA,"Lewiston",NA,"88000550","Lewiston","Lewiston Historic District, Trinity, California",40.70737,-122.80697
"39","71000209",NA,"Weaverville Historic District","California","Trinity","Weaverville","Both sides of Main St.","Listed","Single",FALSE,11,"Commerce; Social History","District","https://catalog.archives.gov/id/123862203",FALSE,FALSE,TRUE,FALSE,FALSE,1971-10-14,NA,"Weaverville",NA,"71000209","Weaverville","Weaverville Historic District, Trinity, California",40.7332,-122.94086
"40","72000263",NA,"Allensworth Historic District","California","Tulare","Allensworth And","Town of Allensworth and its environs along CA 43","Listed","Single",FALSE,60,"Agriculture; Military; Black; Education; Politics/Government; Religion; Social History","District","https://catalog.archives.gov/id/123862205",FALSE,FALSE,TRUE,FALSE,FALSE,1972-02-23,NA,"Allensworth",NA,"72000263","Allensworth","Allensworth Historic District, Tulare, California",35.86384,-119.38706
"41","78000287",NA,"Giant Forest Lodge Historic District","California","Tulare","Three River","NE of Three Rivers in Sequoia National Park","Listed","Single",FALSE,4.5,"Landscape Architecture; Conservation; Entertainment/Recreation; Architecture","District","https://catalog.archives.gov/id/123862223",FALSE,FALSE,TRUE,FALSE,FALSE,1978-05-05,NA,"Camp Sierra",NA,"78000287","Giant Forest Lodge","Giant Forest Lodge Historic District, Tulare, California",36.201553,-119.3447
"42","78000311",NA,"Giant Forest Village-Camp Kaweah Historic District","California","Tulare","Three Rivers","N of Three Rivers in Sequoia National Park","Listed","Single",FALSE,4.2,"Landscape Architecture; Entertainment/Recreation; Literature; Architecture","District","https://catalog.archives.gov/id/123862225",FALSE,FALSE,TRUE,FALSE,FALSE,1978-05-22,NA,"Camp Kaweah;Kaweah Village;Kaweah area;Sequoia National Park",NA,"78000311","Giant Forest Village-Camp Kaweah","Giant Forest Village-Camp Kaweah Historic District, Tulare, California",36.45706832217,-118.891049821424
"43","95001151","AD","Wilsonia Historic District (Additional Documentation)","California","Tulare","Wilsonia, Kings Canyon National Park","Roughly bounded by Pine Ln., Fern Ln., Hillcrest Rd., Sierra Ln., Kaweah Ln., Goddard Ln. and Park Rd.","Listed","Add.doc.",FALSE,100,"Entertainment/Recreation; Community Planning And Development; Exploration/Settlement","District","https://catalog.archives.gov/id/123862260",FALSE,FALSE,FALSE,TRUE,FALSE,1996-03-14,NA,NA,NA,"95001151","Wilsonia (Additional Documentation)","Wilsonia Historic District (Additional Documentation), Tulare, California",36.7362962,-118.956689
"44","66000242",NA,"Columbia Historic District","California","Tuolumne","Sonora","4 mi. NW of Sonora on CA 49","Listed","Single",FALSE,0,"Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/123858125",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,"66000242","Columbia","Columbia Historic District, Tuolumne, California",38.0352,-120.40075
"45","100006719","SG","Sierra Railway Shops Historic District","California","Tuolumne","Jamestown","18115 5th Ave.","Listed","Single",FALSE,22.5,"Transportation; Performing Arts; Architecture","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,2021-07-14,NA,"Sierra Railway Jamestown Shops; Railtown 1897 SHP",NA,"100006719","Sierra Railway Shops","Sierra Railway Shops Historic District, Tuolumne, California",37.961319,-120.236223
"46","99000109",NA,"Oxnard, Henry T., Historic District","California","Ventura","Oxnard","F and G Sts., between Palm and 5th Sts.","Listed","Single",FALSE,70,"Architecture; Social History","District","https://catalog.archives.gov/id/123862356",FALSE,FALSE,FALSE,TRUE,FALSE,1999-02-05,NA,NA,NA,"99000109","Oxnard, Henry T.,","Oxnard, Henry T., Historic District, Ventura, California",34.197663,-119.175947
"47","100003579","SG","Thacher School Historic District","California","Ventura","Ojai","5025 Thacher Rd.","Listed","Single",FALSE,369.78,"Education","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-04-04,NA,NA,NA,"100003579","Thacher School","Thacher School Historic District, Ventura, California",34.466234,-119.179007
"48","99000471",NA,"Downtown Woodland Historic District","California","Yolo","Woodland","Roughly along Main St. from Elm St. to Third St.","Listed","Single",FALSE,37,"Commerce; Politics/Government; Social History","District","https://catalog.archives.gov/id/123862386",FALSE,FALSE,FALSE,TRUE,FALSE,1999-06-22,NA,NA,NA,"99000471","Downtown Woodland","Downtown Woodland Historic District, Yolo, California",38.677473,-121.773149
"49","96001536",NA,"Main Street Historic District-Winters","California","Yolo","Winters","1--48 Main St.","Listed","Single",FALSE,3,"Architecture; Commerce","District","https://catalog.archives.gov/id/123862396",FALSE,FALSE,FALSE,TRUE,FALSE,1997-01-02,NA,"Downtown Winters Historic District",NA,"96001536","Main Street-Winters","Main Street Historic District-Winters, Yolo, California",38.519284597014,-121.976032294738
"50","80000882",NA,"Denver, Boulder And Western Railway Historic District","Colorado","Boulder","Ward","CO 72","Listed","Single",FALSE,214.5,"Industry; Commerce; Engineering; Transportation; Exploration/Settlement","District","https://catalog.archives.gov/id/84125659",FALSE,FALSE,TRUE,FALSE,FALSE,1980-09-18,NA,"Switzerland Trail of America",NA,"80000882","Denver, Boulder And Western Railway","Denver, Boulder And Western Railway Historic District, Boulder, Colorado",40.016871,-105.279624
"51","80000881",NA,"Denver, Northwestern And Pacific Railway Historic District","Colorado","Boulder","Eldora","SW of Eldora","Listed","Single",FALSE,412.1,"Engineering; Transportation","District","https://catalog.archives.gov/id/84125688",FALSE,FALSE,TRUE,FALSE,FALSE,1980-09-30,NA,"Moffat Road",NA,"80000881","Denver, Northwestern And Pacific Railway","Denver, Northwestern And Pacific Railway Historic District, Boulder, Colorado",40.016871,-105.279624
"52","97001114",NA,"Denver, Northwestern And Pacific Railway Historic District-Rollinsville & Middle Park Wagon Road (Boundary Increase)","Colorado","Boulder","Rollinsville","Rollins Pass","Listed","Single",FALSE,24.2,"Engineering; Transportation","District","https://catalog.archives.gov/id/84128510",FALSE,FALSE,TRUE,FALSE,FALSE,1997-09-23,NA,"Rollinsville and Middle Park Wagon Road;Boulder Wagon Road;R",NA,"97001114","Denver, Northwestern And Pacific Railway-Rollinsville & Middle Park Wagon Road (Boundary Increase)","Denver, Northwestern And Pacific Railway Historic District-Rollinsville & Middle Park Wagon Road (Boundary Increase), Boulder, Colorado",40.016871,-105.279624
"53","80000878","AD","Downtown Boulder Historic District","Colorado","Boulder","Boulder","CO 19","Listed","Add.doc.",FALSE,48,"Commerce; Agriculture; Exploration/Settlement; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1980-12-03,NA,"See Also:Boulder Post Office",NA,"80000878","Downtown Boulder","Downtown Boulder Historic District, Boulder, Colorado",NA,NA
"54","100001501","SG","Downtown Longmont Historic District","Colorado","Boulder","Longmont","Roughly Main, Coffman & Kimbark Sts. between 3rd & 5th Aves.","Listed","Single",FALSE,25,"Commerce; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-08-28,NA,"Downtown Longmont; 5BL.536",NA,"100001501","Downtown Longmont","Downtown Longmont Historic District, Boulder, Colorado",40.1673708,-105.1031976
"55","86002812",NA,"East Side Historic District","Colorado","Boulder","Longmont","Roughly bounded by Long's Peak Ave., Collyer St., Fourth Ave., and Emery St.","Listed","Single",FALSE,23,"Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/84128463",FALSE,FALSE,FALSE,TRUE,FALSE,1986-10-02,NA,NA,NA,"86002812","East Side","East Side Historic District, Boulder, Colorado",40.1830776,-105.0681339
"56","89000978",NA,"Eldora Historic District","Colorado","Boulder","Eldora","Roughly Eaton Pl., 6th, Pearl, and 4th Sts., Huron Ave., 6th St., Eldorado Ave., and 7th St., Klondyke Ave. & Tenth St.","Listed","Multiple",FALSE,30,"Entertainment/Recreation; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/84125643",FALSE,FALSE,FALSE,TRUE,FALSE,1989-10-04,NA,"Happy Valley;Eldorado Camp;5BL758",NA,"89000978","Eldora","Eldora Historic District, Boulder, Colorado",40.180041578098,-105.077016137807
"57","89000979",NA,"Gold Hill Historic District","Colorado","Boulder","Gold Hill","Roughly bounded by North St., Pine St., Boulder St., Gold Run St., and College St.","Listed","Multiple",FALSE,18,"Entertainment/Recreation; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/84125639",FALSE,FALSE,FALSE,TRUE,FALSE,1989-08-03,NA,"Gold Hill;5BL769",NA,"89000979","Gold Hill","Gold Hill Historic District, Boulder, Colorado",40.049426824297,-105.470067308248
"58","80000879",NA,"Norlin Quadrangle Historic District","Colorado","Boulder","Boulder","University of Colorado campus","Listed","Single",FALSE,33.5,"Landscape Architecture; Education; Architecture","District","https://catalog.archives.gov/id/84128432",FALSE,FALSE,TRUE,FALSE,FALSE,1980-03-27,NA,"Norlin Quadrangle",NA,"80000879","Norlin Quadrangle","Norlin Quadrangle Historic District, Boulder, Colorado",40.016871,-105.279624
"59","100007966","MP","Rock Creek Farm Rural Historic District","Colorado","Boulder","Broomfield","2005 South 112th St.","Listed","Multiple",FALSE,1124,"Agriculture; Exploration/Settlement; Transportation; Architecture; Archeology-Prehistoric","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2023-04-20,NA,"Goodhue Farm &amp; Stearns Dairy Farm No. 2 (5BL.787); Rock Creek Station &amp; Miller Tavern; Denver, Utah &amp; Pacific Railroad (5BL.374); Colorado Central Railroad (5BL.400); Lincoln Highway and Colorado Route 1",NA,"100007966","Rock Creek Farm Rural","Rock Creek Farm Rural Historic District, Boulder, Colorado",40.016871,-105.279624
"60","84000798",NA,"Walker Ranch Historic District","Colorado","Boulder","Boulder","W of Boulder","Listed","Single",FALSE,2028,"Historic - Aboriginal; Agriculture; Architecture","District","https://catalog.archives.gov/id/84128245",FALSE,FALSE,FALSE,TRUE,FALSE,1984-06-14,NA,"Walker Ranch;See Also:Walker Ranch Historic District (Bounda",NA,"84000798","Walker Ranch","Walker Ranch Historic District, Boulder, Colorado",40.117012170354,-105.439492792544
"61","88000756",NA,"Walker Ranch Historic District (Boundary Increase)","Colorado","Boulder","Boulder","7.5 mi. W of Boulder off Flagstaff Rd.","Listed","Single",FALSE,538,"Agriculture","District","https://catalog.archives.gov/id/84128238",FALSE,FALSE,FALSE,TRUE,FALSE,1988-06-29,NA,"Walker Ranch (5BL235);Myers Homestead (5BL346);See Also:Walk",NA,"88000756","Walker Ranch (Boundary Increase)","Walker Ranch Historic District (Boundary Increase), Boulder, Colorado",40.016871,-105.279624
"62","86002846",NA,"West Side Historic District","Colorado","Boulder","Longmont","Roughly bounded by Fifth, Terry, Third, and Grant","Listed","Single",FALSE,55,"Architecture","District","https://catalog.archives.gov/id/84128250",FALSE,FALSE,FALSE,TRUE,FALSE,1987-01-07,NA,"West Side",NA,"86002846","West Side","West Side Historic District, Boulder, Colorado",38.8406307,-104.8418067
