"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"63","84000800",NA,"Salida Downtown Historic District","Colorado","Chaffee","Salida","Roughly bounded by Arkansas River, RR Track, 3rd and D Sts.","Listed","Single",FALSE,50,"Commerce; Architecture","District","https://catalog.archives.gov/id/84128545",FALSE,FALSE,FALSE,TRUE,FALSE,1984-06-14,NA,"See Also: Manhattan Hotel",NA,"84000800","Salida Downtown","Salida Downtown Historic District, Chaffee, Colorado",38.5327098,-105.9969482
"64","79000577",NA,"St. Elmo Historic District","Colorado","Chaffee","St. Elmo","Pitkin, Gunnison, 1st., Main and Poplar Sts.","Listed","Single",FALSE,70,"Industry; Commerce; Transportation; Exploration/Settlement; Architecture","District","https://catalog.archives.gov/id/84128549",FALSE,FALSE,TRUE,FALSE,FALSE,1979-09-17,NA,NA,NA,"79000577","St. Elmo","St. Elmo Historic District, Chaffee, Colorado",38.70472,-106.34808
"65","66000243",NA,"Georgetown-Silver Plume Historic District","Colorado","Clear Creek","Georgetown-Silver Plume","I-70","Listed","Single",FALSE,3288,"Exploration/Settlement","District","https://catalog.archives.gov/id/84127890",FALSE,TRUE,FALSE,FALSE,FALSE,2066-11-13,2066-11-13,NA,NA,"66000243","Georgetown-Silver Plume","Georgetown-Silver Plume Historic District, Clear Creek, Colorado",39.70834,-105.69557
"66","73000466",NA,"Auraria 9th Street Historic District","Colorado","Denver","Denver","9th St. from Curtis to Champa St.","Listed","Single",FALSE,3.5,"Architecture","District","https://catalog.archives.gov/id/84128861",FALSE,FALSE,FALSE,TRUE,FALSE,1973-03-26,NA,NA,NA,"73000466","Auraria 9th Street","Auraria 9th Street Historic District, Denver, Colorado",39.73389,-104.96944
"67","74002348",NA,"Civic Center Historic District","Colorado","Denver","Denver","Roughly bounded by W. Colfax, E. Colfax, Grant, E. 14th, Broadway, E. 13th, W. 13th, Bannock, W. 14th, and Delaware","Listed","Single",FALSE,82,"Community Planning And Development; Art; Politics/Government; Architecture","District","https://catalog.archives.gov/id/84129195",FALSE,TRUE,FALSE,FALSE,FALSE,1974-02-27,NA,"See Also:Byers-Evans House;Denver Mint;Civic Center Historic",NA,"74002348","Civic Center","Civic Center Historic District, Denver, Colorado",39.73917,-104.98889
"68","95000264",NA,"Cole Neighborhood Historic District","Colorado","Denver","Denver","3200--3300 Vine and Race Sts.","Listed","Single",FALSE,12,"Architecture","District","https://catalog.archives.gov/id/84128871",FALSE,FALSE,FALSE,TRUE,FALSE,1995-03-31,NA,"5DV4696",NA,"95000264","Cole Neighborhood","Cole Neighborhood Historic District, Denver, Colorado",39.7625,-104.96278
"69","79000579",NA,"Country Club Historic District","Colorado","Denver","Denver","Roughly bounded by 1st and 4th Aves., Race and Downing Sts.","Listed","Single",FALSE,64.5,"Community Planning And Development; Landscape Architecture; Architecture; Social History","District","https://catalog.archives.gov/id/84129245",FALSE,FALSE,TRUE,FALSE,FALSE,1979-07-10,NA,"See Also:Country Club Historic District (Boundary Increase)",NA,"79000579","Country Club","Country Club Historic District, Denver, Colorado",39.71639,-104.96694
"70","85002587",NA,"Country Club Historic District (Boundary Increase)","Colorado","Denver","Denver","Between Downing & University, E. 4th Ave. and N of Alameda Ave.","Listed","Single",FALSE,208,"Landscape Architecture","District","https://catalog.archives.gov/id/84129855",FALSE,FALSE,TRUE,FALSE,FALSE,1985-09-27,NA,"See Also:Country Club Historic District",NA,"85002587","Country Club (Boundary Increase)","Country Club Historic District (Boundary Increase), Denver, Colorado",39.71639,-104.96694
"71","83001307",NA,"Curtis-Champa Streets Historic District (Boundary Increase)","Colorado","Denver","Denver","Roughly 30th, Stout, Downing and Arapahoe Sts.","Listed","Single",FALSE,87,"Architecture","District","https://catalog.archives.gov/id/84129055",FALSE,FALSE,FALSE,TRUE,FALSE,1983-09-22,NA,"See Also:Curtis-Champa Streets District",NA,"83001307","Curtis-Champa Streets (Boundary Increase)","Curtis-Champa Streets Historic District (Boundary Increase), Denver, Colorado",39.75778,-104.97944
"72","79000584",NA,"Enterprise Hill Historic District","Colorado","Denver","Denver","Bounded by 21st and 22nd Aves., Tremont and Glenarm Pls.","Listed","Single",FALSE,4,"Commerce; Architecture","District","https://catalog.archives.gov/id/84129247",FALSE,FALSE,FALSE,TRUE,FALSE,1979-08-09,NA,"Clements Historic District",NA,"79000584","Enterprise Hill","Enterprise Hill Historic District, Denver, Colorado",39.74972,-104.98222
"73","85000082",NA,"Highland Park Historic District","Colorado","Denver","Denver","Bounded by Zuni St., Dunkeld Pl., Clay St., and 32nd Ave.","Listed","Single",FALSE,23.8,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84129407",FALSE,FALSE,FALSE,TRUE,FALSE,1985-01-18,NA,"Scottish Village",NA,"85000082","Highland Park","Highland Park Historic District, Denver, Colorado",39.76083,-105.01806
"74","78000848",NA,"Humboldt Street Historic District","Colorado","Denver","Denver","Humboldt St. between E. 10th and E. 12th Sts.","Listed","Single",FALSE,5,"Industry; Landscape Architecture; Commerce; Politics/Government; Architecture","District","https://catalog.archives.gov/id/84129255",FALSE,FALSE,FALSE,TRUE,FALSE,1978-12-29,NA,NA,NA,"78000848","Humboldt Street","Humboldt Street Historic District, Denver, Colorado",39.73389,-104.96944
"75","94000143",NA,"Larimer Square Historic District (Boundary Increase)","Colorado","Denver","Denver","1404 Larimer St.","Listed","Single",FALSE,0.9,"Architecture; Commerce","Building","https://catalog.archives.gov/id/84129223",FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-07,NA,"5DV104",NA,"94000143","Larimer Square (Boundary Increase)","Larimer Square Historic District (Boundary Increase), Denver, Colorado",39.74778,-104.99944
"76","86000097",NA,"Potter Highlands Historic District","Colorado","Denver","Denver","Roughy bounded by W. Thirty-eighth, Zuni, and W. Thirty-second Sts., and Federal Blvd.","Listed","Single",FALSE,276,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84129410",FALSE,FALSE,FALSE,TRUE,FALSE,1986-01-22,NA,"See Also:Saint Elizabeth's Retreat Chapel",NA,"86000097","Potter Highlands","Potter Highlands Historic District, Denver, Colorado",39.76556,-105.02056
"77","86001353",NA,"San Rafael Historic District","Colorado","Denver","Denver","Roughly bounded by E. Twenty-sixth Ave., Downing St., E. Twentieth Ave., and Washington St.","Listed","Single",FALSE,77,"Architecture","District","https://catalog.archives.gov/id/84129159",FALSE,FALSE,FALSE,TRUE,FALSE,1986-06-20,NA,NA,NA,"86001353","San Rafael","San Rafael Historic District, Denver, Colorado",39.75194,-104.97583
"78","04001178",NA,"Sherman Street Historic District","Colorado","Denver","Denver","Approx. 1000 to 1099 Sherman St.","Listed","Single",FALSE,4,"Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/84129309",FALSE,FALSE,FALSE,TRUE,FALSE,2004-10-27,NA,"Iliff Estate; Poets' Rows; 5DV.9154",NA,"04001178","Sherman Street","Sherman Street Historic District, Denver, Colorado",39.73278,-104.98472
"79","85002932",NA,"South Side-Baker Historic District","Colorado","Denver","Denver","Roughly bounded by W. Fifth Ave., Broadway, W. Alameda Ave., and W. Fox St.","Listed","Single",FALSE,150,"Architecture","District","https://catalog.archives.gov/id/84129183",FALSE,FALSE,FALSE,TRUE,FALSE,1985-10-03,NA,"Broadway Terrace",NA,"85002932","South Side-Baker","South Side-Baker Historic District, Denver, Colorado",39.71833,-104.97583
"80","84000824",NA,"Stonemen's Row Historic District","Colorado","Denver","Denver","South side 28th Ave. between Umatilla and Vallejo Sts.","Listed","Single",FALSE,0.7,"Architecture","District","https://catalog.archives.gov/id/84129169",FALSE,FALSE,FALSE,TRUE,FALSE,1984-01-05,NA,NA,NA,"84000824","Stonemen's Row","Stonemen's Row Historic District, Denver, Colorado",39.75722,-105.0125
"81","87002295",NA,"Swallow Hill Historic District","Colorado","Denver","Denver","Roughly Bounded by Clarkson St., E. Seventeenth Ave., Downing St., E Colfax Ave.","Listed","Single",FALSE,22,"Architecture","District","https://catalog.archives.gov/id/84129181",FALSE,FALSE,TRUE,FALSE,FALSE,1988-01-07,NA,"See Also:Bailey House;Bouvier--Lothrop House;Flower--Vaile H",NA,"87002295","Swallow Hill","Swallow Hill Historic District, Denver, Colorado",39.74167,-104.97556
"82","87001555",NA,"Boulder Crescent Place Historic District","Colorado","El Paso","Colorado Springs","9 and 11 W. Boulder St. and 312, 318, and 320 N. Cascade","Listed","Single",FALSE,0.9,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84130200",FALSE,FALSE,FALSE,TRUE,FALSE,1987-09-10,NA,NA,NA,"87001555","Boulder Crescent Place","Boulder Crescent Place Historic District, El Paso, Colorado",38.838423733707,-104.826002289626
"83","83003516",NA,"Manitou Springs Historic District","Colorado","El Paso","Manitou Springs","Roughly bounded by El Paso Blvd., Ruxton Ave., US 24, and Iron Mt. Ave.","Listed","Multiple",FALSE,334.2,"Industry; Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/84126340",FALSE,FALSE,TRUE,FALSE,FALSE,1983-10-07,NA,"See Also:Vehicular Bridges in Colorado TR;Manitou Springs Po",NA,"83003516","Manitou Springs","Manitou Springs Historic District, El Paso, Colorado",38.8568,-104.8872
"84","82001017",NA,"North End Historic District","Colorado","El Paso","Colorado Springs","Roughly bounded by Monument Valley Wood, Nevada Ave., Madison and Unitah Sts.","Listed","Single",FALSE,223,"Industry; Architecture","District","https://catalog.archives.gov/id/84130213",FALSE,FALSE,FALSE,TRUE,FALSE,1982-12-17,NA,"The North End;North End Historic Residential District",NA,"82001017","North End","North End Historic District, El Paso, Colorado",38.83388,-104.82136
"85","15000585",NA,"Old North End Historic District (Boundary Increase)","Colorado","El Paso","Colorado Springs","Bounded by Monument Valley Park, alley between Nevada Ave. & Weber St., Lilac, & Uintah Sts.","Listed","Single",FALSE,174.5,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-09-14,NA,"North End Historic District; 5EP.333",NA,"15000585","Old North End (Boundary Increase)","Old North End Historic District (Boundary Increase), El Paso, Colorado",38.8595427,-104.8245058
"86","83003517",NA,"Canon City Downtown Historic District","Colorado","Fremont","Canon City","Roughly Main St. from 3rd to 9th Sts. and Macon Ave.","Listed","Single",FALSE,28,"Commerce; Architecture","District","https://catalog.archives.gov/id/84130478",FALSE,FALSE,FALSE,TRUE,FALSE,1983-10-20,NA,"Canon City Downtown",NA,"83003517","Canon City Downtown","Canon City Downtown Historic District, Fremont, Colorado",38.442184,-105.23489
"87","86000201",NA,"Canon City Downtown Historic District (Boundary Increase)","Colorado","Fremont","Canon City","602 Macon Ave.","Listed","Single",FALSE,0.3,"Commerce; Architecture","Building","https://catalog.archives.gov/id/84130484",FALSE,FALSE,FALSE,TRUE,FALSE,1986-02-06,NA,"See Also:Canon City Downtown Historic District",NA,"86000201","Canon City Downtown (Boundary Increase)","Canon City Downtown Historic District (Boundary Increase), Fremont, Colorado",38.442184,-105.23489
"88","100001309","SG","Downtown Florence Historic District","Colorado","Fremont","Florence","Roughly bounded by Main St., Santa Fe & Petroleum Aves. between W. 2nd & Railroad Sts.","Listed","Single",FALSE,18.6,"Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-07-14,NA,"5FN.523",NA,"100001309","Downtown Florence","Downtown Florence Historic District, Fremont, Colorado",38.74666,-105.17831
"89","66000246",NA,"Central City-Black Hawk Historic District","Colorado","Gilpin","Central City","On SR 119","Listed","Single",FALSE,2320,"Commerce; Industry","District","https://catalog.archives.gov/id/84127911",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,"66000246","Central City-Black Hawk","Central City-Black Hawk Historic District, Gilpin, Colorado",39.80101,-105.51306
"90","77000112","MP","Holzwarth Historic District","Colorado","Grand","Grand Lake","N of Grand Lake on Trail Ridge Rd.","Listed","Multiple",FALSE,72,"Agriculture; Entertainment/Recreation; Exploration/Settlement","District","https://catalog.archives.gov/id/84126576",FALSE,FALSE,FALSE,TRUE,FALSE,1977-12-02,NA,NA,"Rocky Mountain","77000112","Holzwarth","Holzwarth Historic District, Grand, Colorado",40.37245,-105.86148
"91","80004632",NA,"Alpine Tunnel Historic District","Colorado","Gunnison","Pitkin","Along the Denver, South Park and Pacific RR tracks from Quartz to Hancock","Listed","Single",FALSE,475,"Engineering; Transportation; Historic - Non-Aboriginal","District","https://catalog.archives.gov/id/84126654",FALSE,TRUE,FALSE,FALSE,FALSE,1996-04-01,NA,"5CF838/5GN2599",NA,"80004632","Alpine Tunnel","Alpine Tunnel Historic District, Gunnison, Colorado",38.620014451368,-106.391945460806
"92","78000859",NA,"Lake City Historic District","Colorado","Hinsdale","Lake City","Roughly bounded by Bluff, Eighth, Lake, and First Streets","Listed","Multiple",FALSE,118.9,"Commerce; Law; Architecture; Entertainment/Recreation","District","https://catalog.archives.gov/id/84126663",FALSE,TRUE,FALSE,TRUE,FALSE,1978-12-01,NA,"5HN.68",NA,"78000859","Lake City","Lake City Historic District, Hinsdale, Colorado",38.029836,-107.315392
"93","92001865",NA,"Camp George West Historic District","Colorado","Jefferson","Golden","15000 S. Golden Rd.","Listed","Multiple",FALSE,98,"Military; Architecture; Social History","District","https://catalog.archives.gov/id/84126711",FALSE,FALSE,TRUE,FALSE,FALSE,1993-02-11,NA,"State Rifle Range;5JF145",NA,"92001865","Camp George West","Camp George West Historic District, Jefferson, Colorado",39.377006,-105.800352
"94","76000561",NA,"Morrison Historic District","Colorado","Jefferson","Morrison","CO 8","Listed","Single",FALSE,40.8,"Industry; Commerce; Transportation; Exploration/Settlement; Religion","District","https://catalog.archives.gov/id/84131036",FALSE,FALSE,FALSE,TRUE,FALSE,1976-09-28,NA,"Town of Mt. Morrison",NA,"76000561","Morrison","Morrison Historic District, Jefferson, Colorado",39.666784020003,-105.147108819054
"95","74000586",NA,"North Fork Historic District","Colorado","Jefferson","Pine And South Platte","Both sides of South Platte River from Pine to South Platte, in Red Pike National Forest","Listed","Single",FALSE,0,"Economics; Transportation; Entertainment/Recreation","District","https://catalog.archives.gov/id/84130799",FALSE,FALSE,FALSE,TRUE,FALSE,1974-10-09,NA,"See Also:74000582;73000477;74000580",NA,"74000586","North Fork","North Fork Historic District, Jefferson, Colorado",39.377006,-105.800352
"96","08000861",NA,"North Fork Historic District (Boundary Increase)","Colorado","Jefferson","Pine And South Platte","Longview, Foxton, Argyle and Pine Grove Expansions","Listed","Single",FALSE,25.3,"Agriculture; Transportation; Entertainment/Recreation; Industry","District","https://catalog.archives.gov/id/84130805",FALSE,FALSE,FALSE,TRUE,FALSE,2008-10-08,NA,"FJF.4449",NA,"08000861","North Fork (Boundary Increase)","North Fork Historic District (Boundary Increase), Jefferson, Colorado",39.377006,-105.800352
"97","99001183",NA,"Reno Park Addition Historic District","Colorado","Jefferson","Arvada","Roughly bounded by Allison St., Ralston Rd., Yukon St., and Reno Dr.","Listed","Single",FALSE,21,"Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/84131040",FALSE,FALSE,FALSE,TRUE,FALSE,1999-09-29,NA,"5FJ1942",NA,"99001183","Reno Park Addition","Reno Park Addition Historic District, Jefferson, Colorado",39.797857412185,-105.083774423113
"98","99001182",NA,"Stocke-Walter Addition Historic District","Colorado","Jefferson","Arvada","Roughly along Saulsbury St., Ralston Rd., Grandview Ave., and Reed St.","Listed","Single",FALSE,25,"Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/84131042",FALSE,FALSE,FALSE,TRUE,FALSE,1999-09-24,NA,"5JF1943",NA,"99001182","Stocke-Walter Addition","Stocke-Walter Addition Historic District, Jefferson, Colorado",39.801791,-105.07241
"99","80000907",NA,"Main Avenue Historic District","Colorado","La Plata","Durango","Main Ave.","Listed","Single",FALSE,34,"Commerce; Transportation; Architecture","District","https://catalog.archives.gov/id/84131130",FALSE,FALSE,FALSE,TRUE,FALSE,1980-08-07,NA,"See Also:79000613",NA,"80000907","Main Avenue","Main Avenue Historic District, La Plata, Colorado",37.309077839543,-107.86179628025
"100","72000273",NA,"Ute Mountain Ute Mancos Canyon Historic District","Colorado","La Plata","Durango","Address Restricted","Listed","Single",TRUE,208000,"Prehistoric","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,1972-05-02,NA,NA,NA,"72000273","Ute Mountain Ute Mancos Canyon","Ute Mountain Ute Mancos Canyon Historic District, La Plata, Colorado",37.4004914,-108.0628511
