Name,Street Address,City,State,PostalCode,Latitude,Longitude
Champaign Aviation Museum,1652 N Main St,Urbana,OH,43078,40.12912,-83.74871
Maine Maritime Museum,243 Washington St,Bath,ME,04530,43.89397,-69.81697
Old Deery Inn & Museum,Highway 126,Blountville,TN,37617,36.5329,-82.3272
Computer History Museum,21 E 40th St,New York,NY,10016,40.751717,-73.98028
Noah Purifoy Desert Art Museum,63030 Blair Ln,Joshua Tree,CA,92252,34.19535,-116.28803
Toaster Museum,1003 Carlton Ave Ste B,Charlottesville,VA,22902,38.02446,-78.47391
American Military Museum,360 Concord St,Charleston,SC,29401,32.79084,-79.92686
Clarke Historical Museum,240 E St,Eureka,CA,95501,40.803635,-124.1677
Reno County Museum,100 S Walnut St,Hutchinson,KS,67501,38.05063,-97.93002
Lasting Legacy Wildlife Museum,1729 E Weber Rd,Ritzville,WA,99169,47.11807,-118.360016
Varnado Store Museum,1041 Cleveland St,Franklinton,LA,70438,30.84378,-90.15365
Polk Museum of Art,800 E Palmetto St,Lakeland,FL,33801,28.036865,-81.94864
Blaine County Wildlife Museum,417 Indiana St,Chinook,MT,59523,48.591644,-109.231186
Mosa Museum of Special Arts,720 238th St SE,Bothell,WA,98021,47.78198,-122.22283
Hazleton Historical Society Museum,55 N Wyoming St,Hazleton,PA,18201,40.955257,-75.97316
Hancock Memorial Museum,University Ave At Childs Way,Los Angeles,CA,90089,34.0226,-118.2835
Backstreet Cultural Museum,1116 Henriette Delille St,New Orleans,LA,70116,29.964773,-90.06603
Makah Museum,PO Box 160,Neah Bay,WA,98357,48.3661,-124.607
Jax Auto Museum,9501 Arlington Expy Ste K8,Jacksonville,FL,32225,30.321806,-81.55257
Historical Museum-Anthony Inc,526 W Main St,Anthony,KS,67003,37.15203,-98.036545
Nebraska National Guard Museum,201 N 8th St,Seward,NE,68434,40.908775,-97.10162
Heritage Museum,34067 Us Highway 2 S,Libby,MT,59923,48.37228,-115.54396
The Museum of Bags,1450 Emerson Ave,Mc Lean,VA,22101,38.932896,-77.177345
Paris Gibson Square Museum of Art,1400 1st Ave N,Great Falls,MT,59401,47.50617,-111.28314
Ella Sharp Museum,3225 4th St,Jackson,MI,49203,42.21593,-84.41804
National Neon Sign Museum,200 E 3rd St,The Dalles,OR,97058,45.600975,-121.1835
Luther Area Museum,708 State St,Luther,MI,49656,44.04124,-85.682175
Potts Inn Museum,889 E Ash St,Pottsville,AR,72858,35.245567,-93.03425
Berks Military History Museum,198 E Wyomissing Ave,Mohnton,PA,19540,40.28753,-75.978836
The Ne Maple Museum,4578 Us Route 7,Pittsford,VT,05763,43.713863,-73.03698
Vernon Filley Art Museum,421 S Jackson St,Pratt,KS,67124,37.642612,-98.74102
Branchville RR Shrine & Museum,7504 Freedom Rd,Branchville,SC,29432,33.251637,-80.81596
Kirkland Museum,1311 N Pearl St,Denver,CO,80203,39.737156,-104.98005
Machinery Museum,Central Ave & 4th St,Northwood,IA,50459,43.4474,-93.261
National Balloon Museum,1601 N Jefferson Way,Indianola,IA,50125,41.37645,-93.55866
Old Dominion Railway Museum,102 Hull St,Richmond,VA,23224,37.526108,-77.43568
Michelson Museum of Art,216 N Bolivar St,Marshall,TX,75670,32.546825,-94.366165
Antique Acres Farm Museum Inc,2531 Snows Mill Rd,Bogart,GA,30622,33.843887,-83.55511
Bethel Historical Museum,312 1st St,Bethel,DE,19931,38.57051,-75.61821
"AACA Museum, Inc.",161 Museum Dr,Hershey,PA,17033,40.299,-76.69045
Amherst Historical Socity & Museum,67 Amity St,Amherst,MA,01002,42.37594,-72.52122
Stevens County Gas Museum,905 S Adams St,Hugoton,KS,67951,37.173035,-101.3416
Appalachian Heritage Museum,175 Mystery Hill Ln,Blowing Rock,NC,28605,36.163593,-81.6445
Humboldt Museum,175 Museum Way,Winnemucca,NV,89445,40.97738,-117.74405
Rankin Museum,131 Church St,Ellerbe,NC,28338,35.072487,-79.76309
Tenino Depot Museum,399 Park Ave W,Tenino,WA,98589,46.852486,-122.857086
Alice Austen House Museum,2 Hylan Blvd,Staten Island,NY,10305,40.615402,-74.06321
Poplar Bluff City Art Museum,421 N Main St,Poplar Bluff,MO,63901,36.76011,-90.39402
Museum Fine Arts LTD,6555 Goodman Dr,Mission,KS,66202,39.01097,-94.680435
Bannock County Historical Museum,3000 Alvord Loop,Pocatello,ID,83204,42.847355,-112.423004
Berlin Historical Society Museum,305 Main St,Berlin,CT,06037,41.63337,-72.76955
Museum & History Center,612 Royal Gorge Blvd,Canon City,CO,81212,38.44031,-105.23849
University Museum,18 E Main St Rm 114,Newark,DE,19716,39.683216,-75.75264
Legacy Flight Museum,400 Airport Rd,Rexburg,ID,83440,43.83428,-111.80772
Mcallister Museum of Aviation,2008 S 16th Ave,Yakima,WA,98903,46.56876,-120.53053
Regional Airport Museum,410 Airport Rd,Manteo,NC,27954,35.917618,-75.70199
Dakotaland Museum,3rd St Sw,Huron,SD,57350,44.363285,-98.214966
Rose Hill Museum,27715 Lake Rd,Bay Village,OH,44140,41.48874,-81.92559
MS Museum Of Art,429 S West St,Jackson,MS,39201,32.29604,-90.185
De Smet Depot Museum,104 Calumet Ave SE,De Smet,SD,57231,44.38714,-97.5487
House of David Baseball Museum,1380 E Napier Ave,Benton Harbor,MI,49022,42.088676,-86.42538
Pierce Historical Society Museum,Gilman Park & N Mill St,Pierce,NE,68767,42.1999,-97.5199
Webel Museum,451 E Wilson St,Ridgeland,SC,29936,32.481503,-80.978294
Museum of Coral Spring History,10000 NW 29th St,Coral Springs,FL,33065,26.266933,-80.26027
Joslyn Art Museum,2200 Dodge St,Omaha,NE,68102,41.259903,-95.94609
Banning Residence Museum,401 E M St,Wilmington,CA,90744,33.78922,-118.258446
Native American Museum,17 Harding Ave,Terre Haute,IN,47807,39.46523,-87.41553
National Farm Toy Museum,1110 16th Avenue Ct SE,Dyersville,IA,52040,42.470726,-91.111336
Women's Civil War Museum,310 E Broadway St,Bardstown,KY,40004,37.811035,-85.46277
Monessen Heritage Museum,505 Donner Ave,Monessen,PA,15062,40.161987,-79.88622
Kaplan Museum,405 N Cushing Ave,Kaplan,LA,70548,30.000917,-92.28415
The Grovian Doll Museum,213 Forest Ave,Pacific Grove,CA,93950,36.620895,-121.917725
Laura Ingalls Wilder Museum,330 8th St,Walnut Grove,MN,56180,44.22456,-95.472404
Pacific Southwest Railway Museum,49575 Gate Rd,San Diego,CA,92152,32.704037,-117.23779
Savanna Museum,406 Main St,Savanna,IL,61074,42.094532,-90.15654
Museum of Minerals & Crystals,4228 State Road 23,Dodgeville,WI,53533,43.019524,-90.142204
Ray Opera House Museum,119 Main St,Ray,ND,58849,48.343613,-103.165825
Deland House Museum,137 W Michigan Ave,Deland,FL,32720,29.033607,-81.304344
Heritage Hall Museum,200 South St E,Talladega,AL,35160,33.433254,-86.099724
Witte Museum,3801 Broadway St,San Antonio,TX,78209,29.46124,-98.46687
Lore of Lakes Maritime Museum,783 Gratiot St,Copper Harbor,MI,49918,47.469315,-87.89504
Fort Lupton Museum,Us 85 And 14th Street,Fort Lupton,CO,80621,40.0942,-104.8041
Peralta House Museum,2465 34th Ave,Oakland,CA,94601,37.786926,-122.2175
Golden Ball Tavern Museum,662 Boston Post Rd,Weston,MA,02493,42.365875,-71.30947
Western Pennsylvania Sports Museum,1212 Smallman St,Pittsburgh,PA,15222,40.446396,-79.99275
Museum Archive & Research Center,607 4th St,Sioux City,IA,51101,42.49433,-96.40237
Museum of Buford,2200 Buford Hwy Suite 108,Buford,GA,30518,34.11308,-83.99651
Route 66 Auto Museum,2436 Historic Route 66,Santa Rosa,NM,88435,34.94649,-104.65614
Berlin Historical Society Museum,305 Main St,Newington,CT,06111,41.711887,-72.726204
Indian Center Museum,650 N Seneca St,Wichita,KS,67203,37.691772,-97.35296
Surfing Museum Lighthouse Point,809 Center St,Santa Cruz,CA,95060,36.97427,-122.02903
Coos Historical Museum,1210 N Bayshore Dr,Coos Bay,OR,97420,43.37588,-124.21344
Carroll County Museum,123 E 6th St,Carroll,IA,51401,42.065662,-94.86672
Salter Museum,220 W Garfield St,Argonia,KS,67004,37.264843,-97.767235
Maramec Museum,21880 Maramec Spring Dr,Saint James,MO,65559,37.95509,-91.53024
Medina Toy & Train Museum,7 Public Sq,Medina,OH,44256,41.137913,-81.863754
Carlstadt Historical Society Museum,503 6th St,Carlstadt,NJ,07072,40.838013,-74.08899
Central Montana Historical Museum,408 NE Main St,Lewistown,MT,59457,47.070724,-109.41424
Jurica-Suchy Nature Museum,5700 College Rd,Lisle,IL,60532,41.780537,-88.09328
"Trego Co Museum, Fairgrounds",120 S Main St,Wakeeney,KS,67672,39.022556,-99.88375
West Valley Art Museum,8401 W Monroe St,Peoria,AZ,85345,33.577194,-112.23987
Virginia Discovery Museum,524 E Main St,Charlottesville,VA,22902,38.029568,-78.478065
Sherman County Historical Museum,100 E 8th St,The Dalles,OR,97058,45.598404,-121.187805
Somerville Museum,1 Westwood Rd,Somerville,MA,02143,42.38695,-71.10468
Henninger Flats Museum,2260 Pinecrest Dr,Altadena,CA,91001,34.191525,-118.105705
Ward-Thomas Museum,503 Brown St,Niles,OH,44446,41.17478,-80.76498
Baldwin Reynolds House Museum,639 Terrace St,Meadville,PA,16335,41.645145,-80.152954
National Museum Of Pat,1927 Piedmont Cir NE,Atlanta,GA,30324,33.809807,-84.36735
Northern Pacific Railway Museum,10 Asotin Ave,Toppenish,WA,98948,46.3757,-120.30627
Amuseum Columbia Children's Museum,123 W 7th St,Columbia,TN,38401,35.61478,-87.03461
Salem Museum,32 Derby Sq,Salem,MA,01970,42.520645,-70.89488
Amite City Museum,101 SE Central Ave,Amite,LA,70422,30.726513,-90.50816
Women At Work Museum Inc,35 County St,Attleboro,MA,02703,41.943657,-71.28556
Police Heritage Museum,54 W Market St,York,PA,17401,39.961884,-76.729126
Motorsports Museum and Hall of Fame,43700 Expo Center Dr,Novi,MI,48375,42.48614,-83.479034
Museum of Mountain Flying,713 S 3rd St W,Missoula,MT,59801,46.86686,-114.00692
Fort Walla Walla Museum,755 NE Myra Rd,Walla Walla,WA,99362,46.064896,-118.370766
Smoky Hill Museum Store,300 W Ash St,Salina,KS,67401,38.843014,-97.61102
Hurn Museum-Contemporary Folk,10 W Taylor St,Savannah,GA,31401,32.071922,-81.095146
Leechburg Area Museum,118 1st Ave,Leechburg,PA,15656,40.62666,-79.60321
World Awareness Childrens Museum,89 Warren St,Glens Falls,NY,12801,43.30994,-73.63986
San Juan Historical Museum,PO Box 441,Friday Harbor,WA,98250,48.5342,-123.0196
Cappon House Museum,228 W 9th St,Holland,MI,49423,42.789127,-86.11741
Scott City Historical Museum,1514 Main St,Scott City,MO,63780,37.216408,-89.52611
The Jewish Museum,49 W 44th St,New York,NY,10036,40.755646,-73.98166
Dequy Railroad Museum,400 Lake Charles Ave,Dequincy,LA,70633,30.451485,-93.4342
Minnesota Street Car Museum,4291 Queen Ave S,Minneapolis,MN,55410,44.925976,-93.31009
Roop's Fort/William H Pratt Museum,N Weatherlow St,Susanville,CA,96127,40.417854,-120.657936
Museum Gallery,1 W Chicago St,Coldwater,MI,49036,41.94052,-85.00094
Griot Museum of Black History,2505 Saint Louis Ave,Saint Louis,MO,63106,38.65296,-90.21033
Whale Sea Life & Sharks Museum,234 SE Highway 101,Depoe Bay,OR,97341,44.815094,-124.06222
S C State Museum,301 Gervais St,Columbia,SC,29201,33.99722,-81.04724
Sugar Hill Historical Museum,1400 Route 117,Sugar Hill,NH,03586,44.214634,-71.79944
Museum of Science,67 Wallace St,Somerville,MA,02144,42.399075,-71.12241
Kelly Art Deco Light Museum,2000 W Sims Way,Port Townsend,WA,98368,48.103455,-122.79938
Spanish Military Hospital Museum,3 Aviles St,Saint Augustine,FL,32084,29.89202,-81.31155
Siloam Springs Museum,112 N Maxwell St,Siloam Springs,AR,72761,36.185307,-94.53994
Call of the Wild Museum,850 S Wisconsin Ave,Gaylord,MI,49735,45.018776,-84.68266
Floyd County Museum,201 E Spring St,New Albany,IN,47150,38.286552,-85.8219
Crane's Museum & Shops,10665 Old Us Highway 40,Williamsburg,MO,63388,38.917767,-91.70094
Billingsley House Museum,6900 Green Landing Rd,Upper Marlboro,MD,20772,38.800556,-76.71821
Lacis Museum of Lace and Textiles,3163 Adeline St,Berkeley,CA,94703,37.851215,-122.2702
Gresham History Museum,410 N Main Ave,Gresham,OR,97030,45.500576,-122.43079
Frank H Woods Telephone Museum,2047 M St,Lincoln,NE,68510,40.811844,-96.6905
Grant County Historical Museum,115 2nd State Nebraska Hwy,Elbow Lake,MN,56531,45.9939,-95.9739
Grace Museum of America,42088 N Fleming Springs Rd,Cave Creek,AZ,85331,33.86721,-111.92993
Gregg House Museum,115 N Linden Ave,Westmont,IL,60559,41.798363,-87.973854
Connecticut Trolley Museum,58 North Rd,East Windsor,CT,06088,41.932156,-72.59605
South Dakota Tractor Museum,501 S West St,Kimball,SD,57355,43.743645,-98.961105
Jackson Hole Museum,225 N Cache St,Jackson,WY,83001,43.482246,-110.76255
Wyatt Museum,2502 Lynnville Hwy,Cornersville,TN,37047,35.37252,-86.88541
Crockett Tavern Museum,2106 Morningside Dr,Morristown,TN,37814,36.221928,-83.26715
Mizel Museum,400 S Kearney St,Denver,CO,80224,39.709187,-104.91742
Vincent Price Art Museum,1301 Avenida Cesar Chavez,Monterey Park,CA,91754,34.039265,-118.14823
Fireman's Hall Museum,147 N 2nd St,Philadelphia,PA,19106,39.953354,-75.14282
Museum Club Tower Development,1598 NE 1st Ave,Miami,FL,33132,25.790442,-80.192474
Louisiana Orphan Train Museum,223 S Academy St,Opelousas,LA,70570,30.531809,-92.07492
Pacific Island Ethnic Art Museum,695 Alamitos Ave,Long Beach,CA,90802,33.77505,-118.18046
Alamance County Historical Museum,4777 S Nc Highway 62,Burlington,NC,27215,36.03256,-79.48723
Gloucester Museum School,646 Washington St,Gloucester,MA,01930,42.648,-70.673775
Valley Relics Museum,21630 Marilla St,Chatsworth,CA,91311,34.247456,-118.60131
Blues Hall of Fame Museum,421 S Main St,Memphis,TN,38103,35.13517,-90.058685
Stop Drop & Play Childrens Museum,9982 Main St,Damascus,MD,20872,39.288326,-77.20423
Saints Hall of Fame Museum,415 Williams Blvd,Kenner,LA,70062,29.974777,-90.246414
Museum at Central School,124 2nd Ave E,Kalispell,MT,59901,48.197765,-114.31045
Ellis Railroad Museum,911 Washington St,Ellis,KS,67637,38.93817,-99.56008
Cheyenne Depot Museum,121 W 15th St Ste 300,Cheyenne,WY,82001,41.13166,-104.81478
Alameda Naval Air Museum,2151 Ferry Pt,Alameda,CA,94501,37.78132,-122.29806
Boykin's Tavern Museum,17146 Monument Cir,Isle Of Wight,VA,23397,36.8547,-76.721
Adel Historical Museum,1129 Main St,Adel,IA,50003,41.617146,-94.02159
General Longstreet Museum,5915 E Andrew Johnson Hwy,Russellville,TN,37860,36.257233,-83.195625
Wakefield House Museum,405 E 6th St,Blue Earth,MN,56013,43.638817,-94.09788
John C Flanagan House Museum,942 NE Glen Oak Ave,Peoria,IL,61603,40.704563,-89.58594
Touchstone; Wildlife & Art Museum,3386 Highway 80,Haughton,LA,71037,32.555466,-93.591965
Historic RailPark & Train Museum,401 Kentucky St,Bowling Green,KY,42101,36.99959,-86.43719
Siskiyou Arts Museum,5824 Dunsmuir Ave,Dunsmuir,CA,96025,41.2088,-122.27309
Nichols House Museum,55 Mount Vernon St,Boston,MA,02108,42.35847,-71.06598
Village Museum,405 Pinckney St,Mc Clellanville,SC,29458,33.081627,-79.45895
Aptucxet Trading Post Museum,24 Aptucxet Rd,Buzzards Bay,MA,02532,41.742954,-70.60079
Ethan Allen Homestead Museum,WINOOSKI Valley Park,Burlington,VT,05401,44.506653,-73.234566
Houdini Museum,745 N Lincoln Ave,Scranton,PA,18504,41.422836,-75.67768
Roads and Rails Museum,200 N East St,Frederick,MD,21701,39.41657,-77.40482
Dekalb Hosiery Museum,514 Gault Ave N,Fort Payne,AL,35967,34.44467,-85.71943
Shore Line Trolley Museum,17 River Rd,East Haven,CT,06512,41.320972,-72.83397
Harvard Art Museum,485 Broadway,Cambridge,MA,02138,42.3748,-71.114105
Czech Memorial Museum,114 S Kansas Ave,Jennings,KS,67643,39.680798,-100.29312
The Ralston General Store Museum,313 Mendham Rd W,Mendham,NJ,07945,40.771053,-74.62445
Marin History Museum,45 Leveroni Ct,Novato,CA,94949,38.07302,-122.53244
Stow West School Museum,Harvard Rd,Stow,MA,01775,42.43496,-71.52318
Bix Beiderbecke Museum and Archives,129 N Main St,Davenport,IA,52801,41.520653,-90.575424
Garden of the Rockies Museum,400 Round Butte Rd W,Ronan,MT,59864,47.529644,-114.10378
Scienceworks Hands-On Museum,1500 E Main St,Ashland,OR,97520,42.19477,-122.68784
Falmouth Heritage Museum,60 Woods Rd,Falmouth,ME,04105,43.73804,-70.24776
Museum of Science & Industry,5727 N 7th St,Phoenix,AZ,85014,33.520515,-112.064835
Montana Museum of Art,6 University Of Mt Missoula,Missoula,MT,59812,46.8603,-113.981
Faulkner County Museum,801 Locust Ave,Conway,AR,72034,35.088814,-92.44271
The Schoolhouse Museum,516 Main St,Smithfield,VA,23430,36.9783,-76.639114
Kearny Cottage Museum,63 Catalpa Ave,Perth Amboy,NJ,08861,40.501316,-74.27206
AeroKnow Museum,900 Capital Airport Dr,Springfield,IL,62707,39.84335,-89.666855
Old Town Museum,420 S 14th St,Burlington,CO,80807,39.296513,-102.267845
Mutter Museum,19 S 22nd St,Philadelphia,PA,19103,39.95328,-75.17665
Longyear Museum,50 Dunster Rd,Chestnut Hill,MA,02467,42.324875,-71.16239
National Public Housing Museum,625 N Kingsbury St,Chicago,IL,60654,41.8929,-87.64075
Shemer Art Center and Museum,5005 E Camelback Rd,Phoenix,AZ,85018,33.50565,-111.97207
Benson Museum of Local History,102 W Main St,Benson,NC,27504,35.381706,-78.5481
Way It Was Museum,113 S C St,Virginia City,NV,89440,39.30922,-119.64988
Lynchburg Museum,901 Court St,Lynchburg,VA,24504,37.413773,-79.1443
Burns Home Museum,2624 Biddle Ave,Wyandotte,MI,48192,42.207294,-83.14867
Indian Museum-North America,12151 Avenue Of The Chiefs,Crazy Horse,SD,57730,43.827583,-103.63252
Arthur J. Moore Methodist Museum,100 Arthur J Moore Dr,Saint Simons Island,GA,31522,31.173119,-81.405975
Slavery & Civil War Museum,1410 Water Ave,Selma,AL,36703,32.40781,-87.01591
Memphis Rock n Soul Museum,191 Beale St,Memphis,TN,38103,35.139378,-90.05168
Indian Creek Hist Soc/Museum,PO Box 411,Treynor,IA,51575,41.2328,-95.6132
The Museum Spa,58 Greenwood Ave,Wayne,NJ,07470,40.91376,-74.26677
Doll Toy Museum of New York City,157 Montague St,Brooklyn,NY,11201,40.694553,-73.99289
Library & Museum,119 Pine St,Lathrop,MO,64465,39.555973,-94.331955
El Paso Museum of Archaeology,4301 Woodrow Bean,El Paso,TX,79924,31.903353,-106.44981
Firefighters Historical Museum,428 Chestnut St,Erie,PA,16507,42.127884,-80.095
Boston Tea Party Ship & Museum,306 Congress St,Boston,MA,02210,42.35159,-71.050095
Railroaders Memorial Museum,1300 9th St,Altoona,PA,16601,40.51919,-78.39903
Jenkins Plantation Museum,8814 Ohio River Rd,Lesage,WV,25537,38.585804,-82.24684
Echoes Museum Store,9101 Prince William St,Manassas,VA,20110,38.749535,-77.471436
Southwest Museum Services,5610 San Francisco Rd NE,Albuquerque,NM,87109,35.166943,-106.5825
The Haggin Museum,1201 N Pershing Ave,Stockton,CA,95203,37.96099,-121.31244
Kern Valley Museum,49 Big Blue Rd,Kernville,CA,93238,35.755135,-118.426605
Kennedy Museum of Art,100 Ridges Cir,Athens,OH,45701,39.32068,-82.11049
Bemis Mill Village Museum,2 N Missouri St,Jackson,TN,38301,35.575512,-88.82093
Heartland Heritage Center Museum,114 N Broadway St,Checotah,OK,74426,35.47038,-95.52308
City of Newport News Museums,2803 Oak Ave,Newport News,VA,23607,36.990295,-76.40509
Soldotna Historical Society Museum,461 Centennial Park Rd,Soldotna,AK,99669,60.47719,-151.08734
Cason Cottage Museum,5 NE 1st St,Delray Beach,FL,33444,26.463587,-80.07299
Postmark Collectors Club Museum,5001 State Route 4,Bellevue,OH,44811,41.279636,-82.78832
WOW! Children's Museum,110 N Harrison Ave,Lafayette,CO,80026,39.998882,-105.08917
Jackson Hole Children's Museum,155 N Jean St,Jackson,WY,83001,43.481155,-110.7573
Perlman Teaching Museum,320 3rd St E,Northfield,MN,55057,44.45725,-93.15628
Brownsville Museum of Fine Art,660 E Ringgold St,Brownsville,TX,78520,25.911592,-97.493324
Lone Pine Film History Museum,701 Haiwee St,Lone Pine,CA,93545,36.596455,-118.05331
New England Ski Museum,135 Tramway Dr,Franconia,NH,03580,44.171745,-71.689735
North Carolina Railway Museum,3900 Bonsal Rd,New Hill,NC,27562,35.660454,-78.973206
Republic of W Florida Museum,3406 College St,Jackson,LA,70748,30.839956,-91.21334
College Park Aviation Museum,1985 Corporal Frank Scott Dr,College Park,MD,20740,38.978767,-76.92267
Museum Of Non-Fictional Conspiracy,7 Elbon Dr,Pipestone,MN,56164,43.988415,-96.32684
Rosa Parks Library and Museum,252 Montgomery St,Montgomery,AL,36104,32.376575,-86.31131
Rayne City Museum,1023 The Blvd,Rayne,LA,70578,30.245731,-92.269844
Museum of Flight Hixson,1824 E Crabtree Rd,Hixson,TN,37343,35.19126,-85.17303
El Paso Museum of Art,1 Arts Festival Plz,El Paso,TX,79901,31.758196,-106.490326
Saunders Museum,113 E Madison Ave,Berryville,AR,72616,36.364517,-93.56621
Museum Computer Network,4000 Michigan Rd,Indianapolis,IN,46208,39.825146,-86.18129
The Phoenician Ship Museum,2495 280th St,Montrose,IA,52639,40.55238,-91.43235
Peshtigo Fire Museum,400 Oconto Ave,Peshtigo,WI,54157,45.05587,-87.75389
Legacy Flight Museum,435 Johnson St,Rexburg,ID,83440,43.819366,-111.79985
James W Dillon House Museum,1302 W Main St,Dillon,SC,29536,34.433292,-79.382576
Aviation Museum of Ky,4316 Hangar Dr,Lexington,KY,40510,38.03163,-84.60005
Grand Encampment Museum,807 Barnett Ave,Encampment,WY,82325,41.203526,-106.78965
Kingman Railroad Museum,401 E Andy Devine Ave Ste C,Kingman,AZ,86401,35.188736,-114.05288
Dewitt County Museum,219 E Woodlawn St,Clinton,IL,61727,40.160007,-88.959145
Museum of Disability History,3826 Main St,Buffalo,NY,14226,42.96202,-78.80776
Norton Museum of Art,1451 S Olive Ave,West Palm Beach,FL,33401,26.70066,-80.0531
Yellowstone County Museum,1950 Terminal Cir,Billings,MT,59105,45.80235,-108.53935
Dixon County Museum & Historical,225 S Clark St,Allen,NE,68710,42.41581,-96.84555
Avenal Historical Museum,600 E Fresno St,Avenal,CA,93204,36.00336,-120.12949
Steffen Thomas Museum & Archives,4200 Bethany Rd,Buckhead,GA,30625,33.527447,-83.3987
Museum of Science,3280 S Miami Ave,Miami,FL,33129,25.746784,-80.211235
British Transportation Museum,2304 Wrenside Ln,Dayton,OH,45440,39.659466,-84.12063
Booth Western Art Museum,501 N Museum Dr,Cartersville,GA,30120,34.16771,-84.796196
USA F Airman Heritage Museum,2051 George Ave,Lackland Afb,TX,78236,29.385916,-98.62227
Victorian Bridal Museum,146 N Harvard St,Hemet,CA,92543,33.748688,-116.97043
Berry-Glenn Historical Museum,302 S Highway 51,Puxico,MO,63960,36.94829,-90.16057
Shook Museum,10404 Granite St,Charlotte,NC,28273,35.125862,-80.923546
Denison Museum,40 W Broadway,Granville,OH,43023,40.06819,-82.5203
Mission Houses Museum,553 S King St,Honolulu,HI,96813,21.304321,-157.85709
Old Firehouse and Police Museum,402 23rd Ave E,Superior,WI,54880,46.704185,-92.04813
Lincoln League Museum Store,15365 Lincoln League Ln,Petersburg,IL,62675,39.978176,-89.84101
Lyons Redstone Museum,340 High St,Lyons,CO,80540,40.225452,-105.269165
Swigart Auto Museum,12031 William Penn Hwy,Huntingdon,PA,16652,40.44412,-77.94707
Markethouse Museum,205 S Burke St,Goliad,TX,77963,28.66687,-97.38593
Morattico Waterfront Museum,6584 Morattico Rd,Morattico,VA,22523,37.7891,-76.6294
Southern Tenant Farmers Museum,117 N Main St,Tyronza,AR,72386,35.492428,-90.358635
Metropolitan Museum of Art,5 Ave & 82,New York,NY,10001,40.7509,-73.9974
Pennsylvania Historical Museum,55 E Broad St,Bethlehem,PA,18018,40.622433,-75.37676
Rensselaer Russell House Museum,503 South St,Waterloo,IA,50701,42.4927,-92.34429
Appanoose Historical Museum,100 W Maple St,Centerville,IA,52544,40.732365,-92.87462
Stanton County Museum,104 E Beatty Ave,Johnson,KS,67855,37.5776,-101.7506
Utah Museum of Fine Arts,410 S Campus Center Dr,Salt Lake City,UT,84112,40.76074,-111.84333
Tom Mix Museum,721 N Delaware St,Dewey,OK,74029,36.798805,-95.93837
Mammoth Cave Wildlife Museum,409 E Happy Valley St,Cave City,KY,42127,37.127274,-85.9619
Museum of Contemporary Native Arts,83 A Van Nu Po,Santa Fe,NM,87508,35.585407,-106.01116
Saginaw Valley Naval Ship Museum,1680 Martin St,Bay City,MI,48706,43.614784,-83.87207
Museum of Indian Culture,2825 Fish Hatchery Rd,Allentown,PA,18103,40.5642,-75.5091
Kinnear Museum of Local History,52 Main St,Queensbury,NY,12804,43.300457,-73.66788
National Museum of-US Army,2425 Wilson Blvd,Arlington,VA,22201,38.89074,-77.08815
Somers Point Historical Museum,745 Shore Rd,Somers Point,NJ,08244,39.313396,-74.59612
Childrens Museum In Oak Lawn,5100 Museum Dr,Oak Lawn,IL,60453,41.719463,-87.74801
Talmage Museum and Library,2978 Main St,Talmage,KS,67482,39.02683,-97.25975
Crisp Ellert Art Museum,74 King St,Saint Augustine,FL,32084,29.892147,-81.31486
Delta Flight Museum,1060 Delta Blvd,Atlanta,GA,30354,33.655407,-84.42304
Marine Corps Museum Shop,18723 Fuller Heights Rd,Triangle,VA,22172,38.545624,-77.33431
Wisner Heritage Museum,920 Avenue E,Wisner,NE,68791,41.987057,-96.913605
Longwood Museum & Cultural Center,11084 Blanchard Furrh Rd,Mooringsport,LA,71060,32.55969,-94.04094
Dickinson County Museum,1708 Keokuk Ave,Spirit Lake,IA,51360,43.423275,-95.10603
Kearny County Museum,111 S Buffalo St,Lakin,KS,67860,37.93906,-101.257095
Brewer Historical Clewley Museum,199 Wilson St,Brewer,ME,04412,44.79236,-68.76255
Heritage Museum Coteau Des Prairies,45356 119th St,Sisseton,SD,57262,45.6602,-97.00898
Main Street Museum,23836 W Main St,Plainfield,IL,60544,41.613792,-88.20047
Ten Sleep Museum,436 2nd St,Ten Sleep,WY,82442,44.033916,-107.44578
Biltmore Industries Homespun Museum,111 Grovewood Rd,Asheville,NC,28804,35.6207,-82.54441
St Augustine Lighthouse & Museum,1704 Lakeside Ave Ste 6,Saint Augustine,FL,32084,29.869831,-81.330414
Talbot Library & Museum,500 S Colcord Ave,Colcord,OK,74338,36.260212,-94.69305
Louisiana State Oil & Gas Museum,200 S Land Ave,Oil City,LA,71061,32.741295,-93.97097
National Museum of Marine Corps,18900 Jefferson Davis Hwy,Triangle,VA,22172,38.542114,-77.33917
Indiana State Museum,650 W Washington St,Indianapolis,IN,46204,39.767464,-86.168205
Fort Wallace Museum,2655 Us Highway 40,Wallace,KS,67761,38.909904,-101.5817
Pony Express Museum,106 S 8th St,Marysville,KS,66508,39.841568,-96.64792
Harbor Arts Museum,93 High St,Portsmouth,NH,03801,43.07826,-70.75888
Freedom House Museum,1315 Duke St,Alexandria,VA,22314,38.803814,-77.05426
National Automobile Museum,10 S Lake St,Reno,NV,89501,39.52542,-119.80944
Michigan Flywheelers Museum,06285 68th St,South Haven,MI,49090,42.392696,-86.2069
