Name,Street Address,City,State,PostalCode,Latitude,Longitude
Thomas Edison Depot Museum,510 Thomas Edison Pkwy,Port Huron,MI,48060,42.992485,-82.42814
Freeman Store & Museum,131 Church St NE,Vienna,VA,22180,38.90349,-77.26501
Tearificteapot Museum,2732 Cleveland St,Elloree,SC,29047,33.53009,-80.573586
Geneva History Museum,543 S Main St,Geneva,NY,14456,42.86222,-76.983185
Keepers Quarters Museum,131 Charles St,Harkers Island,NC,28531,34.68624,-76.52636
Museum of Illusions Chicago,25 E Washington St,Chicago,IL,60602,41.88306,-87.6273
California African American Museum,600 State Dr,Los Angeles,CA,90037,34.016373,-118.28437
New Bedford Fire Museum,51 Bedford St,New Bedford,MA,02740,41.628197,-70.9269
Boles-Lord House Museum,5853 S Park Ave,Hamburg,NY,14075,42.73717,-78.825485
Stone Harbor Museum,235 93rd St,Stone Harbor,NJ,08247,39.055664,-74.7578
Menagha Area Museum,320 Helsinki Blvd SE,Menahga,MN,56464,46.749622,-95.09484
Old Fort Railroad Museum,25 W Main St,Old Fort,NC,28762,35.62885,-82.183655
Riverton Museum,700 E Park Ave,Riverton,WY,82501,43.026928,-108.38187
Greater Hanover Area Fire Museum,134 E Hanover St,Hanover,PA,17331,39.798824,-76.97667
Decatur Museum,400 W 8th St,Decatur,NE,68020,42.006607,-96.249985
Florida Historic Capitol Museum,400 S Monroe St,Tallahassee,FL,32399,30.438126,-84.280846
Guggenheim Museum Solomon R,87 35th St,Brooklyn,NY,11232,40.656666,-74.00649
Forkland Abraham Lincoln Museum,16479 Forkland Rd,Gravel Switch,KY,40328,37.550407,-84.98634
Outagamie Museum,330 E College Ave,Appleton,WI,54911,44.26194,-88.40212
Des Moines children museum,1551 Valley West Dr,West Des Moines,IA,50266,41.596584,-93.75166
South Gate Civic Center Museum,8680 California Ave,South Gate,CA,90280,33.954945,-118.2058
Marietta Museum Of History,121 Baker St NW,Atlanta,GA,30313,33.762417,-84.392685
San Diego Air & Space Museum,2001 Pan American Plz,San Diego,CA,92101,32.726765,-117.15382
New Almaden Quicksilver Museum,21350 Almaden Rd,San Jose,CA,95120,37.17888,-121.81916
Granger House Museum,970 10th St,Marion,IA,52302,42.03576,-91.59947
Hieronymus Mueller Museum,420 W Eldorado St,Decatur,IL,62522,39.84586,-88.96111
Eagle Harbor Lighthouse and Museums,670 Light House Rd,Eagle Harbor,MI,49950,47.45964,-88.159996
St Clair Historical Museum,308 S 4th St,Saint Clair,MI,48079,42.823055,-82.489
Ellsinore Pioneer Museum,11 S Herren Ave,Ellsinore,MO,63937,36.93389,-90.74726
Perot Museum of Nature and Science,2201 N Field St,Dallas,TX,75201,32.78738,-96.80568
Museum Small Craft Association,3 Cemetery Rd,Stonington,CT,06378,41.349968,-71.89294
Weippe Hilltop Heritage Museum,617 N Main St,Weippe,ID,83553,46.38119,-115.93833
Millville Army Air Field Museum,1 Leddon St,Millville,NJ,08332,39.37405,-75.06819
Armed Forces Museum,418 Thumper Ct,Cottage Hills,IL,62018,38.91746,-90.10737
Ray County Museum,901 W Royle St,Richmond,MO,64085,39.274704,-93.988335
Pioneer Museum,65 E 100 N,Castle Dale,UT,84513,39.213287,-111.01854
Mariposa Museum,57 S Circuit Ave,Oak Bluffs,MA,02557,41.44867,-70.55722
Sumter County Museum,122 N Washington St,Sumter,SC,29150,33.923023,-80.34464
Guggenheim Museum,5483 Tayport Dr,Solon,OH,44139,41.410656,-81.44478
Dorothy G Page Museum,323 N Main St,Wasilla,AK,99654,61.58266,-149.4412
Cook County Trailside Museum,738 Thatcher Ave,River Forest,IL,60305,41.893105,-87.82587
Marine City Museum,405 S Main St,Marine City,MI,48039,42.715954,-82.494225
Gulf Beaches Historical Museum,115 10th Ave N,Saint Petersburg,FL,33701,27.782286,-82.63463
Roaring Twenties Antique Car Museum,1445 Wolftown Hood Rd,Hood,VA,22723,38.350487,-78.38827
Museum of New York County,1444 Brattonsville Rd,Mc Connells,SC,29726,34.867012,-81.17644
Froelich Foundation Museum,24397 Froelich Rd,Mc Gregor,IA,52157,43.006897,-91.32159
International Museum of The Horse,4089 Iron Works Pkwy,Lexington,KY,40511,38.15088,-84.5142
Marshall George C Museum,11111 Vmi Parade,Lexington,VA,24450,37.789593,-79.43478
Louisiana Political Museum,499 E Main St,Winnfield,LA,71483,31.926828,-92.63557
Harris Hall Museum,110 Court St,Oxford,NC,27565,36.311626,-78.58773
Harsha House Museum,103 State St,Charlevoix,MI,49720,45.31785,-85.260864
Union Pacific Railroad Museum,200 Pearl St,Council Bluffs,IA,51503,41.258316,-95.85126
Kenosha Public Museum,5500 1st Ave,Kenosha,WI,53140,42.587288,-87.81298
Kittery Historical and Naval Museum,200 Rogers Rd,Kittery,ME,03904,43.100735,-70.74225
Bristol Art Museum,10 Wardwell St,Bristol,RI,02809,41.67137,-71.276245
Old Castle Museum,511 5th St,Baldwin City,KS,66006,38.77758,-95.18497
Jewish Museum Milwaukee,1360 N Prospect Ave,Milwaukee,WI,53202,43.048584,-87.89454
MidWest Miniatures Museum,6855 W Hickory Rd,Hickory Corners,MI,49060,42.441975,-85.42136
Norseman Museum,17 1st St NE,Tioga,ND,58852,48.395863,-102.93769
Museum of the Kansas National Guard,125 SE Airport Dr,Topeka,KS,66619,38.9447,-95.6994
Burnt District Museum/Archives,400 E Mechanic St,Harrisonville,MO,64701,38.653225,-94.3464
Kent Historical Museum,855 E Smith St,Kent,WA,98030,47.38332,-122.22405
Northern Ohio Railway Museum,5515 Buffham Rd,Seville,OH,44273,41.04464,-81.88854
Dinosaur Museum-Thanksgiving,2929 N Thanksgiving Way,Lehi,UT,84043,40.424664,-111.88466
Beith House Museum,8 Indiana St,Saint Charles,IL,60174,41.91118,-88.31261
Museum of North Carolina Minerals,79 Parkway Maintenance Rd,Spruce Pine,NC,28777,35.85431,-82.051414
New Hampshire Boat Museum,397 Center St,Wolfeboro,NH,03894,43.60572,-71.18828
Lockwood-Mathews Mansion Museum,295 West Ave,Norwalk,CT,06850,41.109802,-73.41794
Pueblo Heritage Museum,201 W B St,Pueblo,CO,81003,38.263607,-104.6172
Sheldon Museum & Cultural Center,11 Main St,Haines,AK,99827,59.23467,-135.44281
Galena Mining & Historical Museum,319 W 7th St,Galena,KS,66739,37.07506,-94.64169
Fort Harker Museum Complex,309 W Ohio Ave,Kanopolis,KS,67454,38.710373,-98.1612
Fort Seward Museum,605 10th Ave,Jamestown,ND,58401,46.9008,-98.7256
Natural History Museum,1927 5th Ave,San Diego,CA,92101,32.725433,-117.16009
Theatre Museum,40 Worth St Rm 824,New York,NY,10013,40.717278,-74.007065
H Earl Clack Museum,2 5th Ave,Havre,MT,59501,48.553738,-109.67515
Pinnacle Museum and Tower,550 Front St,San Diego,CA,92101,32.710926,-117.16486
Scantic Academy Museum,115 Scantic Rd,East Windsor,CT,06088,41.900913,-72.57983
Palm Springs Art Museum,72567 Highway 111,Palm Desert,CA,92260,33.723625,-116.3994
Carver Price Legacy Museum,102 Carver Ln,Gladys,VA,24554,37.11545,-79.00509
Space Age Museum,209 Beach St,Litchfield,CT,06759,41.76938,-73.21847
Zigler Museum,154 N Main St,Jennings,LA,70546,30.222198,-92.65785
Humboldt County Museum,905 1st Ave N,Dakota City,IA,50529,42.72309,-94.19376
Merry Brook School Museum,212 Lincolnway St,Woodbine,IA,51579,41.73421,-95.70301
Fresno Art Museum,2233 N 1st St,Fresno,CA,93703,36.77078,-119.7728
Motts Military Museum,5075 S Hamilton Rd,Groveport,OH,43125,39.859665,-82.88597
Crosby House Museum,702 Deschutes Way N,Tumwater,WA,98501,47.0077,-122.8783
White Bluffs Quilt Museum,294 Torbett St,Richland,WA,99354,46.292336,-119.27688
Art Museum Arcade,1650 Art Museum Dr,Jacksonville,FL,32207,30.306744,-81.62015
Syracuse City Museum,1726 Heritage Ln,Syracuse,UT,84075,41.088818,-112.061646
Museum Adventures,225 Coronado Dr,Aptos,CA,95003,36.977226,-121.88821
Yahoola United Cherokee Museum,220 Warwick St,Dahlonega,GA,30533,34.531876,-83.98768
Old Florida Museum,7900 Old Kings Rd N,Palm Coast,FL,32137,29.639114,-81.27644
Prairie County Museum,101 Logan Ave S,Terry,MT,59349,46.793625,-105.313255
Sanguinetti House Museum,240 S Madison Ave,Yuma,AZ,85364,32.72333,-114.619736
Southern Nevada Museum of Fine Art,450 Fremont St,Las Vegas,NV,89101,36.169617,-115.14116
Milton House Museum,18 S Janesville St,Milton,WI,53563,42.776405,-88.936386
Karshner Memorial Museum,309 N 4th St,Tacoma,WA,98403,47.26842,-122.4511
Tifton Terminal Railway Museum,120 Tift Ave S,Tifton,GA,31794,31.452646,-83.508255
Struthers Historical Museum,50 Terrace St,Struthers,OH,44471,41.05599,-80.590645
Herreshoff Marine Museum,1 Burnside St,Bristol,RI,02809,41.663464,-71.273
Wyckoff Farmhouse Museum,5816 Clarendon Rd,Brooklyn,NY,11203,40.64481,-73.92128
Penrose Heritage Museum,11 Lake Cir,Colorado Springs,CO,80906,38.792747,-104.851685
California African American Museum,600 Beverly Park Dr,Los Angeles,CA,90049,34.07502,-118.4691
Marvin Samson Pharmacy Museum,600 S 43rd St,Philadelphia,PA,19104,39.946983,-75.20897
Museum Downieville,330 Main St,Downieville,CA,95936,39.56032,-120.82768
Binghamton Childrens Museum,60 Morgan Rd,Binghamton,NY,13903,42.07558,-75.90564
John and Annie Glenn Museum,72 W Main St,New Concord,OH,43762,39.99342,-81.73643
Norton County Museum,105 E Lincoln St,Norton,KS,67654,39.830208,-99.8887
Lauderdale Museum,123 S Jefferson St,Ripley,TN,38063,35.74431,-89.5307
Pico Rivera Historical Museum,9122 Washington Blvd,Pico Rivera,CA,90660,33.981705,-118.09462
Bowie Train Station Museum,8614 Chestnut Ave,Bowie,MD,20715,39.007088,-76.77904
National Voting Rights Museum,6 Us Highway 80 E,Selma,AL,36701,32.402817,-87.01733
Parishville Museum,1785 State Highway 72,Parishville,NY,13672,44.629475,-74.81283
Natural History Museum-Ozarks,2327 W Farm Road 190,Springfield,MO,65810,37.105824,-93.32858
Fort Jackson Museum,4442 Jackson Blvd,Columbia,SC,29207,34.01717,-80.93913
Washington County Museum,602 Main St N,Stillwater,MN,55082,45.061577,-92.80708
Newberry County Museum,1503 Nance St,Newberry,SC,29108,34.277237,-81.622955
Longview Museum of Fine Arts,215 E Tyler St,Longview,TX,75601,32.49467,-94.73804
Selena Museum,2284 Huckleberry Rd,Manchester,NJ,08759,40.030975,-74.26448
Harris Agriculture Museum,202 W Locust,Atwood,IL,61913,39.805546,-88.46465
The Luling Oil Museum,421 E Davis St,Luling,TX,78648,29.681808,-97.65118
Maritime Museum,800 Cornwall Ave,Bellingham,WA,98225,48.744698,-122.4864
Chieftains Museum,501 Riverside Parkway,Rome,GA,30161,34.27691,-85.16971
The Ice House Museum,91 Pleasant St,New London,NH,03257,43.416477,-71.98329
Maine State Museum,230 State St,Augusta,ME,04330,44.30523,-69.78156
Timberlane Farm Museum,2306 E 1st St,Loveland,CO,80537,40.39263,-105.04465
Intel Museum,2200 Mission College Blvd,Santa Clara,CA,95054,37.388515,-121.96354
Nehemiah Royce Museum,538 N Main St,Wallingford,CT,06492,41.4662,-72.81236
Firehouse Museum,520 W 5th St,Washington,MO,63090,38.557083,-91.01848
Tri-Cities Historical Museum,200 Washington Ave,Grand Haven,MI,49417,43.063633,-86.2309
McCallum Museum & Brunson Hse,719 5th Ave,Sibley,IA,51249,43.401196,-95.74756
Knox Historical Museum,196 Daniel Boone Dr,Barbourville,KY,40906,36.865704,-83.88731
Dewitt Museum,Depot Park,Prairie City,OR,97869,44.463215,-118.70994
Shacksboro School House Museum,46 Canton St,Baldwinsville,NY,13027,43.151794,-76.334366
Pettis County Museum,228 Dundee Ave,Sedalia,MO,65301,38.710876,-93.2515
Adams Museum,54 Sherman St,Deadwood,SD,57732,44.37572,-103.72933
Baltimore Lithuanian Museum,851 Hollins St,Baltimore,MD,21201,39.287773,-76.63031
Southern Alleghenies Museum,1 Boucher Ln & Route 711 South,Ligonier,PA,15658,40.2473,-79.2289
Aurora Fossil Museum,400 Main St,Aurora,NC,27806,35.304695,-76.78743
Eagle Tavern Museum,26 N Main St,Watkinsville,GA,30677,33.863865,-83.40947
Headen-Inman Historical Museum,1509 Warburton Ave,Santa Clara,CA,95050,37.35582,-121.95478
Marysville Museum,887 E Huron Blvd,Marysville,MI,48040,42.908016,-82.47052
Escondido Children's Museum,380 N Escondido Blvd,Escondido,CA,92025,33.122826,-117.085785
Museum of North Beach,4658 State Rt 109,Moclips,WA,98562,47.22262,-124.20438
Headquarters House Museum,118 E Dickson St,Fayetteville,AR,72701,36.066395,-94.15755
Glazer Children's Museum,110 W Gasparilla Plz,Tampa,FL,33602,27.949709,-82.46195
Ty Cobb Museum,461 Cook St,Royston,GA,30662,34.283646,-83.11718
Chinese Art Museum,20965 Lycoming St,Walnut,CA,91789,34.00303,-117.84624
Explorations V Children's Museum,109 N Kentucky Ave,Lakeland,FL,33801,28.04461,-81.95502
Bayonne Museum,229 Broadway,Bayonne,NJ,07002,40.654686,-74.126274
Natural History Museum,1930 R St,Bakersfield,CA,93301,35.376804,-119.00933
Atwood House Museum,347 Stage Harbor Rd,Chatham,MA,02633,41.673378,-69.96557
Ball State University Museum of Art,Art Bldg Bldg,Muncie,IN,47302,40.1639,-85.3813
Old Stone House Museum,22 Chestnut St,Windsor,NY,13865,42.07085,-75.632286
Mt Kearsarge Indian Museum,18 Highlawn Rd,Warner,NH,03278,43.295765,-71.82447
Perkins Geology Museum-UVM,180 Colchester Ave,Burlington,VT,05401,44.48181,-73.19395
Hathaway Ranch Museum,11901 Florence Ave,Santa Fe Springs,CA,90670,33.935444,-118.07917
Museum Quality Framing,2234 Eastlake Ave E,Seattle,WA,98102,47.63922,-122.3257
Wyatt Archaeological Museum,2502 Lynnville Hwy,Cornersville,TN,37047,35.37252,-86.88541
No. 9 Coal Mine and Museum,9 Dock St,Lansford,PA,18232,40.829517,-75.89498
Liverpool Historian Museum,314 2nd St,Liverpool,NY,13088,43.103638,-76.20917
Museum of Southeastern Indians,779 Julia Jordan Rd,Roberta,GA,31078,32.747257,-84.14131
"102D Infantry Regiment Museum, Inc",30 Hood Ter,West Haven,CT,06516,41.270927,-72.96132
HistoryMiami Museum,101 W Flagler St,Miami,FL,33130,25.774197,-80.19641
History Miami Museum,651 NW 116th Ter,Miami,FL,33168,25.88173,-80.209885
Long Island Maritime Museum Sail,500 Shore Dr,Oakdale,NY,11769,40.727577,-73.15132
Anderson County Museum,410 W 6th Ave,Garnett,KS,66032,38.278713,-95.24832
Blacksburg Children's Museum,1470 S Main St Suite 106,Blacksburg,VA,24060,37.21484,-80.40071
Museums Of Cassidy Park,625 Willis Ave,Bogalusa,LA,70427,30.78221,-89.86786
Westchester Children's Museum,100 Playland Pkwy,Rye,NY,10580,40.964615,-73.67856
National Heisey Glass Museum,169 W Church St,Newark,OH,43055,40.056988,-82.41001
Friendship Firehouse Museum,107 S Alfred St,Alexandria,VA,22314,38.804867,-77.04948
Wells County Historical Museum,903 4th St NE,Fessenden,ND,58438,47.651215,-99.62221
Sea Isle City Historical Museum,4800 Central Ave,Sea Isle City,NJ,08243,39.151764,-74.69728
Prairie Trails Museum,515 E Jefferson St,Corydon,IA,50060,40.75707,-93.310326
Discover Navajo Museum,PO Box 386,Tuba City,AZ,86045,36.1219,-111.2205
Museums Richard W,2983 Brewer Rd,Manning,SC,29102,33.642113,-80.159874
Eagle Bluff Lighthouse Museum,9462 Shore Rd,Fish Creek,WI,54212,45.129997,-87.23873
Museum of American Speed,599 Oakcreek Dr,Lincoln,NE,68528,40.818745,-96.72469
Hirshhorn Museum-Sculpture Garden,700 Independence Ave SW,Washington,DC,20024,38.887424,-77.02213
Baldwin Hotel Museum,31 Main St,Klamath Falls,OR,97601,42.220196,-121.7887
Nicholas-Beazley Aviation Museum,1985 S Odell Ave,Marshall,MO,65340,39.097527,-93.19547
Kansas Auto Racing Museum,1205 Manor Dr,Chapman,KS,67431,38.981262,-97.02105
Koester House Museum,209 N 8th St,Marysville,KS,66508,39.842815,-96.64828
Savannah Youth Museum,14 Bridle Ln,Savannah,GA,31405,32.069298,-81.2136
Union City Historical Museum,420 15th St,Union City,NJ,07087,40.76143,-74.03531
Lompoc Museum,200 S H St,Lompoc,CA,93436,34.637165,-120.457695
Alexander & Baldwin Sugar Museum,3957 Hansen Rd,Puunene,HI,96784,20.86933,-156.45467
Colorado River Museums,2201 Highway 68,Bullhead City,AZ,86429,35.17919,-114.56445
Cheyenne Depot Museum Inc,5084 S County Road 49,Slocomb,AL,36375,31.081608,-85.514854
Chewelah Museum,501 N 3rd St E,Chewelah,WA,99109,48.280384,-117.71381
Tumbleweed Ranch Museum,2250 S Mcqueen Rd,Chandler,AZ,85286,33.275227,-111.82447
Benton County Museum,700 Benton St,Warsaw,MO,65355,38.244877,-93.37899
Audrey's Museum Store,2701 N Sepulveda Blvd,Los Angeles,CA,90049,34.123325,-118.479256
Telfair Museum of Art,121 Barnard St,Savannah,GA,31401,32.078728,-81.09509
Singleton Biss Museum,112 W San Francisco St,Santa Fe,NM,87501,35.687202,-105.93981
Appalachian Trail Museum,1120 Pine Grove Rd,Gardners,PA,17324,40.033028,-77.303925
Museum of Comparative Zoology,26 Oxford St,Cambridge,MA,02138,42.37727,-71.115875
Boneyard Creation Museum,1709 S E St,Broken Bow,NE,68822,41.40198,-99.65033
Town of Portland Museum,6224 E Main Rd,Portland,NY,14769,42.38234,-79.460686
Carmel Fire Buffs and Museum,210 1st Ave SW,Carmel,IN,46032,39.9775,-86.1284
KGB Spy Museum,245 W 14th St,New York,NY,10011,40.73935,-74.00118
Trenton Museum Society,1 Tudor Ln,Lawrence Township,NJ,08648,40.24643,-74.751724
Miracle Of America Museum,58176 Memory Ln,Polson,MT,59860,47.67908,-114.11469
US 23 Country Music Highway Museum,120 Stave Br,Paintsville,KY,41240,37.8283,-82.7944
National Cryptologic Museum,8290 Colony Seven Rd,Annapolis Junction,MD,20701,39.11372,-76.776276
Penn State All Sports Museum,1 Beaver Stadium,University Park,PA,16802,40.81323,-77.85478
Marion City Museum,623 W Main St,Marion,KS,66861,38.348377,-97.03016
Newell House Museum,8089 Champoeg Rd NE,Saint Paul,OR,97137,45.248688,-122.89706
Wax Museum Complex,303 Prospect St,Niagara Falls,NY,14303,43.08612,-79.06462
Ameri Frnds The Shanghai Museum,530 E 86th St Apt 10B,New York,NY,10028,40.775253,-73.945885
Grandma's Trading Post Museum,96 County Road 75,Truchas,NM,87578,36.04174,-105.80569
Lucille Ball Desi Arnaz Museum,2 W 3rd St,Jamestown,NY,14701,42.096466,-79.24155
American Wings Air Museum,PO Box 49322,Minneapolis,MN,55449,45.1405,-93.2329
World War II Home Front Museum,4201 1st St,Saint Simons Island,GA,31522,31.145914,-81.37322
Nathaniel Hamlin Park & Museum,1887 215th St,Audubon,IA,50025,41.69578,-94.91983
Town of Horicon Museum,6696 State Route 8,Brant Lake,NY,12815,43.68073,-73.74479
MAPS Air Museum,2260 International Pkwy,North Canton,OH,44720,40.917374,-81.45513
Telephone Museum,166 Winkumpaugh Rd,Ellsworth,ME,04605,44.641525,-68.57009
Cayce Historical Museum,1800 12th St,Cayce,SC,29033,33.970387,-81.06466
The Cold War Museum,7172 Lineweaver Rd,Warrenton,VA,20187,38.742844,-77.67655
Archives Museum Temple Mickve,20 Cramer Ave,Savannah,GA,31406,31.98287,-81.05696
F Brooke Whiting House Museum,218 Washington St,Cumberland,MD,21502,39.651176,-78.76953
Dexter Museum,719 Marshall St,Dexter,IA,50070,41.516247,-94.22797
Pickering-Beach Museum,501 Ambrose St,Sackets Harbor,NY,13685,43.93549,-76.13444
Alaska Aviation Heritage Museum,4721 Aircraft Dr,Anchorage,AK,99502,61.178314,-149.97089
Sulphur Springs Community Museum,105 N Highway 59,Sulphur Springs,AR,72768,36.482597,-94.45823
Fort Laurens Museum,11067 Fort Laurens Rd NW,Bolivar,OH,44612,40.637936,-81.45746
Reece Museum,363 Lake Drive Ext,Johnson City,TN,37601,36.329,-82.3344
Indiana Transportation Museum,PO Box 83,Noblesville,IN,46061,40.0356,-86.0053
Bowman Museum,246 N Main St,Prineville,OR,97754,44.302322,-120.84692
Museum Of Commerce,201 E Zaragoza St,Pensacola,FL,32502,30.408573,-87.21133
Legacy Doll Museum,3206 6th Ave N,Billings,MT,59101,45.784184,-108.5142
Ct Eastern Railroad Museum,55 Bridge St,Willimantic,CT,06226,41.712357,-72.21938
Mud River Museum,315 Main St,Hamlin,WV,25523,38.277576,-82.105934
Lake Mary Museum,158 N Country Club Rd,Lake Mary,FL,32746,28.75835,-81.32223
Lincoln-Manahan Home Museum,607 E 3rd St,Sterling,IL,61081,41.790073,-89.68738
Ellicott City Firehouse Museum,3829 Church Rd,Ellicott City,MD,21043,39.26765,-76.79802
Marshall County Historical Museum,220 E College Ave,Holly Springs,MS,38635,34.768593,-89.44454
OSU Museum of Art,7158 Highway 518,Ranchos De Taos,NM,87557,36.341167,-105.59704
Riddick's Folly House Museum,510 N Main St,Suffolk,VA,23434,36.736855,-76.582184
Sugar Creek Historical Museum,606 N Sterling Ave,Sugar Creek,MO,64054,39.11437,-94.444824
Arcadia Historical Museum,380 W Huntington Dr,Arcadia,CA,91007,34.13234,-118.04463
Wiener Museum of Decorative Arts,481 S Federal Hwy,Dania,FL,33004,26.043465,-80.143265
Hampton University Museum,200 William Harvey Way,Hampton,VA,23668,37.0227,-76.3347
Mercer County Historical Museum,130 E Market St,Celina,OH,45822,40.548866,-84.57043
Nau Art Museum,321 Gila Cir,Happy Jack,AZ,86024,34.642345,-111.10314
Maritime & Seafood Industry Museum,2600 Beach Blvd,Biloxi,MS,39531,30.389685,-88.98933
Union Township Historical Museum,47 N Main St,West Milton,OH,45383,39.962738,-84.329475
The Children's Museum of Durango,802 E 2nd Ave,Rawlins,WY,82301,41.79319,-107.23836
Kansas Oil Museum,383 E Central Ave,El Dorado,KS,67042,37.817257,-96.84447
Scio Historical Depot Museum,39004 NE 1st Ave,Scio,OR,97374,44.70459,-122.847336
Los Angeles Museum of Love,4320 Melrose Ave,Los Angeles,CA,90029,34.08345,-118.294754
Rio Vista Museum,16 N Front St,Rio Vista,CA,94571,38.156097,-121.69082
Independence Seaport Museum,300 Bernoulli Cir,Oxnard,CA,93030,34.20462,-119.15017
Harmony Historical Society Museum,1943 Open Meadows Rd,Ashville,NY,14710,42.08531,-79.41246
Iowa Aviation Heritage Museum,3704 SE Convenience Blvd,Ankeny,IA,50021,41.69503,-93.57111
History Museum of Mobile,111 S Royal St,Mobile,AL,36602,30.689732,-88.03987
Virginia Museum of Natural History,21 Starling Ave,Martinsville,VA,24112,36.686638,-79.86469
Santa Claus Museum,41 N Kringle Pl,Santa Claus,IN,47579,38.12056,-86.92467
Wilson Heritage Museum,411 24th St,Wilson,KS,67490,38.827106,-98.47254
Moravian Museum of Bethlehem,66 W Church St,Bethlehem,PA,18018,40.61893,-75.38104
Vero Beach Museum Of Art,3001 Riverside Park Dr,Vero Beach,FL,32963,27.649616,-80.366165
Indian & Sea Museum,25850 John M Snook Dr,Orange Beach,AL,36561,30.284082,-87.58378
The Sports Museum,100 Legends Way,Boston,MA,02114,42.36661,-71.06177
Campus Martius Museum,601 2nd St,Marietta,OH,45750,39.42141,-81.46109
Heard Museum,2301 N Central Ave,Phoenix,AZ,85004,33.473064,-112.073524
Ponca Tribe Museum,88915 521 Ave,Niobrara,NE,68760,42.71398,-98.07425
Hammond Castle Museum,80 Hesperus Ave,Gloucester,MA,01930,42.585293,-70.69345
Farm and Ranch Museum,2930 M St,Gering,NE,69341,41.821568,-103.68084
Boot Hill Museum,500 W Wyatt Earp Blvd,Dodge City,KS,67801,37.753002,-100.02216
Orchard Park Town Historical Museum,4287 S Buffalo St,Orchard Park,NY,14127,42.766876,-78.74368
ACCORD Civil Rights Museum,79 Bridge St,Saint Augustine,FL,32084,29.889008,-81.31395
Pahrump Valley Museum,401 E Basin Ave,Pahrump,NV,89060,36.219498,-116.00746
South Charleston Museum,311 D St,South Charleston,WV,25303,38.36542,-81.69439
Western Discovery Museum,469 Highway 64,Grand Canyon,AZ,86023,35.976315,-112.125244
Sutton Ditz House Museum,18 Grant St,Clarion,PA,16214,41.214275,-79.38668
Spring Grove Alumni Museum,55 Wade Ave,Catonsville,MD,21228,39.267525,-76.724106
Bakersfield Museum of Art,1930 R St,Bakersfield,CA,93301,35.376804,-119.00933
National Capital Trolley Museum,1313 Bonifant Rd,Silver Spring,MD,20905,39.094822,-77.029564
Freeport Art Museum,121 N Harlem Ave Ste B,Freeport,IL,61032,42.297516,-89.63915
Mardi Gras Museum,809 Kirby St,Lake Charles,LA,70601,30.225847,-93.20964
River Heritage Museum,117 S Water St,Paducah,KY,42001,37.087963,-88.59425
Koehnline Museum of Art,1600 E Golf Rd,Des Plaines,IL,60016,42.05473,-87.884544
Iowa Baseball Museum of Norway,112 E Railroad St,Norway,IA,52318,41.90275,-91.92088
Mt Blanco Fossil Museum,124 W Main St,Crosbyton,TX,79322,33.660122,-101.23846
Nail House Museum,1 Mayor Aitken Dr,Bridgeton,NJ,08302,39.429527,-75.2368
Detroit Historical Museum,5401 Woodward Ave,Detroit,MI,48202,42.360012,-83.06664
La Quinta Museum,77-885 Avenida Montezuma,La Quinta,CA,92253,33.67557,-116.30564
H L Blanchard Museum,188 Main St,Avon,MA,02322,42.132004,-71.03997
Georgia State Railroad Museum,655 Ga Highway 30,Port Wentworth,GA,31407,32.192974,-81.222015
Children's Discovery Museum,1002 S Pokegama Ave,Grand Rapids,MN,55744,47.221054,-93.528496
Airmen Memorial Museum,5211 Auth Rd,Suitland,MD,20746,38.822807,-76.91696
Old Town Hall Museum,1294 Enfield St,Enfield,CT,06082,41.97709,-72.592186
University of Arizona Museum of Art,1031 N Olive Rd,Tucson,AZ,85719,32.233925,-110.955215
Wharton Esherick Museum,1520 Horse Shoe Trl,Malvern,PA,19355,40.082817,-75.498085
Billy Graham Center Museum,500 College Ave,Wheaton,IL,60187,41.867447,-88.09793
Oglebay Institutes Museums,265 Massina Dr,Wheeling,WV,26003,40.096455,-80.70091
Jule Collins Smith Museum,901 S College St,Auburn,AL,36830,32.588028,-85.48509
Duke Museum of Military History,110 E 8th Ave,Rome,GA,30161,34.25498,-85.16546
Fort Thomas Museum,69 Greene St,Fort Thomas,KY,41075,39.06567,-84.4412
Lee County Veterans Museum,129 W Cedar Ln,Bishopville,SC,29010,34.22029,-80.24661
Museum District Association,3101 W Franklin St,Richmond,VA,23221,37.56236,-77.47532
Rentschler Farm Museum,1265 E Michigan Ave,Saline,MI,48176,42.175987,-83.76044
Stannard Historical Society Museum,Stannard Mountain Rd,Greensboro Bend,VT,05842,44.541935,-72.2642
Florida Agricultural Museum,1850 Princess Place Rd,Palm Coast,FL,32137,29.65001,-81.25267
Detroit Arsenal of Democracy Museum,27400 Campbell Rd,Warren,MI,48093,42.49664,-83.01457
African American Heritage Museum,2200 Fairmount Ave,Atlantic City,NJ,08401,39.360382,-74.440956
Loln County Museum,133 Federal St,Wiscasset,ME,04578,44.011223,-69.66165
Robert W Willaford Railroad Museum,102 N Palmer St,Plant City,FL,33563,28.015625,-82.12227
Fort Pitt Museum,601 Commonwealth Pl,Pittsburgh,PA,15222,40.44114,-80.00704
Grantsburg Historical Museum,133 W Wisconsin Ave,Grantsburg,WI,54840,45.776443,-92.68278
Overfield Tavern Museum,201 E Water St,Troy,OH,45373,40.039818,-84.20036
Cedarmere Museum,225 Bryant Ave,White Plains,NY,10605,41.020924,-73.74836
Tupelo Auto Museum,1 Otis Dr,Tupelo,MS,38804,34.259396,-88.69619
