"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"11","82000805",NA,"West Washington Avenue Historic District","Arkansas","Craighead","Jonesboro","500-626 W Washington Ave.","Listed","Single",FALSE,6,"Community Planning And Development; Commerce; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-10-22,NA,NA,NA,"82000805","West Washington Avenue","West Washington Avenue Historic District, Craighead, Arkansas",35.83841,-90.70983
"12","76000402",NA,"Van Buren Historic District","Arkansas","Crawford","Van Buren","Main St., bounded by Cane Hill St. and the Arkansas River","Listed","Single",FALSE,20,"Commerce; Transportation; Architecture","Building",NA,FALSE,FALSE,TRUE,FALSE,FALSE,1976-04-30,NA,NA,NA,"76000402","Van Buren","Van Buren Historic District, Crawford, Arkansas",35.43453,-94.35271
"13","08000704",NA,"West Memphis Commercial Historic District","Arkansas","Crittenden","West Memphis","700, 800, and 900 blocks of E. Broadway Ave.","Listed","Single",FALSE,11.5,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2008-07-24,NA,NA,NA,"08000704","West Memphis Commercial","West Memphis Commercial Historic District, Crittenden, Arkansas",35.2025921,-90.2025459
"14","11000330",NA,"East Hamilton Avenue Historic District","Arkansas","Cross","Wynne","E. Hamilton Ave. between N. Falls Blvd. & N. Killough Rd.; Eldridge Ct.","Listed","Single",FALSE,30.5,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-08,NA,"CS0034; CS0115-CS0172; CS0175-CS0178",NA,"11000330","East Hamilton Avenue","East Hamilton Avenue Historic District, Cross, Arkansas",35.186926279226,-90.800193847932
"15","05000490",NA,"Johnston, John H., Cotton Gin Historic District","Arkansas","Cross","Levesque","Jct. US 64 & AR 163","Listed","Multiple",FALSE,2.8,"Architecture; Agriculture","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2005-06-01,NA,"Site # CS0018",NA,"05000490","Johnston, John H., Cotton Gin","Johnston, John H., Cotton Gin Historic District, Cross, Arkansas",36.481615,-93.630349
"16","09001115",NA,"Wynne Commercial Historic District","Arkansas","Cross","Wynne","Roughly bounded by Front St., Commercial Ave., Terry St., Wilson St., and Pecan Ave.","Listed","Single",FALSE,15,"Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-12-22,NA,NA,NA,"09001115","Wynne Commercial","Wynne Commercial Historic District, Cross, Arkansas",35.22649,-90.79431
"17","09000772",NA,"Wynne Wholesale Commercial Historic District","Arkansas","Cross","Wynne","Corner of W. Merriman Ave. & Martin Luther King Dr.","Listed","Single",FALSE,1,"Commerce; Agriculture; Industry","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-01-25,NA,NA,NA,"09000772","Wynne Wholesale Commercial","Wynne Wholesale Commercial Historic District, Cross, Arkansas",35.22649,-90.79431
"18","87001348",NA,"Charlotte Street Historic District","Arkansas","Dallas","Fordyce","Roughly bounded by Holmes, Charlotte, Broadway, and E. College Sts.","Listed","Multiple",FALSE,15.5,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1987-09-14,NA,NA,NA,"87001348","Charlotte Street","Charlotte Street Historic District, Dallas, Arkansas",33.8176,-92.40849
"19","08000436",NA,"Fordyce Commercial Historic District","Arkansas","Dallas","Fordyce","Roughly bounded by Oak, 5th & Spring Sts. & AR 274","Listed","Single",FALSE,9,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2008-05-20,NA,"DA0029; DA0062; DA0071-DA0075; DA0077; DA0079-DA0083; DA0085; DA0086; DA0189; DA0190; DA0195; DA0207-DA0228; DA0230",NA,"08000436","Fordyce Commercial","Fordyce Commercial Historic District, Dallas, Arkansas",33.812863,-92.412397
"20","07000446",NA,"Dumas Commercial Historic District","Arkansas","Desha","Dumas","South Main St. bet. Choctaw and Waterman Sts.","Listed","Single",FALSE,6,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-05-22,NA,"DE0339; DE0340; DE0341; DE0039; DE0318; DE0034; DE0038; DE0163; DE1064; DE0166; DE0342; DE0338; DE0037",NA,"07000446","Dumas Commercial","Dumas Commercial Historic District, Desha, Arkansas",34.2954174,-91.3344488
"21","05000491",NA,"Kemp Cotton Gin Historic District","Arkansas","Desha","Rohwer","Cty.Rd. 227 W. of AR 1","Listed","Multiple",FALSE,2.3,"Agriculture; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2005-06-01,NA,"Site # DE0240",NA,"05000491","Kemp Cotton Gin","Kemp Cotton Gin Historic District, Desha, Arkansas",35.731741,-91.679749
"22","100013010","SG","Harris And Horsfall Halls Historic District","Arkansas","Drew","Monticello","520 University Drive and 1514 Scogin Drive","Listed","Single",FALSE,3.7,"Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-05-18,NA,"Sites #DR0255, DR0278 and DR0308",NA,"100013010","Harris And Horsfall Halls","Harris And Horsfall Halls Historic District, Drew, Arkansas",33.58945,-91.72002
"23","11000688",NA,"Monticello Commercial Historic District","Arkansas","Drew","Monticello","Bounded roughly by Trotter Ave., Edwards St., Railroad Ave. & Chester St.","Listed","Single",FALSE,13,"Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-09-23,NA,NA,NA,"11000688","Monticello Commercial","Monticello Commercial Historic District, Drew, Arkansas",33.628965,-91.79085
"24","79000437",NA,"Monticello North Main Street Historic District","Arkansas","Drew","Monticello","Irregular pattern along Westwood Ave. and N. Main St.","Listed","Single",FALSE,30,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979-02-18,NA,NA,NA,"79000437","Monticello North Main Street","Monticello North Main Street Historic District, Drew, Arkansas",33.632535751307,-91.790545547314
"25","08000952",NA,"Ridgeway Hotel Historic District","Arkansas","Drew","Monticello","200-206 East Gaines St.","Listed","Single",FALSE,1.2,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-01-22,NA,"Ridgeway Hotel, Building at 202 East Gaines Street; H.M. Wilson Building",NA,"08000952","Ridgeway Hotel","Ridgeway Hotel Historic District, Drew, Arkansas",33.58945,-91.72002
"26","07000503",NA,"Castleberry-Harrington Historic District","Arkansas","Faulkner","Republican","Castleberry Rd.","Listed","Multiple",FALSE,1.5,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-06-05,NA,"FA1319, FA1320, FA1289",NA,"07000503","Castleberry-Harrington","Castleberry-Harrington Historic District, Faulkner, Arkansas",34.3560402,-94.0548212
"27","10000779","AD","Conway Commercial Historic District (Additional Documentation)","Arkansas","Faulkner","Conway","Roughly bounded by Main, Harkrider, Spencer just south of Mill St., and Locust Sts.","Listed","Add.doc.",FALSE,33.9,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-09-23,NA,NA,NA,"10000779","Conway Commercial (Additional Documentation)","Conway Commercial Historic District (Additional Documentation), Faulkner, Arkansas",34.3560402,-94.0548212
"28","07000973",NA,"Hendrix College Addition Neighborhood Historic District","Arkansas","Faulkner","Conway","Roughly bounded by Washington Ave., Fleming St., Harkrider St. and Winfield St.","Listed","Single",FALSE,40,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-09-20,NA,"FA0953-FA0963, FA0965-FA0984, FA0986-FA0996, FA0998; FA1000-FA1008, FA1011-FA1017, FA1019-FA1028, FA1030-FA",NA,"07000973","Hendrix College Addition Neighborhood","Hendrix College Addition Neighborhood Historic District, Faulkner, Arkansas",34.3560402,-94.0548212
"29","00001645","AD","Robinson Historic District (Additional Documentation)","Arkansas","Faulkner","Conway","Roughly bounded by Cross, Prince, Faulkner, and Watkins Sts., and Robinson Ave.","Listed","Add.doc.",FALSE,103,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2001-01-29,NA,NA,NA,"00001645","Robinson (Additional Documentation)","Robinson Historic District (Additional Documentation), Faulkner, Arkansas",34.3560402,-94.0548212
"30","100001647","SG","Scull Historic District","Arkansas","Faulkner","Conway","428 & 432 Conway Blvd.","Listed","Single",FALSE,0.9,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-09-21,NA,"FA1379; FA1378",NA,"100001647","Scull","Scull Historic District, Faulkner, Arkansas",34.3560402,-94.0548212
"31","13000064",NA,"University Of Central Arkansas Historic District","Arkansas","Faulkner","Conway","201 Donaghey Ave.","Listed","Single",FALSE,0.1,"Education; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-03-13,NA,"Arkansas State Teachers College Historic District; FA1044; FA1040; FA0999; F0539; FA1362; FA1363; FA1029 A",NA,"13000064","University Of Central Arkansas","University Of Central Arkansas Historic District, Faulkner, Arkansas",35.0775857,-92.4573171
"32","08000462",NA,"Charleston Commercial Historic District","Arkansas","Franklin","Charleston","Main St. roughly from AR 217 to Tilden St.","Listed","Single",FALSE,2.5,"Architecture; Community Planning And Development; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2008-05-29,NA,"FR0010,FR0215-FR0236,FR0239",NA,"08000462","Charleston Commercial","Charleston Commercial Historic District, Franklin, Arkansas",35.297126,-94.039391
"33","94001616",NA,"Gray Spring Recreation Area-Forest Service Road 1003 Historic District","Arkansas","Franklin","Cass","Forest Service Rd. 1003, Ozark--St. Francis NF","Listed","Multiple",FALSE,60,"Social History; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-09-11,NA,NA,NA,"94001616","Gray Spring Recreation Area-Forest Service Road 1003","Gray Spring Recreation Area-Forest Service Road 1003 Historic District, Franklin, Arkansas",35.841994,-91.912842
"34","02001599",NA,"Ozark Courthouse Square Historic District","Arkansas","Franklin","Ozark","Roughly W. Commercial, W. Main, 2nd and 3rd St., Courthouse Sq.","Listed","Single",FALSE,0.9,"Architecture; Commerce; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2002-12-27,NA,NA,NA,"02001599","Ozark Courthouse Square","Ozark Courthouse Square Historic District, Franklin, Arkansas",35.486907,-93.827202
"35","05001590",NA,"Army And Navy General Hospital Historic District","Arkansas","Garland","Hot Springs","105, 200, 417, 421 and 425 Reserve St.","Listed","Single",FALSE,10,"Health/Medicine; Architecture; Education","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,2007-02-09,NA,"Hot Springs Rehabilitation Center",NA,"05001590","Army And Navy General Hospital","Army And Navy General Hospital Historic District, Garland, Arkansas",34.9551176,-90.4622062
"36","04000007",NA,"Bellaire Court Historic District","Arkansas","Garland","Hot Springs","637 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Bellaire Apartments",NA,"04000007","Bellaire Court","Bellaire Court Historic District, Garland, Arkansas",34.53062,-93.04533
"37","93001079",NA,"Camp Clearfork Historic District","Arkansas","Garland","Crystal Springs","S of US 270, W of Crystal Springs, Ouachita NF","Listed","Multiple",FALSE,21,"Entertainment/Recreation; Architecture; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1993-10-21,NA,"GA 0084-GA 0097",NA,"93001079","Camp Clearfork","Camp Clearfork Historic District, Garland, Arkansas",34.510941995221,-93.387391662868
"38","07000200",NA,"Ccc Company 3767 Powder Magazine Historic District","Arkansas","Garland","Jessieville","K59P Rd. N of Forest Service Rd. 11 (Gladstone Rd.)","Listed","Multiple",FALSE,6,"Social History; Conservation","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-03-30,NA,"GA0148; GA0149",NA,"07000200","Ccc Company 3767 Powder Magazine","Ccc Company 3767 Powder Magazine Historic District, Garland, Arkansas",34.9551176,-90.4622062
"39","04000005",NA,"Cottage Courts Historic District","Arkansas","Garland","Hot Springs","603 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Cottage Motel",NA,"04000005","Cottage Courts","Cottage Courts Historic District, Garland, Arkansas",34.53062,-93.04533
"40","03001098",NA,"Fordyce-Ricks House Historic District","Arkansas","Garland","Hot Springs","1501 Park Ave.","Listed","Single",FALSE,37,"Architecture; Landscape Architecture; Transportation; Military; Politics/Government","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2003-10-31,NA,"The Cabin; Site # GA0487","Hot Springs","03001098","Fordyce-Ricks House","Fordyce-Ricks House Historic District, Garland, Arkansas",34.9551176,-90.4622062
"41","93001089",NA,"Forest Service Headquarters Historic District","Arkansas","Garland","Hot Springs","S of jct. of Winona and Indiana Sts.","Listed","Multiple",FALSE,4,"Conservation; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1993-10-20,NA,"GA 0072-GA 0077",NA,"93001089","Forest Service Headquarters","Forest Service Headquarters Historic District, Garland, Arkansas",34.9551176,-90.4622062
"42","85001370",NA,"Hot Springs Central Avenue Historic District","Arkansas","Garland","Hot Springs","Central Ave., from Prospect to Park Sts.","Listed","Single",FALSE,22,"Commerce; Architecture","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,1985-06-25,NA,"See Also:Arlington Hotel;Wade Clinic;Medical Arts Building",NA,"85001370","Hot Springs Central Avenue","Hot Springs Central Avenue Historic District, Garland, Arkansas",34.51564,-93.05379
"43","100004164","BC","Hot Springs Central Avenue Historic District (Boundary Decrease)","Arkansas","Garland","Hot Springs","Central Ave., from Prospect to Park Sts.","Listed","Boundary",FALSE,24.2,"Commerce; Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-07-08,NA,"Site #GA0049",NA,"85001370","Hot Springs Central Avenue (Boundary Decrease)","Hot Springs Central Avenue Historic District (Boundary Decrease), Garland, Arkansas",34.51564,-93.05379
"44","07000957",NA,"Hot Springs Central Avenue Historic District (Boundary Increase)","Arkansas","Garland","Hot Springs","101 Park Ave.","Listed","Single",FALSE,0.9,"Architecture; Health/Medicine","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-09-19,NA,NA,NA,"07000957","Hot Springs Central Avenue (Boundary Increase)","Hot Springs Central Avenue Historic District (Boundary Increase), Garland, Arkansas",34.51564,-93.05379
"45","96000526",NA,"Hot Springs Railroad Warehouse Historic District","Arkansas","Garland","Hot Springs","401--439 Broadway","Listed","Single",FALSE,2,"Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1996-05-27,NA,NA,NA,"96000526","Hot Springs Railroad Warehouse","Hot Springs Railroad Warehouse Historic District, Garland, Arkansas",34.502785,-93.055659
"46","93000480",NA,"Klein, George, Tourist Court Historic District","Arkansas","Garland","Hot Springs","501 Morrison St.","Listed","Single",FALSE,0.9,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1993-06-08,NA,"Green Elf Court",NA,"93000480","Klein, George, Tourist Court","Klein, George, Tourist Court Historic District, Garland, Arkansas",34.9551176,-90.4622062
"47","04000010",NA,"Lynwood Tourist Court Historic District","Arkansas","Garland","Hot Springs","857 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Lynwood Motel; Site # GA0618",NA,"04000010","Lynwood Tourist Court","Lynwood Tourist Court Historic District, Garland, Arkansas",34.9551176,-90.4622062
"48","04000013",NA,"Mountainaire Hotel Historic District","Arkansas","Garland","Hot Springs","1100 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Sites # GA0713 - GA0714",NA,"04000013","Mountainaire Hotel","Mountainaire Hotel Historic District, Garland, Arkansas",34.9551176,-90.4622062
"49","11000690","AD","Ouachita Avenue Historic District","Arkansas","Garland","Hot Springs","Bounded by Ouachita Ave., Orange St., Central Ave. & Olive St.","Listed","Add.doc.",FALSE,9,"Commerce; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-09-23,NA,NA,NA,"11000690","Ouachita Avenue","Ouachita Avenue Historic District, Garland, Arkansas",34.51564,-93.05379
"50","04000009",NA,"Parkway Courts Historic District","Arkansas","Garland","Hot Springs","815 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Budget Inn; Site # GA0617",NA,"04000009","Parkway Courts","Parkway Courts Historic District, Garland, Arkansas",34.53062,-93.04533
"51","04000012","AD","Perry Plaza Court Historic District (Additional Documentation)","Arkansas","Garland","Hot Springs","1007 Park Ave.","Listed","Add.doc.",FALSE,0.9,"Transportation; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-02-11,NA,"Perry Plaza Motel; Site # GA0621",NA,"04000012","Perry Plaza Court (Additional Documentation)","Perry Plaza Court Historic District (Additional Documentation), Garland, Arkansas",34.53062,-93.04533
"52","03000532",NA,"Pleasant Street Historic District","Arkansas","Garland","Hot Springs","Roughly bounded by Malvern Av., Pleasant, Church, Gulpha, Garden, Grove and Kirk Sts.","Listed","Single",FALSE,30,"Community Planning And Development; Black; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2003-06-20,NA,"John L. Webb Neighborhood Historic District",NA,"03000532","Pleasant Street","Pleasant Street Historic District, Garland, Arkansas",34.50519114475,-93.04655703262
"53","99000821",NA,"Quapaw-Prospect Historic District","Arkansas","Garland","Hot Springs","Roughly bounded by Quapaw and Prospect Aves.","Listed","Single",FALSE,10,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2002-03-08,NA,"GA0154--GA0472",NA,"99000821","Quapaw-Prospect","Quapaw-Prospect Historic District, Garland, Arkansas",34.50650272076,-93.062859578597
"54","04000497",NA,"Taylor Rosamond Motel Historic District","Arkansas","Garland","Hot Springs","316 Park Ave.","Listed","Multiple",FALSE,0.9,"Transportation","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-05-26,NA,NA,NA,"04000497","Taylor Rosamond Motel","Taylor Rosamond Motel Historic District, Garland, Arkansas",34.9551176,-90.4622062
"55","12001055",NA,"Whittington Park Historic District","Arkansas","Garland","Hot Springs","Whittington Ave. & Sabie St. between Water & Woodfin Sts.","Listed","Single",FALSE,45.3,"Architecture; Community Planning And Development; Black; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-19,NA,NA,"Hot Springs","12001055","Whittington Park","Whittington Park Historic District, Garland, Arkansas",34.515898,-93.0740948
"56","03000646",NA,"Paragould Downtown Commercial Historic District","Arkansas","Greene","Paragould","Roughly bounded by 3rd Ave., Kingshighway, 3 1/2 St., and W. Highland St.","Listed","Single",FALSE,40,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2003-07-18,NA,NA,NA,"03000646","Paragould Downtown Commercial","Paragould Downtown Commercial Historic District, Greene, Arkansas",36.0526594,-90.5052079
"57","04001031",NA,"Dooley's Ferry Fortifications Historic District","Arkansas","Hempstead","Spring Hill","Address Restricted","Listed","Single",TRUE,24,"Military","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2004-09-22,NA,"HE0802; HE0803; HE0805; HE0806",NA,"04001031","Dooley's Ferry Fortifications","Dooley's Ferry Fortifications Historic District, Hempstead, Arkansas",33.7353,-93.66844
"58","95000904",NA,"North Elm Street Historic District","Arkansas","Hempstead","Hope","Roughly bounded by the Union Pacific RR tracks, Hervey St., G Ave. and Hazel St.","Listed","Single",FALSE,85,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-07-28,NA,"See Also:Foster House;Ward-Jackson House;Bill Clinton Birthp",NA,"95000904","North Elm Street","North Elm Street Historic District, Hempstead, Arkansas",33.727822068166,-93.475588117076
"59","95000903",NA,"North Washington Street Historic District","Arkansas","Hempstead","Hope","Along N. Washington St., between B and E Sts., E side","Listed","Single",FALSE,5,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-07-28,NA,NA,NA,"95000903","North Washington Street","North Washington Street Historic District, Hempstead, Arkansas",33.77580150501,-93.686680516255
"60","99000230",NA,"Southwestern Proving Ground Airport Historic District","Arkansas","Hempstead","Hope","Hope Municipal Airport, Airport Rd.","Listed","Single",FALSE,40,"Military","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,1999-06-10,NA,"HE0783",NA,"99000230","Southwestern Proving Ground Airport","Southwestern Proving Ground Airport Historic District, Hempstead, Arkansas",33.72278,-93.65139
"61","08000437",NA,"Southwestern Proving Ground Officers Quarters Historic District","Arkansas","Hempstead","Oakhaven","359-383 Oakhaven","Listed","Single",FALSE,70,"Military","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2008-07-08,NA,"Sites #HE0192, HE0384, HE0721-HE737, HE850; Oakhaven Historic District",NA,"08000437","Southwestern Proving Ground Officers Quarters","Southwestern Proving Ground Officers Quarters Historic District, Hempstead, Arkansas",33.7353,-93.66844
"62","72000204",NA,"Washington Historic District","Arkansas","Hempstead","Washington","Boundaries correspond to original 1824 plat of city","Listed","Single",FALSE,640,"Commerce; Military; Architecture","District",NA,FALSE,TRUE,FALSE,FALSE,FALSE,1972-06-20,NA,NA,NA,"72000204","Washington","Washington Historic District, Hempstead, Arkansas",33.77484,-93.68296
"63","01000487",NA,"Couchwood Historic District","Arkansas","Hot Spring","Hot Springs","601 Couchwood Rd.","Listed","Single",FALSE,17,"Architecture; Entertainment/Recreation; Landscape Architecture; Agriculture; Transportation","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2001-05-17,NA,NA,NA,"01000487","Couchwood","Couchwood Historic District, Hot Spring, Arkansas",34.449105387487,-92.919256806601
"64","15000625",NA,"Lawyers' Row Historic District","Arkansas","Hot Spring","Malvern","118, 120, 130, 132 W. 2nd St.","Listed","Single",FALSE,1.2,"Law","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-09-28,NA,NA,NA,"15000625","Lawyers' Row","Lawyers' Row Historic District, Hot Spring, Arkansas",34.51564,-93.05379
"65","15000626",NA,"Malvern Commercial Historic District","Arkansas","Hot Spring","Malvern","Bounded by W. 1st., S. Main, W. 5th & Locust Sts.","Listed","Single",FALSE,10,"Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-09-28,NA,NA,NA,"15000626","Malvern Commercial","Malvern Commercial Historic District, Hot Spring, Arkansas",34.362369,-92.812347
