"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"11","12000142","MP","Tuscaloosa Veterans Administration Hospital Historic District","Alabama","Tuscaloosa","Tuscaloosa","3701 Loop Rd., E.","Listed","Multiple",FALSE,60,"Architecture; Health/Medicine; Politics/Government","District","https://catalog.archives.gov/id/77835600",FALSE,FALSE,TRUE,FALSE,FALSE,2012-03-07,NA,"Tuscaloosa Veterans Affairs Medical Center",NA,"12000142","Tuscaloosa Veterans Administration Hospital","Tuscaloosa Veterans Administration Hospital Historic District, Tuscaloosa, Alabama",33.19122,-87.48564
"12","04000233",NA,"Jasper Downtown Historic District","Alabama","Walker","Jasper","Roughly bounded by 17th St., Corona Ave., 20th St., and 8th Ave.","Listed","Single",FALSE,400,"Architecture; Commerce","District","https://catalog.archives.gov/id/77837511",FALSE,FALSE,FALSE,TRUE,FALSE,2004-03-31,NA,NA,NA,"04000233","Jasper Downtown","Jasper Downtown Historic District, Walker, Alabama",33.83132,-87.2787
"13","99000249",NA,"Furman Historic District","Alabama","Wilcox","Furman","Roughly along Old Snow Hill Rd., Cty. Rd. 59, Burson Rd., and AL 21","Listed","Single",FALSE,1030,"Architecture; Exploration/Settlement; Community Planning And Development; Art","District","https://catalog.archives.gov/id/77837547",FALSE,FALSE,FALSE,TRUE,FALSE,1999-05-13,NA,NA,NA,"99000249","Furman","Furman Historic District, Wilcox, Alabama",32.00344,-86.96417
"14","98000711",NA,"Oak Hill Historic District","Alabama","Wilcox","Oak Hill","Area around Jct. AL 10 and Al 21","Listed","Single",FALSE,675,"Architecture; Exploration/Settlement; Community Planning And Development","District","https://catalog.archives.gov/id/77837545",FALSE,FALSE,FALSE,TRUE,FALSE,1998-06-26,NA,NA,NA,"98000711","Oak Hill","Oak Hill Historic District, Wilcox, Alabama",31.92188,-87.08368
"15","99000248",NA,"Pine Apple Historic District","Alabama","Wilcox","Pine Apple","Roughly along Old Depot, Cty. Rd. 59, 7 and 61, Broad St. Banana St. AL 10 and Adams Dr.","Listed","Single",FALSE,335,"Architecture; Commerce; Education; Exploration/Settlement","District","https://catalog.archives.gov/id/77837539",FALSE,FALSE,FALSE,TRUE,FALSE,1999-02-26,NA,NA,NA,"99000248","Pine Apple","Pine Apple Historic District, Wilcox, Alabama",31.87207,-86.98972
"16","79000405",NA,"Wilcox County Courthouse Historic District","Alabama","Wilcox","Camden","Irregular pattern along Broad St.","Listed","Single",FALSE,6.5,"Commerce; Politics/Government; Architecture","District","https://catalog.archives.gov/id/77837541",FALSE,FALSE,TRUE,FALSE,FALSE,1979-01-18,NA,NA,NA,"79000405","Wilcox County Courthouse","Wilcox County Courthouse Historic District, Wilcox, Alabama",31.99123,-87.2891
"17","66000156",NA,"Seal Island Historic District","Alaska","Aleutian Islands","Pribilof Islands","St. Paul and St. George Islands","Listed","Single",FALSE,6970,"Industry; Native American; Conservation","District","https://catalog.archives.gov/id/75325279",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2062-06-13,"The Seal Islands;Pribilof Islands;See Also:80000744;80000743; Fur Seal Rookeries",NA,"66000156","Seal Island","Seal Island Historic District, Aleutian Islands, Alaska",56.90778,-170.04056
"18","100003171","SG","Block 13 Army Housing Association Historic District","Alaska","Anchorage","Anchorage","E 10th & 11th Aves., Barrow & Cordova Sts.","Listed","Single",FALSE,3,"Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-12-03,NA,"AHRS Site No. ANC-04056",NA,"100003171","Block 13 Army Housing Association","Block 13 Army Housing Association Historic District, Anchorage, Alaska",61.216583,-149.899597
"19","14001147",NA,"Government Hill Federal Housing Historic District","Alaska","Anchorage","Anchorage","W. Harvard, Delaney & Brown Sts.","Listed","Single",FALSE,5.1,"Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-01-14,NA,"AHRS Site No. ANC-02108",NA,"14001147","Government Hill Federal Housing","Government Hill Federal Housing Historic District, Anchorage, Alaska",61.22856,-149.88626
"20","79000410",NA,"Kijik Historic District","Alaska","Bristol Bay","Nondalton","Address Restricted","Listed","Single",TRUE,12,"Historic - Aboriginal","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,1979-01-29,NA,"AHRS Site No. XLC-001;Kijik Village;see also: Kijik Archeolo","Lake Clark","79000410","Kijik","Kijik Historic District, Bristol Bay, Alaska",58.75056,-156.83333
"21","100004070","RS","Mount Mckinley National Park Road Historic District","Alaska","Denali","Denali Park","Mile 237.3 George Parks Hwy. (AK 3)","Listed","Resubmission",FALSE,3360,"Entertainment/Recreation; Transportation; Landscape Architecture","District",NA,FALSE,TRUE,TRUE,FALSE,FALSE,2020-06-30,NA,"Denali Park Road Historic District; McKinley Park Road; Denali Park Road; , Denali National Park and Preserve Route 10","Denali","100004070","Mount Mckinley National Park Road","Mount Mckinley National Park Road Historic District, Denali, Alaska",63.47751,-152.43974
"22","87000703",NA,"Ester Camp Historic District","Alaska","Fairbanks North Star","Ester","Off AK 3","Listed","Single",FALSE,11.4,"Industry","District","https://catalog.archives.gov/id/75325476",FALSE,FALSE,FALSE,TRUE,FALSE,1987-05-06,NA,"Cripple Creek Resort;FAI-204",NA,"87000703","Ester Camp","Ester Camp Historic District, Fairbanks North Star, Alaska",64.84662,-148.01943
"23","01000966",NA,"Illinois Street Historic District","Alaska","Fairbanks North Star","Fairbanks","300-700 Illinois St.","Listed","Single",FALSE,27,"Industry; Architecture; Community Planning And Development","District","https://catalog.archives.gov/id/75325480",FALSE,FALSE,FALSE,TRUE,FALSE,2001-09-14,NA,NA,NA,"01000966","Illinois Street","Illinois Street Historic District, Fairbanks North Star, Alaska",64.8496,-147.71987
"24","79003755",NA,"Nabesna Gold Mine Historic District","Alaska","Fairbanks North Star","Nabesna","Base of White Mountain","Listed","Single",FALSE,330.6,"Industry","District","https://catalog.archives.gov/id/75325834",FALSE,FALSE,TRUE,FALSE,FALSE,1979-05-25,NA,"AHRS NAB 011",NA,"79003755","Nabesna Gold Mine","Nabesna Gold Mine Historic District, Fairbanks North Star, Alaska",62.37171,-143.01261
"25","95000420",NA,"Chicken Ridge Historic District","Alaska","Juneau","Juneau","Roughly, along Seventh St., Goldbelt Ave., Dixon St. and Basin Rd.","Listed","Single",FALSE,17,"Exploration/Settlement","District","https://catalog.archives.gov/id/75325533",FALSE,FALSE,FALSE,TRUE,FALSE,1995-10-12,NA,"AHRS Site No. JUN-599;See Also:Wickersham House",NA,"95000420","Chicken Ridge","Chicken Ridge Historic District, Juneau, Alaska",58.30386,-134.41092
"26","94000603",NA,"Juneau Downtown Historic District","Alaska","Juneau","Juneau","Roughly, Franklin St. from Second St. to S of Ewing Way, Second and First Sts. from Franklin to Main St., and Front St.","Listed","Single",FALSE,17,"Architecture; Commerce; Exploration/Settlement","District","https://catalog.archives.gov/id/75325535",FALSE,FALSE,FALSE,TRUE,FALSE,1994-06-17,NA,"AHRS Site No. JUN-456.See Also:Valentine Building;Alaska Ste",NA,"94000603","Juneau Downtown","Juneau Downtown Historic District, Juneau, Alaska",58.29947,-134.40423
"27","86001475",NA,"Cooper Landing Historic District","Alaska","Kenai Peninsula","Cooper Landing","AK 1","Listed","Single",FALSE,3.4,"Commerce; Education; Exploration/Settlement","District","https://catalog.archives.gov/id/75325550",FALSE,FALSE,FALSE,TRUE,FALSE,1986-08-21,NA,"Riddiford;See Also:Homesite No. 27",NA,"86001475","Cooper Landing","Cooper Landing Historic District, Kenai Peninsula, Alaska",60.48917,-149.83256
"28","72001583",NA,"Hope Historic District","Alaska","Kenai Peninsula","Hope","Mile 17, Hope Rd.","Listed","Single",FALSE,15,"Industry","District","https://catalog.archives.gov/id/75325582",FALSE,FALSE,TRUE,FALSE,FALSE,1972-04-25,NA,"Hope City",NA,"72001583","Hope","Hope Historic District, Kenai Peninsula, Alaska",60.91873,-149.64081
"29","97000892",NA,"Sunrise City Historic District","Alaska","Kenai Peninsula","Hope","Address Restricted","Listed","Single",TRUE,45,"Exploration/Settlement; Commerce; Historic - Non-Aboriginal","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1997-08-19,NA,"Sunrise;Sunrise Townsite;AHRS No. SEW-820",NA,"97000892","Sunrise City","Sunrise City Historic District, Kenai Peninsula, Alaska",60.8903,-149.42402
"30","14000454",NA,"Creek Street Historic District","Alaska","Ketchikan Gateway","Ketchikan","Creek St., Married Man's Trail & Totem Way","Listed","Single",FALSE,4,"Community Planning And Development; Social History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-08-06,NA,"AHRS Site No. KET-00031",NA,"14000454","Creek Street","Creek Street Historic District, Ketchikan Gateway, Alaska",55.3424,-131.64189
"31","16000467",NA,"Downtown Ketchikan Historic District","Alaska","Ketchikan Gateway","Ketchikan","Front, Main, Mission, Dock & Mill Sts.","Listed","Single",FALSE,12.5,"Exploration/Settlement; Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-10-02,NA,"Alaska Heritage Resources Survey KET-1320",NA,"16000467","Downtown Ketchikan","Downtown Ketchikan Historic District, Ketchikan Gateway, Alaska",55.34475,-131.65605
"32","96000062",NA,"Stedman-Thomas Historic District","Alaska","Ketchikan Gateway","Ketchikan","Stedman, Thomas, Inman, Brown, and Tatsudu Sts.","Listed","Single",FALSE,5,"Pacific-Islander; Native American; Commerce; Asian","District","https://catalog.archives.gov/id/75325614",FALSE,FALSE,FALSE,TRUE,FALSE,1996-02-21,NA,"Indian Town;AHRS Site No. KET-341",NA,"96000062","Stedman-Thomas","Stedman-Thomas Historic District, Ketchikan Gateway, Alaska",55.3372565,-131.6329392
"33","03000192",NA,"Kukak Cannery Archeological Historic District","Alaska","Lake And Peninsula","Kukak Bay","Katmai Nationa Park and Preserve","Listed","Single",FALSE,0.1,"Industry; Maritime History; Historic - Non-Aboriginal","District","https://catalog.archives.gov/id/75325643",FALSE,FALSE,FALSE,TRUE,FALSE,2003-04-07,NA,"Hemrich Packing Co.; Seashore Packing Co.; AHRS# XMK-00060; Pioneer Packing Co.; Surf Canneries and Mainland Fisheries","Katmai","03000192","Kukak Cannery Archeological","Kukak Cannery Archeological Historic District, Lake And Peninsula, Alaska",58.31694,-154.18873
"34","93000321",NA,"Talkeetna Historic District","Alaska","Matanuska-Susitna","Talkeetna","Roughly bounded by C, First, D and Front Sts.","Listed","Single",FALSE,6.4,"Exploration/Settlement","District","https://catalog.archives.gov/id/75325664",FALSE,FALSE,FALSE,TRUE,FALSE,1993-04-26,NA,"AHRS Site No. TAL-033;See Also:Fairview Inn",NA,"93000321","Talkeetna","Talkeetna Historic District, Matanuska-Susitna, Alaska",62.32318,-150.11437
"35","02000627",NA,"Chief Son-I-Hat's Whale House And Totems Historic District","Alaska","Prince Of Wales-Outer K.","Kasaan","Totem Park Trail","Listed","Single",FALSE,705,"Architecture; Art; Native American; Conservation","District","https://catalog.archives.gov/id/75325736",FALSE,FALSE,FALSE,TRUE,FALSE,2002-06-11,NA,NA,NA,"02000627","Chief Son-I-Hat's Whale House And Totems","Chief Son-I-Hat's Whale House And Totems Historic District, Prince Of Wales-Outer K., Alaska",55.54116,-132.41878
"36","100011911","SG","Wolf Creek Boatworks Historic District","Alaska","Prince Of Wales-Outer K.","Hollis","2 mi. NE of E end of Aurora Dr, Tongass National Forest","Listed","Single",FALSE,10,"Commerce; Industry; Maritime History","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2025-06-03,NA,"CRG-346",NA,"100011911","Wolf Creek Boatworks","Wolf Creek Boatworks Historic District, Prince Of Wales-Outer K., Alaska",65.6142,-168.08112
"37","66000943",NA,"Skagway Historic District And White Pass","Alaska","Skagway-Yakutat-Angoon","Skagway And","Head of Taiya Inlet on Lynn Canal","Listed","Single",FALSE,10,"Architecture","District","https://catalog.archives.gov/id/75325339",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2062-06-13,NA,"Klondike Gold Rush","66000943","Skagway And White Pass","Skagway Historic District And White Pass, Skagway-Yakutat-Angoon, Alaska",59.54476,-135.20805
"38","91000252",NA,"Big Delta Historic District","Alaska","Southeast Fairbanks","Delta Junction","Richardson Hwy., Mile 274.5 at jct. of Tanana and Delta Rivers","Listed","Single",FALSE,10.3,"Commerce; Transportation; Communications","District","https://catalog.archives.gov/id/75325802",FALSE,FALSE,FALSE,TRUE,FALSE,1991-03-20,NA,"Big Delta State Historical Park;AHRS Site No. XBD-132;See Al",NA,"91000252","Big Delta","Big Delta Historic District, Southeast Fairbanks, Alaska",64.15463,-145.84012
"39","01001053",NA,"Chicken Historic District","Alaska","Southeast Fairbanks","Eagle","Mi. 66.5 Taylor Hwy.","Listed","Single",FALSE,3,"Commerce; Industry","District","https://catalog.archives.gov/id/75325793",FALSE,FALSE,FALSE,TRUE,FALSE,2001-09-30,NA,"AHRS Site No. EAG-00008",NA,"01001053","Chicken","Chicken Historic District, Southeast Fairbanks, Alaska",64.07475,-141.93233
"40","70000919",NA,"Eagle Historic District","Alaska","Southeast Fairbanks","Eagle","Mile 0, Taylor Hwy.","Listed","Single",FALSE,360,"Communications","District","https://catalog.archives.gov/id/75325795",FALSE,TRUE,FALSE,FALSE,FALSE,1970-10-27,1978-06-02,"Eagle,City of;Egbert,Harry C.,Fort Site",NA,"70000919","Eagle","Eagle Historic District, Southeast Fairbanks, Alaska",64.7911,-141.21547
"41","85002999",NA,"Chisana Historic District","Alaska","Valdez-Cordova","Chisana","Extending W 1/4 mi. from SE end of Chisana Airstrip and parallel to Johnson Creek","Listed","Single",FALSE,30,"Transportation; Exploration/Settlement; Politics/Government; Architecture","District","https://catalog.archives.gov/id/75325810",FALSE,FALSE,TRUE,FALSE,FALSE,1985-11-29,NA,"Shushana;Chathanda City;Johnson City","Wrangell-St. Elias","85002999","Chisana","Chisana Historic District, Valdez-Cordova, Alaska",62.06551,-142.04681
"42","01000024",NA,"Gakona Historic District","Alaska","Valdez-Cordova","Gakona","Mile 2, Tok Cutoff-Glenn Hwy","Listed","Single",FALSE,7,"Transportation; Commerce","District","https://catalog.archives.gov/id/75325843",FALSE,FALSE,FALSE,TRUE,FALSE,2001-02-02,NA,"Gakona Roadhouse; Gakona Lodge and Trading Post",NA,"01000024","Gakona","Gakona Historic District, Valdez-Cordova, Alaska",62.30208,-145.30289
"43","82004899",NA,"Red Dragon Historic District","Alaska","Valdez-Cordova","Cordova","Lake St.","Listed","Single",FALSE,0.9,"Art; Exploration/Settlement; Architecture; Religion; Social History","District","https://catalog.archives.gov/id/75325808",FALSE,FALSE,TRUE,FALSE,FALSE,1982-08-31,NA,"AHRS No. COR-170;Red Dragon Reading Room &amp; Episcopal Church",NA,"82004899","Red Dragon","Red Dragon Historic District, Valdez-Cordova, Alaska",60.54216,-145.75781
"44","90000854","AD","Us Naval Station Tutuila Historic District","American Samoa","Eastern","Fagatogo And Utulei","Between Togotogo Ridge and W side of Pago Pago Harbor, on waterfronts of Fagatogo and Utulei villages","Listed","Add.doc.",FALSE,11.5,"Military; Politics/Government","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,1990-06-20,NA,"See Also:72001443;74002180;72001441;72001442",NA,"90000854","Us Naval Station Tutuila","Us Naval Station Tutuila Historic District, Eastern, American Samoa",-14.28194,-170.68417
"45","07000506",NA,"Chinle Franciscan Mission Historic District","Arizona","Apache","Chinle","Indian Service Rte 7, across road and SW of the Chinle Judicial complex and Police Station","Listed","Single",FALSE,2.9,"Exploration/Settlement; Religion; Community Planning And Development; Politics/Government","District","https://catalog.archives.gov/id/75609595",FALSE,FALSE,FALSE,TRUE,FALSE,2007-06-05,NA,"Annunciation Mission; Our Lady of Fatima Catholic Church",NA,"07000506","Chinle Franciscan Mission","Chinle Franciscan Mission Historic District, Apache, Arizona",36.152423,-109.556702
"46","93000626",NA,"Colter Ranch Historic District","Arizona","Apache","Eagar","Jct. of 4th St. and School Bus Rd.","Listed","Single",FALSE,73,"Agriculture; Politics/Government","District","https://catalog.archives.gov/id/75609570",FALSE,FALSE,FALSE,TRUE,FALSE,1993-07-09,NA,"Cross Bar (brand) Ranch",NA,"93000626","Colter Ranch","Colter Ranch Historic District, Apache, Arizona",34.1075849,-109.3249508
"47","93000625",NA,"Eagar Townsite Historic District","Arizona","Apache","Eagar","Roughly bounded by Central Ave., Main St., 1st Ave. and Eagar St., 2nd Ave and Harless St., 3rd Ave. and Eagar St.","Listed","Single",FALSE,54,"Community Planning And Development","District","https://catalog.archives.gov/id/75609585",FALSE,FALSE,FALSE,TRUE,FALSE,1993-07-23,NA,NA,NA,"93000625","Eagar Townsite","Eagar Townsite Historic District, Apache, Arizona",32.9975719,-109.3098718
"48","05000284",NA,"Painted Desert Community Complex Historic District","Arizona","Apache","Petrified Forest National Park","One Park Rd.","Listed","Single",FALSE,24,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/75609587",FALSE,TRUE,FALSE,FALSE,FALSE,2005-04-15,NA,NA,"Petrified Forest","05000284","Painted Desert Community Complex","Painted Desert Community Complex Historic District, Apache, Arizona",31.6905749,-109.1324316
"49","100000838","NL","Painted Desert Community Complex Historic District","Arizona","Apache","Petrified Forest National Park","One Park Rd.","Listed","Nhl",FALSE,24,"Community Planning And Development; Architecture","District",NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2016-12-23,NA,NA,"05000284","Painted Desert Community Complex","Painted Desert Community Complex Historic District, Apache, Arizona",31.6905749,-109.1324316
"50","94000079",NA,"Benson Railroad Historic District","Arizona","Cochise","Benson","200 & 300 Blocks, E. 3rd St.","Listed","Multiple",FALSE,2,"Architecture","District","https://catalog.archives.gov/id/75607961",FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-11,NA,NA,NA,"94000079","Benson Railroad","Benson Railroad Historic District, Cochise, Arizona",32.162506302376,-109.891747640755
"51","80004487",NA,"Bisbee Historic District","Arizona","Cochise","Bisbee","US 80","Listed","Single",FALSE,250,"Industry; Social History; Architecture","District","https://catalog.archives.gov/id/75609644",FALSE,TRUE,FALSE,FALSE,FALSE,1980-07-03,NA,"See Also:Phelps Dodge General Office Building",NA,"80004487","Bisbee","Bisbee Historic District, Cochise, Arizona",31.421323421931,-109.886396819855
"52","10000233","AD","Bisbee Residential Historic District (Additional Documentation)","Arizona","Cochise","Bisbee","Roughly bounded by the City of Bisbee city limits north of Lavender Pit Mine, excluding existing Bisbee Historic District","Listed","Add.doc.",FALSE,480,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/75609664",FALSE,FALSE,FALSE,TRUE,FALSE,2010-10-15,NA,NA,NA,"10000233","Bisbee Residential (Additional Documentation)","Bisbee Residential Historic District (Additional Documentation), Cochise, Arizona",32.113054,-109.912724
"53","12000853",NA,"Camp Naco Historic District","Arizona","Cochise","Naco","Jct. of Willson Rd. & Newell St.","Listed","Single",FALSE,19.1,"Military","District","https://catalog.archives.gov/id/75609670",FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-17,NA,"Fort Naco, CCC Camp 3839, Newell's Camp",NA,"12000853","Camp Naco","Camp Naco Historic District, Cochise, Arizona",31.400930436919,-109.917664150129
"54","85000146",NA,"Douglas Historic District","Arizona","Cochise","Douglas","Roughly bounded by Pan American, H, and F Aves. along 8th,  10th, 11th, 12th, and 13th Sts. and G Ave.","Listed","Single",FALSE,26.5,"Industry; Commerce; Architecture","District","https://catalog.archives.gov/id/75609632",FALSE,FALSE,TRUE,FALSE,FALSE,1985-01-31,NA,"See Also:Gadsden Hotel;Grand Theatre",NA,"85000146","Douglas","Douglas Historic District, Cochise, Arizona",31.429116349174,-109.889365128591
"55","86002095",NA,"Douglas Residential Historic District","Arizona","Cochise","Douglas","Roughly bounded by Twelfth St., Carmelita Ave., Seventh St., and East Ave.","Listed","Single",FALSE,122,"Architecture; Social History","District","https://catalog.archives.gov/id/75609650",FALSE,FALSE,FALSE,TRUE,FALSE,1986-07-31,NA,NA,NA,"86002095","Douglas Residential","Douglas Residential Historic District, Cochise, Arizona",31.344475,-109.545532
"56","87001793",NA,"Douglas Sonoran Historic District","Arizona","Cochise","Douglas","Roughly bounded by the W side of H Ave. between Sixth and Ninth Sts.","Listed","Single",FALSE,5.5,"Architecture; Social History","District","https://catalog.archives.gov/id/75609616",FALSE,FALSE,FALSE,TRUE,FALSE,1987-08-26,NA,NA,NA,"87001793","Douglas Sonoran","Douglas Sonoran Historic District, Cochise, Arizona",31.344475,-109.545532
"57","80000368",NA,"Faraway Ranch Historic District","Arizona","Cochise","Dos Cabezas","AZ 181","Listed","Single",FALSE,200,"Industry; Agriculture; Conservation; Military; Exploration/Settlement; Architecture; Social History","District","https://catalog.archives.gov/id/75609605",FALSE,TRUE,FALSE,FALSE,FALSE,1980-08-27,NA,"Faraway Ranch","Chiricahua","80000368","Faraway Ranch","Faraway Ranch Historic District, Cochise, Arizona",32.113054,-109.912724
"58","87000751",NA,"Railroad Avenue Historic District","Arizona","Cochise","Willcox","Roughly bounded by Curtis Ave., Stewart St., Southern Pacific RR tracks, and Grant St.","Listed","Multiple",FALSE,9,"Agriculture; Commerce; Transportation; Exploration/Settlement","District","https://catalog.archives.gov/id/75607951",FALSE,FALSE,FALSE,TRUE,FALSE,1987-05-27,NA,"See Also: Norton, John H., and Company",NA,"87000751","Railroad Avenue","Railroad Avenue Historic District, Cochise, Arizona",32.162506302376,-109.891747640755
"59","09000608",NA,"Schilling Ranch Historic District","Arizona","Cochise","Corral","6396 N. Schilling Ranch Rd.","Listed","Multiple",FALSE,2,"Agriculture","District","https://catalog.archives.gov/id/75607953",FALSE,FALSE,FALSE,TRUE,FALSE,2009-08-07,NA,"Winchester Ranch",NA,"09000608","Schilling Ranch","Schilling Ranch Historic District, Cochise, Arizona",32.311219469724,-110.141884341973
"60","66000171",NA,"Tombstone Historic District","Arizona","Cochise","Tombstone","U.S. 80","Listed","Single",FALSE,42,"Industry; Politics/Government; Social History","District","https://catalog.archives.gov/id/75609509",FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,"See Also:St. Paul`s Episcopal Church;Tombstone City Hall",NA,"66000171","Tombstone","Tombstone Historic District, Cochise, Arizona",31.451290818533,-109.928468951452
"61","100012280","RS","Warren Historic District","Arizona","Cochise","Bisbee","Generally bounded by Bisbee Road and Cole Avenue to the North, Adsit Street to the east and south, and Central Avenue to the west.","Listed","Resubmission",FALSE,290.51,"Community Planning And Development; Architecture; Industry","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2025-12-10,NA,"Warren, Arizona; Warren Townsite",NA,"100012280","Warren","Warren Historic District, Cochise, Arizona",31.449421369163,-109.92934709906
