Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude
74001074,NA,Standard Theatre,MISSOURI,Jackson,Kansas City,300 W. 12th St.,Listed,Single,FALSE,9.9,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819124,FALSE,FALSE,TRUE,FALSE,FALSE,6/5/74,NA,"Century Theatre, Shubert's Missouri, Folly Theater",NA,74001074,"300 W. 12th St., Kansas City, MISSOURI",39.100377438171,-94.587282209931
79001374,NA,Uptown Building and Theatre,MISSOURI,Jackson,Kansas City,3700--3712 Broadway,Listed,Single,FALSE,0.6,COMMERCE; ART; SOCIAL HISTORY; INVENTION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819166,FALSE,FALSE,FALSE,TRUE,FALSE,6/27/79,NA,"The Uptown, Uptown Theatre Building",NA,79001374,"3700--3712 Broadway, Kansas City, MISSOURI",39.06068527096,-94.591070662528
90001100,NA,Fox Theater,MISSOURI,Jasper,Joplin,415 S. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819529,FALSE,FALSE,FALSE,TRUE,FALSE,7/30/90,NA,Central Assembly Christian Life Center,NA,90001100,"415 S. Main St., Joplin, MISSOURI",37.086969654582,-94.512967334368
100009101,SG,Uptown Theatre,MISSOURI,Linn,Marceline,104 North Main St. U.S.A. (North Kansas Ave.),Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/3/23,NA,Dickinson Theatre; Cantwell Theatre,NA,100009101,"104 North Main St. U.S.A. (North Kansas Ave.), Marceline, MISSOURI",39.189491360071,-94.684073075039
100004271,SG,McCutchen Theatre,MISSOURI,Mississippi,Charleston,106 E. Commercial St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/6/19,NA,NA,NA,100004271,"106 E. Commercial St., Charleston, MISSOURI",36.923690767458,-89.349573994684
04000214,NA,Finke Opera House,MISSOURI,Moniteau,California,312 N. High St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63819786,FALSE,FALSE,FALSE,TRUE,FALSE,3/22/04,NA,Ritz Theatre,NA,04000214,"312 N. High St., California, MISSOURI",38.635200871038,-92.565281200542
91001407,NA,Bois d'Arc Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,MO J near jct. with Bois d'Arc Rd.,Listed,Multiple,FALSE,7,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,https://catalog.archives.gov/id/63817799,FALSE,FALSE,FALSE,TRUE,FALSE,9/27/91,NA,NA,NA,91001407,"MO J near jct. with Bois d'Arc Rd., Hughesville, MISSOURI",38.847397922883,-93.153415248325
91001399,NA,Hillview Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,Jct. of MO T and Hillview Rd.,Listed,Multiple,FALSE,8,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,https://catalog.archives.gov/id/63817801,FALSE,FALSE,FALSE,TRUE,FALSE,9/27/91,NA,NA,NA,91001399,"Jct. of MO T and Hillview Rd., Hughesville, MISSOURI",38.834178209693,-93.349413663777
06001134,NA,Community Theater,MISSOURI,Phelps,Newburg,117 First St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63819951,FALSE,FALSE,FALSE,TRUE,FALSE,12/20/06,NA,Lyric Theater; Newburg Theater; Regional Opera Company,NA,06001134,"117 First St., Newburg, MISSOURI",37.912686736282,-91.90140954773
100007361,SG,Moberly Municipal Auditorium,MISSOURI,Randolph,Moberly,201-299 West Rollins St.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/20/22,NA,NA,NA,100007361,"201-299 West Rollins St., Moberly, MISSOURI",39.418761259319,-92.439109306637
82003158,NA,Dougherty Auditorium,MISSOURI,Ray,Richmond,203 W. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63820068,FALSE,FALSE,TRUE,FALSE,FALSE,9/16/82,NA,Farris Theater,NA,82003158,"203 W. Main St., Richmond, MISSOURI",39.278153287842,-93.978116500181
83001039,NA,Ambassador Theater Building,MISSOURI,St. Louis,St. Louis (Independent City),411 N. 7th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820605,FALSE,FALSE,TRUE,FALSE,FALSE,3/29/83,NA,NA,NA,83001039,"411 N. 7th St., St. Louis (Independent City), MISSOURI",38.629349555238,-90.190953904553
85000617,NA,American Theater,MISSOURI,St. Louis,St. Louis (Independent City),416 N. 9th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820479,FALSE,TRUE,FALSE,FALSE,FALSE,3/18/85,NA,NA,NA,85000617,"416 N. 9th St., St. Louis (Independent City), MISSOURI",38.630049153524,-90.192703264855
05000811,NA,Beverly Theater,MISSOURI,St. Louis,University City,7740 Olive Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820344,FALSE,FALSE,FALSE,TRUE,FALSE,8/4/05,NA,NA,NA,05000811,"7740 Olive Blvd., University City, MISSOURI",38.67195967523,-90.337351444334
76002261,NA,Fox Theater,MISSOURI,St. Louis,St. Louis (Independent City),527 N. Grand Blvd.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820893,FALSE,TRUE,FALSE,FALSE,FALSE,10/8/76,NA,NA,NA,76002261,"527 N. Grand Blvd., St. Louis (Independent City), MISSOURI",38.639130987525,-90.232282024916
00000016,NA,Kiel Opera House,MISSOURI,St. Louis,St. Louis (Independent City),1400 Market St.,Listed,Single,FALSE,6.4,PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,https://catalog.archives.gov/id/63821109,FALSE,FALSE,FALSE,TRUE,FALSE,2/11/00,NA,Municipal Auditorium; Kiel Center,NA,00000016,"1400 Market St., St. Louis (Independent City), MISSOURI",38.627632608929,-90.201963842941
01000545,NA,St. Louis Theatre,MISSOURI,St. Louis,St. Louis (Independent City),718 N. Grand Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820819,FALSE,FALSE,FALSE,TRUE,FALSE,5/25/01,NA,Powell Symphony Hall,NA,01000545,"718 N. Grand Blvd., St. Louis (Independent City), MISSOURI",38.640257012397,-90.230045984606
87001217,NA,Bridger Opera House,MONTANA,Carbon,Bridger,E. Broadway,Listed,Multiple,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/71974509,FALSE,FALSE,FALSE,TRUE,FALSE,9/15/87,NA,VFW Hall,NA,87001217,"E. Broadway, Bridger, MONTANA",45.295702263611,-108.911675467176
92001779,NA,Fromberg Opera House,MONTANA,Carbon,Fromberg,Jct. of Harley Ave. and C St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/71974521,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/93,NA,American Legion Hall,NA,92001779,"Jct. of Harley Ave. and C St., Fromberg, MONTANA",45.392838542549,-108.907557745947
92001778,NA,IOOF Hall and Fromberg Co-operative Mercantile Building,MONTANA,Carbon,Fromberg,123 W. River St.,Listed,Multiple,FALSE,0.9,COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/71974555,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/93,NA,NA,NA,92001778,"123 W. River St., Fromberg, MONTANA",45.391954241969,-108.908830466172
82003162,NA,Washoe Theater,MONTANA,Deer Lodge,Anaconda,305 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71975844,FALSE,FALSE,TRUE,FALSE,FALSE,4/30/82,NA,NA,NA,82003162,"305 Main St., Anaconda, MONTANA",46.127801270284,-112.953065639806
82003169,NA,Ruby Theatre,MONTANA,Gallatin,Three Forks,212 Main St.,Listed,Single,FALSE,0.2,EXPLORATION/SETTLEMENT; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976030,FALSE,FALSE,FALSE,TRUE,FALSE,4/30/82,NA,NA,NA,82003169,"212 Main St., Three Forks, MONTANA",45.892601527291,-111.55245015637
100001392,SG,Montana Aeronautics Commission Operations Historic District,MONTANA,Lewis and Clark,Helena,2630 Airport Rd.,Listed,Single,FALSE,2,TRANSPORTATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/31/17,NA,24LC2192,NA,100001392,"2630 Airport Rd., Helena, MONTANA",46.602496610304,-111.993165729564
79001407,NA,Wilma Theatre,MONTANA,Missoula,Missoula,104 S. Higgins Ave.,Listed,Single,FALSE,0.6,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976372,FALSE,TRUE,FALSE,FALSE,FALSE,12/31/79,NA,Smead Simons Building,NA,79001407,"104 S. Higgins Ave., Missoula, MONTANA",46.869969428055,-113.995284997352
98000124,NA,Rialto Theater,MONTANA,Powell,Dear Lodge,418 Main St.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976484,FALSE,FALSE,FALSE,TRUE,FALSE,2/19/98,NA,NA,NA,98000124,"418 Main St., Dear Lodge, MONTANA",46.39822254721,-112.735759184107
91000726,NA,Bitter Root Cooperative Creamery,MONTANA,Ravalli,Stevensville,3730 Eastside Hwy.,Listed,Multiple,FALSE,0.9,COMMERCE,BUILDING,https://catalog.archives.gov/id/71975414,FALSE,FALSE,FALSE,TRUE,FALSE,6/19/91,NA,Turner Engineering,NA,91000726,"3730 Eastside Hwy., Stevensville, MONTANA",46.495121046417,-114.093132830526
93001447,NA,Yucca Theatre,MONTANA,Treasure,Hysham,520 Division St.,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/71976639,FALSE,FALSE,TRUE,TRUE,FALSE,1/7/94,NA,Manning Residence/24TE,NA,93001447,"520 Division St., Hysham, MONTANA",46.2922183081,-107.232368784101
83001077,NA,Fort Peck Theatre,MONTANA,Valley,Fort Peck,Missouri Ave.,Listed,Single,FALSE,1.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976643,FALSE,FALSE,TRUE,FALSE,FALSE,6/27/83,NA,Fort Peck Summer Theatre,NA,83001077,"Missouri Ave., Fort Peck, MONTANA",48.000871661204,-106.459071351331
13000153,NA,Babcock Theatre Building,MONTANA,Yellowstone,Billings,114-124 N. 28th & 2808-2812 2nd Aves.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/9/13,NA,NA,NA,13000153,"114-124 N. 28th & 2808-2812 2nd Aves., Billings, MONTANA",45.782935994576,-108.506606988845
100008672,MP,Bohning Memorial Auditorium,NEBRASKA,Buffalo,Ravenna,112 West Genoa St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/3/23,NA,BF11-022; Ravenna City Auditorium,NA,100008672,"112 West Genoa St., Ravenna, NEBRASKA",41.025435016968,-98.913132985548
06000607,NA,Fort Theater,NEBRASKA,Buffalo,Kearney,2205 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73920127,FALSE,FALSE,FALSE,TRUE,FALSE,7/12/06,NA,BF05-176,NA,06000607,"2205 Central Ave., Kearney, NEBRASKA",40.698010009107,-99.081445037891
09000903,NA,Masonic Temple and World Theater Building,NEBRASKA,Buffalo,Kearney,2318 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920129,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/09,NA,BF05-471,NA,09000903,"2318 Central Ave., Kearney, NEBRASKA",40.699118306255,-99.082072590982
100003570,SG,Oakland City Auditorium,NEBRASKA,Burt,Oakland,401 N. Oakland Ave.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/26/19,NA,BT05-029,NA,100003570,"401 N. Oakland Ave., Oakland, NEBRASKA",41.837001015356,-96.466296024838
100002164,SG,Tekamah Auditorium,NEBRASKA,Burt,Tekamah,1315 K St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/5/18,NA,BT06-046,NA,100002164,"1315 K St., Tekamah, NEBRASKA",41.775723016716,-96.222037978574
00001378,NA,David City Park and Municipal Auditorium,NEBRASKA,Butler,David City,"S side of down, bordering NE 15",Listed,Single,FALSE,85,ENTERTAINMENT/RECREATION; LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT,DISTRICT,https://catalog.archives.gov/id/73920153,FALSE,FALSE,FALSE,TRUE,FALSE,11/15/00,NA,BU05-069; BU05-047,NA,00001378,"S side of down, bordering NE 15, David City, NEBRASKA",41.399243029505,-97.059875647366
88000940,NA,Surprise Opera House,NEBRASKA,Butler,Surprise,"SE corner, intersection of Miller and River Sts.",Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919527,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #BU14-8;OHBIN #10-15-01,NA,88000940,"SE corner, intersection of Miller and River Sts., Surprise, NEBRASKA",41.102873995482,-97.310967984288
88000941,NA,Thorpe's Opera House,NEBRASKA,Butler,David City,457-1/2 D St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919525,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #BU05-56;OHBIN #11-09-01,NA,88000941,"457-1/2 D St., David City, NEBRASKA",41.252500271077,-97.129412608747
100008673,MP,Agricultural Society Building (Auditorium),NEBRASKA,Cass,Weeping Water,101 West Eldora Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/3/23,NA,CC19-095,NA,100008673,"101 West Eldora Ave., Weeping Water, NEBRASKA",40.86975277442,-96.140382902762
83001080,NA,City Hall and Auditorium,NEBRASKA,Cedar,Hartington,101 N. Broadway,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920208,FALSE,FALSE,TRUE,FALSE,FALSE,7/21/83,NA,Hartington Municipal Building,NA,83001080,"101 N. Broadway, Hartington, NEBRASKA",42.620761600612,-97.264403746121
88000947,NA,Lodgepole Opera House,NEBRASKA,Cheyenne,Lodgepole,W side of Oberfelder at Front,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919563,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,NeHBS #CN05-1;OHBIN #05-22-03,NA,88000947,"W side of Oberfelder at Front, Lodgepole, NEBRASKA",41.148140002577,-102.638905040286
88000948,NA,Z.C.B.J. Opera House,NEBRASKA,Colfax,Clarkson,Fourth and Pine,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919577,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #CX01-17;OHBIN #05-09-04,NA,88000948,"Fourth and Pine, Clarkson, NEBRASKA",41.723914012184,-97.122315986605
09000904,NA,West Point City Auditorium,NEBRASKA,Cuming,West Point,237 N. Main St.,Listed,Single,FALSE,0.9,PERFORMING ARTS; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73920269,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/09,NA,City Auditorium;Nebraska Theatre; CM05-046,NA,09000904,"237 N. Main St., West Point, NEBRASKA",41.841881629937,-96.712432120327
88000930,NA,Army Theatre,NEBRASKA,Dawes,Crawford,Fort Robinson State Park,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919601,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,Trailside Museum;NeHBS #DW07-147;See Also:Fort Robinson and,NA,88000930,"Fort Robinson State Park, Crawford, NEBRASKA",42.6688538,-103.4646913
85002146,NA,Co-operative Block Building,NEBRASKA,Dawes,Crawford,435--445 2nd,Listed,Single,FALSE,0.9,COMMERCE; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920302,FALSE,FALSE,FALSE,TRUE,FALSE,9/12/85,NA,DW04-24;Crawford Co-op Building;O'Doherty's Restaurant,NA,85002146,"435--445 2nd, Crawford, NEBRASKA",42.684913963398,-103.413545276697
88000951,NA,Allen's Opera House,NEBRASKA,Dawson,Cozad,100 E. Eighth,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919607,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #DS02-19;OHBIN #04-11-04,NA,88000951,"100 E. Eighth, Cozad, NEBRASKA",40.859837863063,-99.985683830448
02000773,NA,Fremont Municipal Auditorium,NEBRASKA,Dodge,Fremont,925 Broad St.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/73920364,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/02,NA,DD05:A-077,NA,02000773,"925 Broad St., Fremont, NEBRASKA",41.470863807965,-96.496884364927
74001107,MP,Love-Larson Opera House,NEBRASKA,Dodge,Fremont,543-545 Broad St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919615,FALSE,FALSE,TRUE,FALSE,FALSE,9/10/74,NA,Love's Opera House;Larson's Opera House;NeHBS DD05:E-3;OHBIN,NA,74001107,"543-545 Broad St., Fremont, NEBRASKA",41.4707363403,-96.49688636267
88000939,NA,Scheider's Opera House,NEBRASKA,Dodge,Snyder,104 Ash,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919617,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #DD11-2;OHBIN #01-24-04,NA,88000939,"104 Ash, Snyder, NEBRASKA",41.702537278111,-96.788465237213
74001108,NA,Astro Theater,NEBRASKA,Douglas,Omaha,2001 Farnam St.,Listed,Single,FALSE,0.3,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920582,FALSE,FALSE,TRUE,FALSE,FALSE,8/13/74,NA,Riviera Theater,NA,74001108,"2001 Farnam St., Omaha, NEBRASKA",41.257509128776,-95.942471165183
73001061,MP,City National Bank Building and Creighton Orpheum Theater,NEBRASKA,Douglas,Omaha,16th and Harney Sts.,Listed,Multiple,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919630,FALSE,FALSE,TRUE,FALSE,FALSE,3/26/73,NA,Creighton Theatre;Creighton Orpheum Theatre;NeHBS D009:123-2,NA,73001061,"16th and Harney Sts., Omaha, NEBRASKA",41.256546006192,-95.937195008591
100006190,MP,Zorn Theatre,NEBRASKA,Dundy,Benkelman,706 Chief St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/21,NA,Benkelman Cultural Arts Center; DN01-092,NA,100006190,"706 Chief St., Benkelman, NEBRASKA",40.0505040074,-101.532662967934
88000950,NA,"Auditorium, The",NEBRASKA,Fillmore,Geneva,160 N. Ninth,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919659,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #FM05-65;OHBIN #03-14-01,NA,88000950,"160 N. Ninth, Geneva, NEBRASKA",40.526622385032,-97.603068760411
96000224,NA,Cesko-narodni sin-Milligan Auditorium,NEBRASKA,Fillmore,Milligan,"Jct. of Main and Birch Sts., SW corner",Listed,Single,FALSE,0.9,ARCHITECTURE; EUROPEAN,BUILDING,https://catalog.archives.gov/id/73920656,FALSE,FALSE,TRUE,FALSE,FALSE,2/29/96,NA,Milligan Auditorium;NeHBS #FM08-029,NA,96000224,"Jct. of Main and Birch Sts., SW corner, Milligan, NEBRASKA",40.500397002557,-97.388958994946
05001293,NA,Beatrice Municipal Auditorium,NEBRASKA,Gage,Beatrice,205 N. 4th St.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920721,FALSE,FALSE,FALSE,TRUE,FALSE,11/16/05,NA,GA03-272,NA,05001293,"205 N. 4th St., Beatrice, NEBRASKA",40.267302016852,-96.749973994098
88000952,NA,IOOF Opera House,NEBRASKA,Hamilton,Hampton,N. Third and B Sts.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919699,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #HM03-12;OHBIN #02-07-03,NA,88000952,"N. Third and B Sts., Hampton, NEBRASKA",40.879640989415,-97.885902001469
14000395,NA,Alma City Auditorium and Sale Barn,NEBRASKA,Harlan,Alma,614 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; AGRICULTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/14,NA,HN01-102,NA,14000395,"614 Main St., Alma, NEBRASKA",40.097641861112,-99.361522812099
88000932,NA,"Diller, Anna C., Opera House",NEBRASKA,Jefferson,Diller,Commercial and Hilton,Listed,Multiple,FALSE,0.9,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919717,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #JF02-01,NA,88000932,"Commercial and Hilton, Diller, NEBRASKA",40.108299995823,-96.935097964916
99000391,NA,Fairbury Jr/Sr High School and Gymnasium-Auditorium,NEBRASKA,Jefferson,Fairbury,"Roughly bounded by J and K St., and 7th and 8th Sts.",Listed,Single,FALSE,4,EDUCATION,BUILDING,https://catalog.archives.gov/id/73920835,FALSE,FALSE,FALSE,TRUE,FALSE,3/25/99,NA,NeHBS No. JF04-469; JF04-108,NA,99000391,"Roughly bounded by J and K St., and 7th and 8th Sts., Fairbury, NEBRASKA",40.13827699243,-97.171163036102
88000929,NA,Tecumseh Opera House,NEBRASKA,Johnson,Tecumseh,123 S. Third,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919723,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,Seaver Bros. Opera House;Smith Theatre;Hahn Opera House;etc.,NA,88000929,"123 S. Third, Tecumseh, NEBRASKA",40.367691107266,-96.196000518369
88000946,NA,Z.C.B.J. Opera House,NEBRASKA,Knox,Verdigre,Fourth Ave. and Main,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919741,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #KX14-1;OHBIN #05-30-06,NA,88000946,"Fourth Ave. and Main, Verdigre, NEBRASKA",42.596954816299,-98.033487535097
85000957,NA,Fox Theatre,NEBRASKA,Lincoln,North Platte,301 E. 5th,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73921083,FALSE,FALSE,TRUE,FALSE,FALSE,5/9/85,NA,Neville Center for the Performing Arts,NA,85000957,"301 E. 5th, North Platte, NEBRASKA",41.137364018307,-100.760230021905
13000677,NA,Grand Theater,NEBRASKA,Madison,Norfolk,120 S. 3rd St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/4/13,NA,"Rialto Theater, Cinema Theater (MD06-517)",NA,13000677,"120 S. 3rd St., Norfolk, NEBRASKA",42.031818992473,-97.410631998168
88000944,NA,"Ellen, Martha, Auditorium",NEBRASKA,Merrick,Central City,706 C Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919777,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,State Theatre;NeHBS #MKO2-8;OHBIN #02-07-04,NA,88000944,"706 C Ave., Central City, NEBRASKA",41.114727515315,-98.002971372568
88000936,NA,New Opera House,NEBRASKA,Nemaha,Auburn,921 Central Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919789,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,Maclay Opera House;NeHBS #NH01-45,NA,88000936,"921 Central Ave., Auburn, NEBRASKA",40.392622240071,-95.838486447855
88000933,NA,Lawrence Opera House,NEBRASKA,Nuckolls,Lawrence,Second and Calvert Sts.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919797,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #NU05-1,NA,88000933,"Second and Calvert Sts., Lawrence, NEBRASKA",40.29204501784,-98.259879973838
12000107,NA,Superior City Hall and Auditorium,NEBRASKA,Nuckolls,Superior,450 N. Commercial,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/73921157,FALSE,FALSE,FALSE,TRUE,FALSE,3/12/12,NA,NU13-734,NA,12000107,"450 N. Commercial, Superior, NEBRASKA",40.020719543109,-98.069656117852
