Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude,state,LHAT_member
82003733,NA,McDonald Theater Building,OREGON,Lane,Eugene,1004-1044 Willamette St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77849805,FALSE,FALSE,FALSE,TRUE,FALSE,8/26/82,NA,NA,NA,82003733,"1004-1044 Willamette St., Eugene, OREGON",44.048310939245,-123.092963454823,OR,FALSE
100007459,SG,Rex Theater,OREGON,Malheur,Vale,240 A St. West,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/22,NA,NA,NA,100007459,"240 A St. West, Vale, OREGON",43.982110500327,-117.241584089231,OR,FALSE
91001575,NA,Elsinore Theater,OREGON,Marion,Salem,170 High St. SE.,Listed,Multiple,FALSE,0.3,ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77848192,FALSE,FALSE,TRUE,FALSE,FALSE,6/17/94,NA,NA,NA,91001575,"170 High St. SE., Salem, OREGON",44.938905376447,-123.037268138974,OR,FALSE
89000099,NA,Bagdad Theatre,OREGON,Multnomah,Portland,3708--26 SE Hawthorne,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77848336,FALSE,FALSE,FALSE,TRUE,FALSE,3/8/89,NA,NA,NA,89000099,"3708--26 SE Hawthorne, Portland, OREGON",45.511951663304004,-122.625470265106,OR,FALSE
93001566,NA,Frances Building and Echo Theater,OREGON,Multnomah,Portland,3628--3646 SE. Hawthorne Blvd.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,https://catalog.archives.gov/id/77848382,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/94,NA,NA,NA,93001566,"3628--3646 SE. Hawthorne Blvd., Portland, OREGON",45.511946676072,-122.625898999453,OR,FALSE
83002172,NA,Hollywood Theatre,OREGON,Multnomah,Portland,4122 NE Sandy Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851031,FALSE,FALSE,FALSE,TRUE,FALSE,9/1/83,NA,NA,NA,83002172,"4122 NE Sandy Blvd., Portland, OREGON",45.53560237658,-122.620796264438,OR,TRUE
76001585,NA,Paramount Theatre,OREGON,Multnomah,Portland,1037 SW Broadway,Listed,Single,FALSE,0,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851197,FALSE,TRUE,FALSE,FALSE,FALSE,4/22/76,NA,Portland Public Theatre,NA,76001585,"1037 SW Broadway, Portland, OREGON",45.517136079966,-122.681539832932,OR,FALSE
99000948,NA,Liberty Theater,OREGON,Union,Lagrande,1008 and 1010 Adams Ave.,Listed,Single,FALSE,0.1,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851374,FALSE,FALSE,FALSE,TRUE,FALSE,8/5/99,NA,Orpheum Theater;Arcade Theater,NA,99000948,"1008 and 1010 Adams Ave., Lagrande, OREGON",45.329107402511,-118.095807897903,OR,TRUE
12000085,NA,O.K. Theatre,OREGON,Wallowa,Enterprise,208 W. Main St.,Listed,Multiple,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77848494,FALSE,FALSE,FALSE,TRUE,FALSE,3/7/12,NA,Vista Theatre,NA,12000085,"208 W. Main St., Enterprise, OREGON",45.425287310698,-117.279379850849,OR,FALSE
14000401,NA,99W Drive-in Theatre,OREGON,Yamhill,Newberg,3110 Portland Rd.,Listed,Single,FALSE,4.5,ENTERTAINMENT/RECREATION,SITE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/14,NA,NA,NA,14000401,"3110 Portland Rd., Newberg, OREGON",45.304697917451,-122.947770116361,OR,FALSE
100003055,SG,Cameo Theatre,OREGON,Yamhill,Newberg,304 E 1st St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/22/18,NA,NA,NA,100003055,"304 E 1st St., Newberg, OREGON",45.300056606205,-122.976720707015,OR,FALSE
10001071,NA,New Granada Theater,PENNSYLVANIA,Allegheny,Pittsburgh,2007-2013 Centre Ave,Listed,Single,FALSE,0.9,BLACK; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/71997810,FALSE,FALSE,FALSE,TRUE,FALSE,12/28/10,NA,Pythian Temple,NA,10001071,"2007-2013 Centre Ave, Pittsburgh, PENNSYLVANIA",40.444131759202,-79.980223868033,PA,FALSE
86000303,NA,Stanley Theater and Clark Building,PENNSYLVANIA,Allegheny,Pittsburgh,207 Seventh St. and 701--717 Liberty Ave.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997780,FALSE,FALSE,FALSE,TRUE,FALSE,2/27/86,NA,NA,NA,86000303,"207 Seventh St. and 701--717 Liberty Ave., Pittsburgh, PENNSYLVANIA",40.442434214262,-79.999887561426,PA,FALSE
73001592,NA,Mishler Theatre,PENNSYLVANIA,Blair,Altoona,1208 12th Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71994515,FALSE,FALSE,FALSE,TRUE,FALSE,4/11/73,NA,NA,NA,73001592,"1208 12th Ave., Altoona, PENNSYLVANIA",40.51629927499,-78.401918121801,PA,FALSE
79002186,NA,Rowland Theater,PENNSYLVANIA,Centre,Philipsburg,Front St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997570,FALSE,FALSE,FALSE,TRUE,FALSE,10/18/79,NA,NA,NA,79002186,"Front St., Philipsburg, PENNSYLVANIA",40.898862347027,-78.225052806471,PA,FALSE
79002207,NA,Warner Theater,PENNSYLVANIA,Chester,West Chester,120 N. High St.,Listed,Single,FALSE,0,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71998640,FALSE,FALSE,TRUE,FALSE,FALSE,11/20/79,NA,NA,NA,79002207,"120 N. High St., West Chester, PENNSYLVANIA",39.96102136558,-75.605800131152,PA,FALSE
82001532,NA,Colonial Theatre,PENNSYLVANIA,Dauphin,Harrisburg,3rd and Market Sts.,Listed,Single,FALSE,0.3,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71995801,FALSE,FALSE,FALSE,TRUE,FALSE,11/9/82,NA,NA,NA,82001532,"3rd and Market Sts., Harrisburg, PENNSYLVANIA",40.260826619463,-76.880698081516,PA,TRUE
86003575,NA,Lansdowne Theatre,PENNSYLVANIA,Delaware,Lansdowne,29 N. Lansdowne Ave.,Listed,Single,FALSE,0.7,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996177,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/87,NA,NA,NA,86003575,"29 N. Lansdowne Ave., Lansdowne, PENNSYLVANIA",39.939384278813,-75.271855385635,PA,FALSE
82003787,NA,Warner Theater,PENNSYLVANIA,Erie,Erie,811 State St.,Listed,Single,FALSE,0.8,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71995501,FALSE,FALSE,FALSE,TRUE,FALSE,4/13/82,NA,NA,NA,82003787,"811 State St., Erie, PENNSYLVANIA",42.127319044493,-80.082655586341,PA,FALSE
85001001,NA,Jefferson Theater,PENNSYLVANIA,Jefferson,Punxsutawney,230 N. Findley St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997894,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/85,NA,NA,NA,85001001,"230 N. Findley St., Punxsutawney, PENNSYLVANIA",40.944908312962,-78.971564499182,PA,FALSE
100009917,SG,Nineteenth Street Theater,PENNSYLVANIA,Lehigh,Allentown,527 N. Nineteenth Street,Listed,Single,FALSE,0.26,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/12/24,NA,Civic Theater of Allentown,NA,100009917,"527 N. Nineteenth Street, Allentown, PENNSYLVANIA",40.60319446521,-75.499943148112,PA,FALSE
80003564,NA,Comerford Theater,PENNSYLVANIA,Luzerne,Wilkes-Barre,71 Public Sq.,Listed,Single,FALSE,0.5,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71998722,FALSE,FALSE,TRUE,FALSE,FALSE,12/3/80,NA,Paramount Theatre,NA,80003564,"71 Public Sq., Wilkes-Barre, PENNSYLVANIA",41.245199004768,-75.881548987646,PA,FALSE
98000899,NA,Embassy Theatre,PENNSYLVANIA,Mifflin,Lewistown,6 S. Main St.,Listed,Single,FALSE,0.1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996260,FALSE,FALSE,FALSE,TRUE,FALSE,7/23/98,NA,NA,NA,98000899,"6 S. Main St., Lewistown, PENNSYLVANIA",40.596916210184,-77.574195879313,PA,FALSE
83002263,NA,Keswick Theatre,PENNSYLVANIA,Montgomery,Glenside,291 Keswick Ave.,Listed,Single,FALSE,0.6,COMMERCE; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71995687,FALSE,FALSE,FALSE,TRUE,FALSE,6/30/83,NA,NA,NA,83002263,"291 Keswick Ave., Glenside, PENNSYLVANIA",40.106402458673,-75.146875844871,PA,FALSE
05001491,NA,Seville Theatre,PENNSYLVANIA,Montgomery,Lower Merion Township,822-826 W. Lancaster Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996327,FALSE,FALSE,FALSE,TRUE,FALSE,12/28/05,NA,Bryn Mawr Theatre,NA,05001491,"822-826 W. Lancaster Ave., Lower Merion Township, PENNSYLVANIA",40.021656514156,-75.318991856332,PA,FALSE
82003804,NA,State Theatre,PENNSYLVANIA,Northampton,Easton,454 Northampton St.,Listed,Single,FALSE,0.6,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71995391,FALSE,FALSE,FALSE,TRUE,FALSE,3/4/82,NA,Neumeyers Vaudeville House,NA,82003804,"454 Northampton St., Easton, PENNSYLVANIA",40.690838117474,-75.212529867521,PA,TRUE
100006793,SG,Leader Theater,PENNSYLVANIA,Philadelphia,Philadelphia,4102-4104 Lancaster Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/9/21,NA,Leader Theatre,NA,100006793,"4102-4104 Lancaster Ave., Philadelphia, PENNSYLVANIA",39.964882698825,-75.205916545915,PA,FALSE
80003619,NA,Royal Theater,PENNSYLVANIA,Philadelphia,Philadelphia,1524--1534 South St.,Listed,Single,FALSE,0.3,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997178,FALSE,FALSE,FALSE,TRUE,FALSE,2/8/80,NA,NA,NA,80003619,"1524--1534 South St., Philadelphia, PENNSYLVANIA",39.943886576194,-75.167924480125,PA,FALSE
82003817,NA,Uptown Theater and Office Building,PENNSYLVANIA,Philadelphia,Philadelphia,2240-2248 N. Broad St.,Listed,Single,FALSE,0.4,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997410,FALSE,FALSE,FALSE,TRUE,FALSE,7/22/82,NA,Uptown Theater,NA,82003817,"2240-2248 N. Broad St., Philadelphia, PENNSYLVANIA",39.987409901799,-75.156501371021,PA,FALSE
66000693,NA,Walnut Street Theatre,PENNSYLVANIA,Philadelphia,Philadelphia,9th and Walnut Sts.,Listed,Single,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71994385,FALSE,TRUE,FALSE,FALSE,FALSE,10/15/66,12/29/62,NA,NA,66000693,"9th and Walnut Sts., Philadelphia, PENNSYLVANIA",39.948281794762,-75.155805589238,PA,TRUE
86000041,NA,Corregimiento Plaza Theater,PUERTO RICO,Arecibo,Arecibo,Llaguerry and Toribio Pagan Sts.,Listed,Single,FALSE,0.2,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/131518419,FALSE,FALSE,TRUE,FALSE,FALSE,1/6/86,NA,Oliver Theater,NA,86000041,"Llaguerry and Toribio Pagan Sts., Arecibo, PUERTO RICO",18.4704378,-66.722277,NA,FALSE
83000181,NA,Leroy Theatre,RHODE ISLAND,Providence,Pawtucket,66 Broad St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/41375552,FALSE,FALSE,TRUE,FALSE,FALSE,8/4/83,NA,NA,NA,83000181,"66 Broad St., Pawtucket, RHODE ISLAND",41.880071675124,-71.386499487214,RI,FALSE
77000027,NA,Loew's State Theatre,RHODE ISLAND,Providence,Providence,220 Weybosset St.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/41375548,FALSE,TRUE,FALSE,FALSE,FALSE,8/19/77,NA,NA,NA,77000027,"220 Weybosset St., Providence, RHODE ISLAND",41.821260304107,-71.412022500956,RI,FALSE
72000004,NA,Trinity Square Repertory Theatre,RHODE ISLAND,Providence,Providence,201 Washington St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/41375582,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/72,NA,Majestic Theatre,NA,72000004,"201 Washington St., Providence, RHODE ISLAND",41.822208171628,-71.41634974229,RI,FALSE
80004597,NA,Theatre-By-the-Sea,RHODE ISLAND,Washington,South Kingstown,Card Ponds Rd.,Listed,Single,FALSE,3.6,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/41375849,FALSE,FALSE,TRUE,FALSE,FALSE,7/10/80,NA,NA,NA,80004597,"Card Ponds Rd., South Kingstown, RHODE ISLAND",41.37302,-71.56895,RI,FALSE
73001684,NA,Dock Street Theatre,SOUTH CAROLINA,Charleston,Charleston,135 Church St.,Listed,Single,FALSE,0.5,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/118997327,FALSE,TRUE,FALSE,FALSE,FALSE,6/19/73,NA,Planters' Hotel,NA,73001684,"135 Church St., Charleston, SOUTH CAROLINA",32.778088502948,-79.929498517853,SC,FALSE
80003665,NA,Republic Theater,SOUTH CAROLINA,Chester,Great Falls,806 Dearborn St.,Listed,Single,FALSE,0.9,INDUSTRY; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/118997552,FALSE,FALSE,FALSE,TRUE,FALSE,11/26/80,NA,Falls Theater,NA,80003665,"806 Dearborn St., Great Falls, SOUTH CAROLINA",34.567208761439,-80.889906826568,SC,FALSE
100010415,SG,Darlington Theatre,SOUTH CAROLINA,Darlington,Darlington,108 Pearl Street,Listed,Single,FALSE,0.17,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/30/24,NA,Darlington Cinema,NA,100010415,"108 Pearl Street, Darlington, SOUTH CAROLINA",34.302690263979,-79.871831275463,SC,FALSE
100010398,SG,State Theatre,SOUTH CAROLINA,Greenwood,Greenwood,110 Main Street,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/23/24,NA,Greenwood Community Theatre,NA,100010398,"110 Main Street, Greenwood, SOUTH CAROLINA",34.191989421003,-82.161390037351,SC,FALSE
12000849,NA,Palmetto Theatre,SOUTH CAROLINA,Hampton,Hampton,109 Lee Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118997975,FALSE,FALSE,FALSE,TRUE,FALSE,10/9/12,NA,Palmetto Theater,NA,12000849,"109 Lee Ave., Hampton, SOUTH CAROLINA",32.868113705361,-81.107009901249,SC,FALSE
03000658,NA,Carver Theatre,SOUTH CAROLINA,Richland,Columbia,1519 Harden St.,Listed,Single,FALSE,0.9,BLACK,BUILDING,https://catalog.archives.gov/id/118998346,FALSE,FALSE,FALSE,TRUE,FALSE,7/17/03,NA,NA,NA,03000658,"1519 Harden St., Columbia, SOUTH CAROLINA",34.010412168694,-81.021543154969,SC,FALSE
74001873,NA,Town Theatre,SOUTH CAROLINA,Richland,Columbia,1012 Sumter St.,Listed,Single,FALSE,0.3,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/118998460,FALSE,FALSE,FALSE,TRUE,FALSE,10/9/74,NA,NA,NA,74001873,"1012 Sumter St., Columbia, SOUTH CAROLINA",33.999662294052,-81.030668952051,SC,FALSE
93001406,NA,Saluda Theatre,SOUTH CAROLINA,Saluda,Salude,107 Law Range,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/118998490,FALSE,FALSE,FALSE,TRUE,FALSE,12/13/93,NA,NA,NA,93001406,"107 Law Range, Salude, SOUTH CAROLINA",34.001309128479,-81.771054697116,SC,FALSE
96000405,NA,Palmetto Theater,SOUTH CAROLINA,Spartanburg,Spartanburg,172 E. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118998582,FALSE,FALSE,FALSE,TRUE,FALSE,4/12/96,NA,NA,NA,96000405,"172 E. Main St., Spartanburg, SOUTH CAROLINA",34.950335782464,-81.929600574975,SC,FALSE
13000570,NA,Inland Theater,SOUTH DAKOTA,Bennett,Martin,306 Main,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,7/30/13,NA,NA,NA,13000570,"306 Main, Martin, SOUTH DAKOTA",43.175379938062,-101.735904338647,SD,FALSE
96001224,NA,Scotland Royal Theater,SOUTH DAKOTA,Bon Homme,Scotland,565 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93204382,FALSE,FALSE,FALSE,TRUE,FALSE,10/31/96,NA,NA,NA,96001224,"565 Main St., Scotland, SOUTH DAKOTA",43.149277979112,-97.71975298306,SD,FALSE
87000224,NA,Coolidge Sylvan Theatre,SOUTH DAKOTA,Brookings,Brookings,Medary Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,STRUCTURE,https://catalog.archives.gov/id/93204412,FALSE,FALSE,FALSE,TRUE,FALSE,2/26/87,NA,NA,NA,87000224,"Medary Ave., Brookings, SOUTH DAKOTA",44.320335027469,-96.788368305066,SD,FALSE
02000020,NA,Dell Rapids Amphitheater,SOUTH DAKOTA,Minnehaha,Dell Rapids,City Park,Listed,Multiple,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,STRUCTURE,https://catalog.archives.gov/id/93203983,FALSE,FALSE,FALSE,TRUE,FALSE,2/15/02,NA,NA,NA,02000020,"City Park, Dell Rapids, SOUTH DAKOTA",43.8215498,-96.7033257,SD,FALSE
83003016,NA,Orpheum Theatre,SOUTH DAKOTA,Minnehaha,Sioux Falls,315 N. Phillips Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93205418,FALSE,FALSE,FALSE,TRUE,FALSE,6/23/83,NA,NA,NA,83003016,"315 N. Phillips Ave., Sioux Falls, SOUTH DAKOTA",43.550550613343,-96.727295078676,SD,FALSE
00001214,NA,Crystal Theatre,SOUTH DAKOTA,Moody,Flandreau,215 E. Second Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/93205486,FALSE,FALSE,FALSE,TRUE,FALSE,10/12/00,NA,NA,NA,00001214,"215 E. Second Ave., Flandreau, SOUTH DAKOTA",44.049211910017,-96.592661261835,SD,FALSE
07000530,NA,Glud Theatre,SOUTH DAKOTA,Turner,Viborg,119 N. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93205692,FALSE,FALSE,FALSE,TRUE,FALSE,6/8/07,NA,Lund Theatre,NA,07000530,"119 N. Main St., Viborg, SOUTH DAKOTA",43.171201978424,-97.081969947127,SD,FALSE
98001446,NA,Ritz Theatre and Hoskins Rexall Drug Store No. 2,TENNESSEE,Anderson,Clinton,111-121 N. Main St.,Listed,Single,FALSE,0.4,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/4/98,NA,Red Speeks' Country Music Theatre,NA,98001446,"111-121 N. Main St., Clinton, TENNESSEE",36.100282732444,-84.133206524017,TN,FALSE
12000115,NA,Court Theatre,TENNESSEE,Carroll,Huntingdon,155 Court Sq.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/12/12,NA,NA,NA,12000115,"155 Court Sq., Huntingdon, TENNESSEE",36.001195603051,-88.428435776582,TN,FALSE
93001477,NA,Palace Theater,TENNESSEE,Cumberland,Crossville,210 N. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/7/94,NA,NA,NA,93001477,"210 N. Main St., Crossville, TENNESSEE",35.950526369667,-85.027775285565,TN,FALSE
73001779,AD,Tivoli Theater (Additional Documentation),TENNESSEE,Hamilton,Chattanooga,709 Broad St.,Listed,Add.Doc.,FALSE,0.76,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/11/73,NA,NA,NA,73001779,"709 Broad St., Chattanooga, TENNESSEE",35.047909684967,-85.310855622082,TN,FALSE
82003979,NA,Burwell Building Tennessee Theater,TENNESSEE,Knox,Knoxville,600 S. Gay St.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,4/1/82,NA,Knoxville Banking and Trust Co. Building,NA,82003979,"600 S. Gay St., Knoxville, TENNESSEE",35.964290807785,-83.917622272255,TN,FALSE
97000804,NA,Crockett Theater,TENNESSEE,Lawrence,Lawrenceburg,205 N. Military St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/29/97,NA,David Crockett Theater,NA,97000804,"205 N. Military St., Lawrenceburg, TENNESSEE",35.242190069557,-87.334455400997,TN,FALSE
100007126,SG,Dixie Theatre,TENNESSEE,Marshall,Lewisburg,110 West Church St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/28/21,NA,Marshall County Community Theatre,NA,100007126,"110 West Church St., Lewisburg, TENNESSEE",35.450268865307,-86.788337550493,TN,FALSE
99000363,NA,Capitol Theatre,TENNESSEE,Obion,Union City,118 S. First St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/18/99,NA,NA,NA,99000363,"118 S. First St., Union City, TENNESSEE",36.424938988138,-89.056876929969,TN,TRUE
77001289,NA,Orpheum Theatre,TENNESSEE,Shelby,Memphis,197 S. Main St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/15/77,NA,NA,NA,77001289,"197 S. Main St., Memphis, TENNESSEE",35.140204329575,-90.055427472133,TN,TRUE
85000701,NA,Paramount Theatre and Office Building,TENNESSEE,Sullivan,Bristol,516 State St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/4/85,NA,NA,NA,85000701,"516 State St., Bristol, TENNESSEE",36.594471152217,-82.182623242113,TN,FALSE
92000248,NA,Ruffin Theater,TENNESSEE,Tipton,Covington,113 W. Pleasant Ave.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/26/92,NA,NA,NA,92000248,"113 W. Pleasant Ave., Covington, TENNESSEE",35.563530924527,-89.647016222424,TN,FALSE
10000464,NA,Varsity Theatre,TENNESSEE,Weakley,Martin,104 Oxford St,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/16/10,NA,The Sideline,NA,10000464,"104 Oxford St, Martin, TENNESSEE",36.343565628093,-88.851397758746,TN,FALSE
88002767,NA,Pines Theatre,TEXAS,Angelina,Lufkin,"113 First St., South",Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/40967894,FALSE,FALSE,FALSE,TRUE,FALSE,12/22/88,NA,NA,NA,88002767,"113 First St., South, Lufkin, TEXAS",31.338407826302,-94.728678378616,TX,FALSE
01001265,NA,Rialto Theater,TEXAS,Bee,Beeville,112-114 N. Washington St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/40971038,FALSE,FALSE,FALSE,TRUE,FALSE,11/21/01,NA,Hall-Rialto Theater,NA,01001265,"112-114 N. Washington St., Beeville, TEXAS",28.402221067065,-97.749123590882,TX,FALSE
92001403,NA,Aztec Theater,TEXAS,Bexar,San Antonio,104 N. St. Mary's St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/40971129,FALSE,FALSE,TRUE,FALSE,FALSE,10/22/92,NA,Aztec Theater and Office Building,NA,92001403,"104 N. St. Mary's St., San Antonio, TEXAS",29.424740541458,-98.491265093205,TX,FALSE
99000283,NA,Brady Building-Empire Theater,TEXAS,Bexar,San Antonio,204 E. Houston St.--226 N. St. Mary's St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,https://catalog.archives.gov/id/40971261,FALSE,FALSE,FALSE,TRUE,FALSE,3/17/99,NA,NA,NA,99000283,"204 E. Houston St.--226 N. St. Mary's St., San Antonio, TEXAS",29.426337838837,-98.491060323311,TX,FALSE
75001952,NA,Majestic Theatre,TEXAS,Bexar,San Antonio,230 E. Houston St.,Listed,Single,FALSE,0.5,COMMERCE; COMMUNICATIONS; PERFORMING ARTS; ART; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/40971157,FALSE,TRUE,FALSE,FALSE,FALSE,10/1/75,4/19/93,NA,NA,75001952,"230 E. Houston St., San Antonio, TEXAS",29.426343287074,-98.490162118566,TX,FALSE
78002897,NA,Saenger Theater,TEXAS,Bowie,Texarkana,219 Main St.,Listed,Single,FALSE,0.3,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE; COMMUNICATIONS,BUILDING,https://catalog.archives.gov/id/40971340,FALSE,FALSE,FALSE,TRUE,FALSE,7/12/78,NA,Paramount Theater,NA,78002897,"219 Main St., Texarkana, TEXAS",33.421095224253,-94.044218972021,TX,FALSE
