Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude,state,LHAT_member
03001201,NA,Virginia Theater,ILLINOIS,Champaign,Champaign,203 W. Park Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28891824,FALSE,FALSE,FALSE,TRUE,FALSE,11/28/03,NA,NA,NA,03001201,"203 W. Park Ave., Champaign, ILLINOIS",40.117102041895,-88.245575422535,IL,FALSE
84001066,NA,Will Rogers Theatre and Commercial Block,ILLINOIS,Coles,Charleston,705-715 Monroe Ave.,Listed,Single,FALSE,0.4,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28891886,FALSE,FALSE,FALSE,TRUE,FALSE,1/12/84,NA,NA,NA,84001066,"705-715 Monroe Ave., Charleston, ILLINOIS",39.495665351625,-88.174156410701,IL,FALSE
86003181,NA,Balaban & Katz Uptown Theatre,ILLINOIS,Cook,Chicago,4814--4816 N. Broadway,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892507,FALSE,FALSE,TRUE,FALSE,FALSE,11/20/86,NA,Uptown Theatre,NA,86003181,"4814--4816 N. Broadway, Chicago, ILLINOIS",41.969371005878,-87.659835958695,IL,FALSE
79000822,NA,Balaban and Katz Chicago Theatre,ILLINOIS,Cook,Chicago,175 N. State St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28892454,FALSE,TRUE,FALSE,FALSE,FALSE,6/6/79,NA,The Chicago Theatre,NA,79000822,"175 N. State St., Chicago, ILLINOIS",41.885409146494,-87.627204790538,IL,FALSE
84000934,NA,Biograph Theater Building,ILLINOIS,Cook,Chicago,2433 N. Lincoln Ave.,Listed,Single,FALSE,0.4,PERFORMING ARTS; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/28892669,FALSE,FALSE,TRUE,FALSE,FALSE,5/17/84,NA,NA,NA,84000934,"2433 N. Lincoln Ave., Chicago, ILLINOIS",41.926366981085,-87.649733753712,IL,FALSE
05000873,NA,Central Park Theater,ILLINOIS,Cook,Chicago,3531-39 W. Roosevelt Rd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; INVENTION; ENGINEERING,BUILDING,https://catalog.archives.gov/id/28892609,FALSE,TRUE,FALSE,FALSE,FALSE,8/10/05,NA,House of Prayer; Church of God in Christ,NA,05000873,"3531-39 W. Roosevelt Rd., Chicago, ILLINOIS",41.865977967096,-87.714273067058,IL,FALSE
16000579,NA,Congress Theater,ILLINOIS,Cook,Chicago,2117-2139 N. Milwaukee Ave.,Listed,Single,FALSE,1,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/17,NA,NA,NA,16000579,"2117-2139 N. Milwaukee Ave., Chicago, ILLINOIS",41.920549898371,-87.69215565533,IL,FALSE
15000930,NA,Davis Theater,ILLINOIS,Cook,Chicago,4616-4630 N. Lincoln Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/26/16,NA,Pershing Theatre,NA,15000930,"4616-4630 N. Lincoln Ave., Chicago, ILLINOIS",41.965646297655,-87.686808252561,IL,FALSE
78003401,NA,New Masonic Building and Oriental Theater,ILLINOIS,Cook,Chicago,20 W. Randolph St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892456,FALSE,TRUE,FALSE,FALSE,FALSE,9/26/78,NA,Oriental Theatre,NA,78003401,"20 W. Randolph St., Chicago, ILLINOIS",41.884581082531,-87.628574629721,IL,FALSE
75000657,NA,Pickwick Theater Building,ILLINOIS,Cook,Park Ridge,5 S. Prospect Ave.,Listed,Single,FALSE,0.4,ART; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892216,FALSE,TRUE,FALSE,FALSE,FALSE,2/24/75,NA,NA,NA,75000657,"5 S. Prospect Ave., Park Ridge, ILLINOIS",42.009751997893,-87.82984802864,IL,FALSE
100007223,SG,Ramova Theater,ILLINOIS,Cook,Chicago,3508-3518 South Halsted St.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/17/21,NA,NA,NA,100007223,"3508-3518 South Halsted St., Chicago, ILLINOIS",41.830250188629,-87.646556760951,IL,FALSE
78003100,NA,Egyptian Theatre,ILLINOIS,De Kalb,De Kalb,135 N. 2nd St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892720,FALSE,FALSE,TRUE,FALSE,FALSE,12/1/78,NA,NA,NA,78003100,"135 N. 2nd St., De Kalb, ILLINOIS",41.931146174637,-88.752835210763,IL,TRUE
05000872,NA,Grand Theater,ILLINOIS,Du Page,Wheaton,123 N. Hale St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892799,FALSE,FALSE,FALSE,TRUE,FALSE,8/12/05,NA,Paramount Theater;Wheaton Theater; Wheaton Grand Theater,NA,05000872,"123 N. Hale St., Wheaton, ILLINOIS",41.865570187506,-88.108062170496,IL,FALSE
100008843,SG,Heart Theater,ILLINOIS,Effingham,Effingham,133 East Jefferson Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/12/23,NA,NA,NA,100008843,"133 East Jefferson Ave., Effingham, ILLINOIS",39.121110913866,-88.541077239691,IL,FALSE
12000322,NA,Liberty Theater,ILLINOIS,Jackson,Murphysboro,1333 Walnut,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28893025,FALSE,FALSE,FALSE,TRUE,FALSE,6/13/12,NA,Tilford Theatre,NA,12000322,"1333 Walnut, Murphysboro, ILLINOIS",37.76417269733,-89.337719804299,IL,FALSE
94000977,NA,Arcada Theater Building,ILLINOIS,Kane,St. Charles,105 E. Main St. and 1st Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893220,FALSE,FALSE,FALSE,TRUE,FALSE,8/16/94,NA,The Arcada,NA,94000977,"105 E. Main St. and 1st Ave., St. Charles, ILLINOIS",41.913856990595,-88.312473990169,IL,FALSE
80001371,NA,Paramount Theatre,ILLINOIS,Kane,Aurora,23 E. Galena Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893194,FALSE,TRUE,FALSE,FALSE,FALSE,3/18/80,NA,Paramount Arts Centre,NA,80001371,"23 E. Galena Blvd., Aurora, ILLINOIS",41.757745343148,-88.314623696876,IL,FALSE
89001112,NA,Catlow Theatre,ILLINOIS,Lake,Barrington,112--116 W. Main St.,Listed,Single,FALSE,0.9,ENGINEERING; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893348,FALSE,FALSE,FALSE,TRUE,FALSE,8/21/89,NA,NA,NA,89001112,"112--116 W. Main St., Barrington, ILLINOIS",42.154593715516,-88.136660888855,IL,TRUE
97000818,NA,Normal Theater,ILLINOIS,McLean,Normal,209 North St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893653,FALSE,FALSE,FALSE,TRUE,FALSE,7/25/97,NA,NA,NA,97000818,"209 North St., Normal, ILLINOIS",40.509217363088,-88.986470535857,IL,FALSE
80001402,NA,Madison Theatre,ILLINOIS,Peoria,Peoria,502 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893859,FALSE,FALSE,FALSE,TRUE,FALSE,11/21/80,NA,NA,NA,80001402,"502 Main St., Peoria, ILLINOIS",40.693873180198,-89.591651733257,IL,FALSE
12001116,NA,Zoe Theatre,ILLINOIS,Pike,Pittsfield,209 N. Madison St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893895,FALSE,FALSE,FALSE,TRUE,FALSE,1/2/13,NA,NA,NA,12001116,"209 N. Madison St., Pittsfield, ILLINOIS",39.608338833604,-90.806317585896,IL,FALSE
80001407,NA,Fort Armstrong Theatre,ILLINOIS,Rock Island,Rock Island,1826 3rd Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893977,FALSE,FALSE,FALSE,TRUE,FALSE,5/23/80,NA,Fort Theatre,NA,80001407,"1826 3rd Ave., Rock Island, ILLINOIS",41.509879131236,-90.574255862275,IL,FALSE
85000977,NA,Majestic Theatre,ILLINOIS,St. Clair,East St. Louis,240-246 Collinsville Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28894144,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/85,NA,NA,NA,85000977,"240-246 Collinsville Ave., East St. Louis, ILLINOIS",38.627445189574,-90.1576740342,IL,FALSE
01000978,NA,Fischer Theater,ILLINOIS,Vermilion,Danville,158-164 N. Vermillion St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28894231,FALSE,FALSE,FALSE,TRUE,FALSE,9/16/01,NA,Grand Opera House; Heinly's Grand Opera House,NA,01000978,"158-164 N. Vermillion St., Danville, ILLINOIS",40.128164393887,-87.630346244029,IL,FALSE
78001199,NA,Rubens Rialto Square Theater,ILLINOIS,Will,Joliet,102 N. Chicago St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/28894339,FALSE,FALSE,TRUE,FALSE,FALSE,7/24/78,NA,Rialto Theater,NA,78001199,"102 N. Chicago St., Joliet, ILLINOIS",41.526123476925,-88.081433450841,IL,FALSE
75000041,NA,Embassy Theater and Indiana Hotel,INDIANA,Allen,Fort Wayne,121 W. Jefferson St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132002469,FALSE,FALSE,TRUE,FALSE,FALSE,9/5/75,NA,NA,NA,75000041,"121 W. Jefferson St., Fort Wayne, INDIANA",41.236024304575,-85.856960494803,IN,FALSE
100011042,SG,Fort Wayne Performing Arts Theatre,INDIANA,Allen,Fort Wayne,303 East Main Street,Listed,Single,FALSE,0.88,ARCHITECTURE,building,NA,FALSE,TRUE,FALSE,TRUE,FALSE,11/25/24,NA,"The Arts United Center of Greater Fort Wayne, Inc.",NA,100011042,"303 East Main Street, Fort Wayne, INDIANA",41.081753988323,-85.136706999101,IN,FALSE
04001315,NA,Fowler Theatre,INDIANA,Benton,Fowler,111 E. 5th St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/132002584,FALSE,FALSE,FALSE,TRUE,FALSE,12/6/04,NA,NA,NA,04001315,"111 E. 5th St., Fowler, INDIANA",40.617965013077,-87.322960229275,IN,FALSE
78000028,NA,Knights of Pythias Building and Theatre,INDIANA,Decatur,Greensburg,215 N. Broadway,Listed,Single,FALSE,0.9,SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/132002852,FALSE,FALSE,FALSE,TRUE,FALSE,3/28/78,NA,K. of P. Building,NA,78000028,"215 N. Broadway, Greensburg, INDIANA",39.33814592163,-85.484400580397,IN,FALSE
80000036,NA,Lerner Theatre,INDIANA,Elkhart,Elkhart,401 S. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132002983,FALSE,FALSE,FALSE,TRUE,FALSE,10/2/80,NA,Elco Theatre,NA,80000036,"401 S. Main St., Elkhart, INDIANA",41.68394079976,-85.972100024099,IN,FALSE
87000069,NA,Hoosier Theater Building,INDIANA,Lake,Whiting,1329--1335 One Hundred-nineteenth St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132003631,FALSE,FALSE,FALSE,TRUE,FALSE,2/18/87,NA,NA,NA,87000069,"1329--1335 One Hundred-nineteenth St., Whiting, INDIANA",41.679255,-87.499121,IN,FALSE
91001165,NA,Paramount Theater Building,INDIANA,Madison,Anderson,1124 Meridian St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132003742,FALSE,FALSE,FALSE,TRUE,FALSE,8/29/91,NA,Paramount Centre;095-015-46071,NA,91001165,"1124 Meridian St., Anderson, INDIANA",40.1044973359,-85.678861069343,IN,FALSE
80000058,NA,Circle Theater,INDIANA,Marion,Indianapolis,45 Monument Circle,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132003811,FALSE,FALSE,FALSE,TRUE,FALSE,6/16/80,NA,NA,NA,80000058,"45 Monument Circle, Indianapolis, INDIANA",39.768011490706,-86.157351148388,IN,FALSE
79000035,NA,Indiana Theatre,INDIANA,Marion,Indianapolis,134 W. Washington St.,Listed,Single,FALSE,1,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132003912,FALSE,TRUE,FALSE,FALSE,FALSE,1/29/79,NA,NA,NA,79000035,"134 W. Washington St., Indianapolis, INDIANA",39.767586528215,-86.161047735326,IN,FALSE
04000630,NA,Rivoli Theater,INDIANA,Marion,Indianapolis,3155 E. 10th St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132004028,FALSE,FALSE,FALSE,TRUE,FALSE,6/22/04,NA,098-295-1041,NA,04000630,"3155 E. 10th St., Indianapolis, INDIANA",39.781068316559,-86.111135262116,IN,FALSE
83000112,NA,Princess Theatre,INDIANA,Monroe,Bloomington,206 N. Walnut St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132004229,FALSE,FALSE,FALSE,TRUE,FALSE,6/16/83,NA,See Also:Princess Theatre Building (Boundary Decrease),NA,83000112,"206 N. Walnut St., Bloomington, INDIANA",39.167900122315,-86.533296018156,IN,FALSE
85001204,NA,Blackstone-State Theater,INDIANA,St. Joseph,South Bend,212 S. Michigan,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132002062,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/85,NA,NA,NA,85001204,"212 S. Michigan, South Bend, INDIANA",41.67461656112,-86.249857603689,IN,FALSE
85001226,NA,Palace Theater,INDIANA,St. Joseph,South Bend,211 N. Michigan,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132002136,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/85,NA,NA,NA,85001226,"211 N. Michigan, South Bend, INDIANA",41.678220108933,-86.250754551147,IN,FALSE
82000077,NA,Old Hoosier Theatre,INDIANA,Switzerland,Vevay,Cheapside and Ferry Sts.,Listed,Single,FALSE,0.9,COMMERCE; POLITICS/GOVERNMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132004844,FALSE,FALSE,FALSE,TRUE,FALSE,3/1/82,NA,Old Theatre Building,NA,82000077,"Cheapside and Ferry Sts., Vevay, INDIANA",38.747206995612,-85.066614004349,IN,FALSE
81000030,NA,Mars Theatre,INDIANA,Tippecanoe,Lafayette,11 N. 6th St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132004905,FALSE,FALSE,FALSE,TRUE,FALSE,1/26/81,NA,Denis H. Long Center for the Performing Arts,NA,81000030,"11 N. 6th St., Lafayette, INDIANA",40.4175655871,-86.890577550678,IN,FALSE
82000124,AD,Victory Theater and Hotel Sonntag (Additional Documentation),INDIANA,Vanderburgh,Evansville,600-614 Main St.,Listed,Add.Doc.,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132002286,FALSE,FALSE,FALSE,TRUE,FALSE,7/1/82,NA,NA,NA,82000124,"600-614 Main St., Evansville, INDIANA",37.973138949821,-87.568720228769,IN,FALSE
83000110,NA,Hippodrome Theatre,INDIANA,Vigo,Terre Haute,727 Ohio St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132002326,FALSE,FALSE,FALSE,TRUE,FALSE,6/30/83,NA,Wabash Theatre,NA,83000110,"727 Ohio St., Terre Haute, INDIANA",39.465159331199,-87.405997061825,IN,FALSE
83004578,NA,Indiana Theatre,INDIANA,Vigo,Terre Haute,683 Ohio St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132002333,FALSE,FALSE,FALSE,TRUE,FALSE,11/13/97,NA,NA,NA,83004578,"683 Ohio St., Terre Haute, INDIANA",39.465282461357,-87.407334897391,IN,FALSE
100006572,SG,13-24 Drive-In Movie Theater,INDIANA,Wabash,Wabash,890 North IN 13,Listed,Single,FALSE,17,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/26/21,NA,NA,NA,100006572,"890 North IN 13, Wabash, INDIANA",40.838801968302,-85.793292487875,IN,FALSE
82000053,NA,Murray Theater,INDIANA,Wayne,Richmond,1003 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132005195,FALSE,FALSE,FALSE,TRUE,FALSE,3/25/82,NA,Richmond Civic Theater-Norbert Silbiger Theater,NA,82000053,"1003 Main St., Richmond, INDIANA",39.828780330638,-84.888858564612,IN,FALSE
93000764,NA,Cotton Theater,IOWA,Black Hawk,Cedar Falls,103 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75338265,FALSE,FALSE,FALSE,TRUE,FALSE,7/23/93,NA,Regent Theater,NA,93000764,"103 Main St., Cedar Falls, IOWA",42.537653270428,-92.445908203929,IA,FALSE
09000329,NA,Malek Theatre,IOWA,Buchanan,Independence,116 2nd Ave. NE.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75338332,FALSE,FALSE,FALSE,TRUE,FALSE,5/21/09,NA,The Malek,NA,09000329,"116 2nd Ave. NE., Independence, IOWA",42.469384932178,-91.893085814963,IA,FALSE
12000030,NA,Sioux Theatre,IOWA,Buena Vista,Sioux Rapids,218 Main St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,https://catalog.archives.gov/id/75336057,FALSE,FALSE,FALSE,TRUE,FALSE,2/21/12,NA,Sioux Rapids Area Historical Museum,NA,12000030,"218 Main St., Sioux Rapids, IOWA",42.893458815708,-95.149239113158,IA,FALSE
15000951,NA,Hardacre Theater,IOWA,Cedar,Tipton,112 E. 5th St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/5/16,NA,Hardacre Opera House and Memorial Hall; Odd Fellows Hall; The Hardacre,NA,15000951,"112 E. 5th St., Tipton, IOWA",41.770119923991,-91.127853594314,IA,FALSE
96001373,NA,The Capitol Theater,IOWA,Des Moines,Burlington,211 N. Third St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75338665,FALSE,FALSE,FALSE,TRUE,FALSE,11/22/96,NA,NA,NA,96001373,"211 N. Third St., Burlington, IOWA",40.8095508026,-91.103200489238,IA,FALSE
72000474,NA,Orpheum Theatre and Site,IOWA,Dubuque,Dubuque,405 Main St.,Listed,Single,FALSE,0,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/75338798,FALSE,FALSE,FALSE,TRUE,FALSE,11/14/72,NA,Majestic Theatre,NA,72000474,"405 Main St., Dubuque, IOWA",42.497898197033,-90.665748459597,IA,FALSE
08001043,NA,"Avery Theater, The",IOWA,Hancock,Garner,495 State St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75338926,FALSE,FALSE,FALSE,TRUE,FALSE,11/12/08,NA,Erickson's Drug Store; Iowa State Inventory Form#41-00095,NA,08001043,"495 State St., Garner, IOWA",43.100670065312,-93.601759240777,IA,FALSE
90001688,NA,"Pilot Knob State Park, Amphitheater (Area 4)",IOWA,Hancock,Forest City,S of jct. of IA 9 and IA 332,Listed,Multiple,FALSE,1.2,LANDSCAPE ARCHITECTURE; CONSERVATION; ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; SOCIAL HISTORY,STRUCTURE,https://catalog.archives.gov/id/75336490,FALSE,FALSE,TRUE,TRUE,FALSE,11/15/90,NA,Forest City State Park;Pilot Mound State Park,NA,90001688,"S of jct. of IA 9 and IA 332, Forest City, IOWA",43.299008416195,-93.636846722725,IA,FALSE
91001119,NA,Masonic Temple Theater,IOWA,Henry,Mount Pleasant,115 N. Main,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75336559,FALSE,FALSE,FALSE,TRUE,FALSE,9/6/91,NA,NA,NA,91001119,"115 N. Main, Mount Pleasant, IOWA",40.967124924514,-91.553510609806,IA,FALSE
01000911,NA,Englert Theatre,IOWA,Johnson,Iowa City,221 E. Washington St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/75339208,FALSE,FALSE,FALSE,TRUE,FALSE,8/30/01,NA,NA,NA,01000911,"221 E. Washington St., Iowa City, IOWA",41.659793165354,-91.53228385911,IA,FALSE
76000778,NA,Paramount Theater Building,IOWA,Linn,Cedar Rapids,"121--127 3rd Ave., SE",Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75339442,FALSE,FALSE,FALSE,TRUE,FALSE,8/26/76,NA,NA,NA,76000778,"121--127 3rd Ave., SE, Cedar Rapids, IOWA",41.976689874184,-91.666849698716,IA,FALSE
95000965,NA,Sylvan Theater Historic District,IOWA,Polk,Des Moines,"In Greenwood Park on W side of 45th St., 1 block S of jct. with Grand Ave.",Listed,Single,FALSE,4,SOCIAL HISTORY; ENTERTAINMENT/RECREATION; LANDSCAPE ARCHITECTURE,DISTRICT,https://catalog.archives.gov/id/75339900,FALSE,FALSE,FALSE,TRUE,FALSE,8/15/95,NA,Greenwood Park Outdoor Theater,NA,95000965,"In Greenwood Park on W side of 45th St., 1 block S of jct. with Grand Ave., Des Moines, IOWA",41.5783149,-93.6677802,IA,FALSE
100006522,MP,Brooklyn Opera House–Broadway Theatre,IOWA,Poweshiek,Brooklyn,115 Jackson St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/17/21,NA,Broadway Theatre,NA,100006522,"115 Jackson St., Brooklyn, IOWA",41.729021315337,-92.445099014996,IA,FALSE
98001273,NA,Hotel Mississippi-RKO Orpheum Theater,IOWA,Scott,Davenport,106 E. Third St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/75337773,FALSE,FALSE,FALSE,TRUE,FALSE,10/22/98,NA,Mississippi Hotel;Adler Theatre,NA,98001273,"106 E. Third St., Davenport, IOWA",41.522540967689,-90.5737524622,IA,FALSE
79000944,NA,Wieting Theater,IOWA,Tama,Toledo,101 S. Church St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75340160,FALSE,FALSE,FALSE,TRUE,FALSE,4/26/79,NA,NA,NA,79000944,"101 S. Church St., Toledo, IOWA",41.995365005916,-92.576592970908,IA,FALSE
00000919,NA,New Orpheum Theatre,IOWA,Woodbury,Sioux City,520-28 Pierce St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/75340404,FALSE,FALSE,FALSE,TRUE,FALSE,8/25/00,NA,Orpheum Electric Building,NA,00000919,"520-28 Pierce St., Sioux City, IOWA",42.496060590491,-96.404718373159,IA,FALSE
100009703,MP,Iola Theatre,KANSAS,Allen,Iola,202 South Washington Avenue,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/5/24,NA,NA,NA,100009703,"202 South Washington Avenue, Iola, KANSAS",37.920838640035,-95.405952918998,KS,FALSE
05000003,NA,Crest Theater,KANSAS,Barton,Great Bend,1905 Lakin Ave.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,NA,NA,05000003,"1905 Lakin Ave., Great Bend, KANSAS",38.364113787359,-98.764078942483,KS,FALSE
90001577,NA,Augusta Theater,KANSAS,Butler,Augusta,525 State St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/31/90,NA,NA,NA,90001577,"525 State St., Augusta, KANSAS",37.676536581333004,-96.979034825373,KS,FALSE
05000005,NA,Plaza Theater,KANSAS,Coffey,Burlington,404 Neosho St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,Flint Hills Opry; The Music Box Theatre,NA,05000005,"404 Neosho St., Burlington, KANSAS",38.194950427019,-95.739054193599,KS,FALSE
05000010,NA,Chief Theater,KANSAS,Comanche,Coldwater,122 E. Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,Gossett Theater; Stark's Comanche Theatre,NA,05000010,"122 E. Main St., Coldwater, KANSAS",37.270386608909,-99.327316935792,KS,FALSE
100007282,MP,Winfield Fox Theatre,KANSAS,Cowley,Winfield,1007 Main St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/22,NA,"Marquee Performing Arts Center; Zimm Theatre; Winfield Cinemas 1 &amp; 2,; KHRI # 035- 5970-00076",NA,100007282,"1007 Main St., Winfield, KANSAS",37.23888184281,-96.997661076951,KS,FALSE
