Post number,Subject,Body,Attachment link,Location,Latitude,Longitude,Post color,Created At (UTC),Updated At (UTC)
365,"136. Penske Automotive Group, Inc., South Telegraph Road, Bloomfield Township, MI, USA","",http://www.penskeautomotive.com/,"Penske Automotive Group, Inc., South Telegraph Road, Bloomfield Township, MI, USA",42.6026454,-83.28794370000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
366,135. DOLLAR TREE,"Chesapeake, VA, USA
",http://www.dollartree.com/,"Chesapeake, VA, USA",36.7682088,-76.28749270000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
367,134. UNION PACIFIC,"Omaha, NE, USA
",http://www.up.com/,"Omaha, NE, USA",41.2565369,-95.93450339999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
368,"133. International Paper, Poplar Avenue, Memphis, TN, USA","",http://www.internationalpaper.com/,"International Paper, Poplar Avenue, Memphis, TN, USA",35.1006964,-89.8497443,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
369,132. CENTURYLINK,"Monroe, LA, USA
",http://www.centurylink.com/,"Monroe, LA, USA",32.5093109,-92.1193012,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
370,131. SOUTHERN,"Atlanta, GA, USA
",http://www.southerncompany.com/,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
371,130. PACCAR ,"Corporate Offices, 106th Avenue Northeast, Bellevue, WA, USA
",http://www.paccar.com/,"PACCAR Corporate Offices, 106th Avenue Northeast, Bellevue, WA, USA",47.61700639999999,-122.19975090000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
372,129. AMGEN,"Thousand Oaks, California, USA
",http://www.amgen.com/,"Thousand Oaks, California, USA",34.1705609,-118.83759370000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
373,128. Cummins,"Indianapolis Distribution Headquarters, East Market Street, Indianapolis, IN, USA
",https://en.wikipedia.org/wiki/Cummins,"Cummins Indianapolis Distribution Headquarters, East Market Street, Indianapolis, IN, USA",39.7681486,-86.15188660000001,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:04pm"
374,"127. Halliburton, North Sam Houston Parkway East, Houston, TX, USA","",http://www.halliburton.com/,"Halliburton, North Sam Houston Parkway East, Houston, TX, USA",29.9377567,-95.34044189999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
375,"126. Duke Energy, South Tryon Street, Charlotte, NC, USA","",http://www.duke-energy.com/,"Duke Energy, South Tryon Street, Charlotte, NC, USA",35.223998,-80.84863899999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
376,125. US Foods Holdings,"Rosemont, Illinois, USA
",http://www.usfoods.com/,"Rosemont, Illinois, USA",41.98675069999999,-87.8721602,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
377,"124. Thermo Fisher Scientific, 3rd Avenue, Waltham, MA, USA","",http://www.thermofisher.com/,"Thermo Fisher Scientific, 3rd Avenue, Waltham, MA, USA",42.3929224,-71.26159430000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
378,"123. Eli Lilly and Company Corporate Center, Delaware Street, Indianapolis, IN, USA","",http://www.lilly.com/,"Eli Lilly and Company Corporate Center, Delaware Street, Indianapolis, IN, USA",39.7559112,-86.1530808,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
379,"122. DXC Technology, Tysons Boulevard, Tysons, VA, USA","",http://www.dxc.technology/,"DXC Technology, Tysons Boulevard, Tysons, VA, USA",38.9233855,-77.2214581,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
380,"121. Starbucks, Pike Place, Seattle, WA, USA","",http://www.starbucks.com/,"Starbucks, Pike Place, Seattle, WA, USA",47.61002099999999,-122.34258299999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
381,120. NUCOR,"Charlotte, NC, USA
",http://www.nucor.com/,"Charlotte, NC, USA",35.2270869,-80.84312669999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
382,"119. Dollar General Corporate Headquarters, Mission Ridge, Goodlettsville, TN, USA","",http://www.dollargeneral.com/,"Dollar General Corporate Headquarters, Mission Ridge, Goodlettsville, TN, USA",36.3090261,-86.69906500000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
383,118. MACY'S,"Cincinnati, Ohio, USA
",http://www.macysinc.com/,"Cincinnati, Ohio, USA",39.1031182,-84.51201960000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
384,117. U.S. BANCORP,"Minneapolis, Minn, USA
",http://www.usbank.com/,"Minneapolis, Minn, USA",44.977753,-93.26501080000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
385,116. Mondelez International,"Deerfield, IL, USA
",http://www.mondelezinternational.com/,"Deerfield, IL, USA",42.1711365,-87.84451189999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
386,"115. Kraft Heinz Innovation Center, Ericsson Drive, Warrendale, PA, USA","",http://www.kraftheinzcompany.com/,"Kraft Heinz Innovation Center, Ericsson Drive, Warrendale, PA, USA",40.65925449999999,-80.10028299999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
387,"114. Raytheon Company, Apple Hill Drive, Tewksbury, MA, USA","",http://www.raytheon.com/,"Raytheon Company, Apple Hill Drive, Tewksbury, MA, USA",42.6378861,-71.24516019999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
388,"113. PBF Energy, Sylvan Way, Parsippany, NJ, USA","",http://www.pbfenergy.com/,"PBF Energy, Sylvan Way, Parsippany, NJ, USA",40.8474943,-74.45468949999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
389,"112. INTL FCStone, 5th Avenue, New York, NY, USA","",http://www.intlfcstone.com/,"INTL FCStone, 5th Avenue, New York, NY, USA",40.7552112,-73.98013329999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
390,"111. Northwestern Mutual, East Mason Street, Milwaukee, WI, USA","",http://www.northwesternmutual.com/,"Northwestern Mutual, East Mason Street, Milwaukee, WI, USA",43.040905,-87.901114,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
391,"110. Philip Morris International Inc, Park Avenue, New York, NY, USA","",http://www.pmi.com/,"Philip Morris International Inc, Park Avenue, New York, NY, USA",40.75188920000001,-73.97829810000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
392,"109. Arrow Electronics, East Dry Creek Road, Centennial, CO, USA","",https://www.arrow.com/company,"Arrow Electronics, East Dry Creek Road, Centennial, CO, USA",39.58149580000001,-104.88224059999999,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:04pm"
393,"108. Northrop Grumman, Fairview Park Drive, Falls Church, VA, USA","",http://www.northropgrumman.com/,"Northrop Grumman, Fairview Park Drive, Falls Church, VA, USA",38.8671114,-77.21488929999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
394,"107. Rite Aid, Market Street, Camp Hill, PA, USA","",http://www.riteaid.com/,"Rite Aid, Market Street, Camp Hill, PA, USA",40.24017559999999,-76.93539659999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
395,"106. TRAVELERS  New York, USA","",http://www.travelers.com/,"TRAVELERS, Melville, New York, USA",40.7736489,-73.4157247,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
396,105. Micron Technology,"Boise, ID, USA
",http://www.micron.com/,"Boise, ID, USA",43.6150186,-116.20231369999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
397,104. Twenty-First Century Fox,"New York, NY, USA
",http://www.thewaltdisneycompany.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
398,103. Abbott Laboratories,"Abbott Park, Libertyville Township, IL, USA
",http://www.abbott.com/,"Abbott Park, Libertyville Township, IL, USA",42.3008372,-87.89446679999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
399,102. Hewlett Packard Enterprise,"Palo Alto, CA, USA
",http://www.hpe.com/,"Palo Alto, CA, USA",37.4418834,-122.14301949999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
400,101. USAA,"San Antonio, TX, USA
",http://www.usaa.com,"San Antonio, TX, USA",29.4241219,-98.49362819999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
401,100. Coca-Cola,"Atlanta, GA, USA
",http://www.coca-colacompany.com/,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
402,99. Progressive,"
Mayfield Village, Ohio
",http://www.progressive.com/,"Mayfield, OH, USA",41.5519952,-81.4392828,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
403,98. Capital One Financial,"McLean, VA, USA
",http://www.capitalone.com/,"McLean, VA, USA",38.93386760000001,-77.17726040000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
404,97. CHS,"
Inver Grove Heights, Minn.
",http://www.chsinc.com/,"Inver Grove Heights, MN, USA",44.8480218,-93.0427153,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
405,96. ABBVIE,"North Chicago, IL, USA
",http://www.abbvie.com/,"North Chicago, IL, USA",42.325578,-87.84118180000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
406,95. 3M,"St Paul, MN, USA
",http://www.3m.com/,"St Paul, MN, USA",44.95370289999999,-93.08995779999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
407,94. Plains GP holdings,"Houston, TX, USA
",http://www.plainsallamerican.com/,"Houston, TX, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
408,93. Exelon,"Chicago, IL, USA
",http://www.exeloncorp.com/,"Chicago, IL, USA",41.8781136,-87.62979819999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
409,92. General Dynamics,"Falls Church, VA, USA
",http://www.generaldynamics.com/,"Falls Church, VA, USA",38.88233400000001,-77.17109140000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
410,91. Publix Super Markets,"Lakeland, FL, USA
",http://www.publix.com/,"Lakeland, FL, USA",28.0394654,-81.94980420000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
411,90. NIKE,"Beaverton, OR, USA
",http://www.nike.com/,"Beaverton, OR, USA",45.4888761,-122.80137709999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
412,89. Enterprise Products Partners,"Houston, TX, USA
",http://www.enterpriseproducts.com/,"Houston, TX, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
413,88. Tech Data,"Clearwater, FL, USA
",http://www.techdata.com/,"Clearwater, FL, USA",27.9658533,-82.8001026,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
414,87. DEERE,"Moline, IL, USA
",http://www.johndeere.com/,"Moline, IL, USA",41.5067003,-90.51513419999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
415,86. ConocoPhillips,"Houston, TX, USA
",http://www.conocophillips.com/,"Houston, TX, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
416,85. TJX,"Framingham, MA, USA
",http://www.tjx.com/,"Framingham, MA, USA",42.279286,-71.4161565,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
417,84. Massachusetts Mutual Life Insurance,"Springfield, MA, USA
",http://www.massmutual.com/,"Springfield, MA, USA",42.1014831,-72.589811,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
418,83. World Fuel Services,"Miami, FL, USA
",http://www.wfscorp.com/,"Miami, FL, USA",25.7616798,-80.19179020000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
419,82. ALLSTATE,"Northbrook, IL, USA
",http://www.allstate.com/,"Northbrook, IL, USA",42.1275267,-87.82895480000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
420,81. Oracle ,"Redwood City, CA, USA
",http://www.oracle.com/,"Redwood City, CA, USA",37.48521520000001,-122.23635480000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
421,80. Tyson Foods,"Springdale, AR, USA
",http://www.tysonfoods.com/,"Springdale, AR, USA",36.18674420000001,-94.1288141,White,"Sep 16, 2019 09:25am","Sep 20, 2019 05:44am"
422,78. TIAA,"New York, NY, USA
",http://www.tiaa.org/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
423,78. United Continental Holdings,"Chicago, IL, USA
",https://en.wikipedia.org/wiki/United_Airlines_Holdings,"Chicago, IL, USA",41.8781136,-87.62979819999998,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:02pm"
424,77. Honeywell International,"Morris Plains, NJ, USA
",http://www.honeywell.com/,"Morris Plains, NJ, USA",40.83959220000001,-74.48186980000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
425,"76. Merck Kenilworth, NJ, USA","",http://www.merck.com/,"Kenilworth, NJ, USA",40.67649109999999,-74.2907032,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
426,Liberty Mutual Insurance Group,"Boston, MA, USA
",http://www.libertymutual.com/,"Boston, MA, USA",42.3600825,-71.05888010000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
427,74. Best Buy,"Richfield, MN, USA
",http://www.bestbuy.com/,"Richfield, MN, USA",44.8832982,-93.28300209999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
428,73. Nationwide,"Columbus, OH, USA
",http://www.nationwide.com/,"Columbus, OH, USA",39.9611755,-82.99879420000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
429,72. American Express,"New York, NY, USA
",http://www.americanexpress.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
430,71. New York Life Insurance,"New York, NY, USA
",http://www.newyorklife.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
431,70. Charter Communications,"Stamford, CT, USA
",http://www.charter.com/,"Stamford, CT, USA",41.0534302,-73.5387341,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
432,69. Delta Air Lines,"Atlanta, GA, USA
",https://www.facebook.com/delta/,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:02pm"
433,68. American Airlines Group,"Fort Worth, TX, USA
",http://www.aa.com/,"Fort Worth, TX, USA",32.7554883,-97.3307658,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
434,67. HCA Healthcare,"Nashville, TN, USA
",http://www.hcahealthcare.com/,"Nashville, TN, USA",36.1626638,-86.78160159999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
435,66. AIG,"New York, NY, USA
",http://www.aig.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
436,65. Cigna,"Bloomfield, CT, USA
",http://www.cigna.com/,"Bloomfield, CT, USA",41.826488,-72.7300945,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
437,64. CISCO Systems,"San Jose, CA, USA
",http://www.cisco.com/,"San Jose, CA, USA",37.3382082,-121.88632860000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
438,63. Morgan Stanley ,"New York NY
",http://www.morganstanley.com/,"Morgan Stanley Global Headquarters, Broadway, New York, NY, USA",40.75999780000001,-73.98543169999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
439,62. Goldman Sachs Group,"New York, NY, USA
",http://www.goldmansachs.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
440,61. Pfizer,"New York, NY, USA
",http://www.pfizer.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
441,60. Lockheed Martin,"Bethesda, MD, USA
",http://www.lockheedmartin.com/,"Bethesda, MD, USA",38.984652,-77.09470920000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
442,59. Energy Transfer,"Dallas, TX, USA
",http://www.energytransfer.com/,"Dallas, TX, USA",32.7766642,-96.79698789999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
443,58. Caterpillar,"Deerfield, IL, USA
",https://www.cat.com/en_US.html,"Deerfield, IL, USA",42.1711365,-87.84451189999999,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:01pm"
444,57. Facebook,"Menlo Park, CA, USA
",http://facebook.com,"Menlo Park, CA, USA",37.4529598,-122.18172520000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
445,56. Humana,"Louisville, KY, USA
",http://www.humana.com/,"Louisville, KY, USA",38.25266469999999,-85.75845570000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
446,55. HP,"Palo Alto, CA, USA
",http://www.hp.com/,"Palo Alto, CA, USA",37.4418834,-122.14301949999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
447,54. SYSCO,"Houston, Texas, USA
",http://www.sysco.com/,"Houston, Texas, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
448,52. Albertsons,"Boise, ID, USA
",http://www.albertsonscompanies.com/,"Boise, ID, USA",43.6150186,-116.20231369999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
449,51. Centene,"St. Louis, MO, USA
",http://www.centene.com/,"St. Louis, MO, USA",38.62700249999999,-90.1994042,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
450,50. Prudential Financial,"Newark, NJ, USA
",http://www.prudential.com/,"Prudential Center, Lafayette Street, Newark, NJ, USA",40.7335424,-74.17102549999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
451,48. Archer Daniels Midland,"Chicago, IL, USA
",http://www.adm.com/,"Chicago, IL, USA",41.8781136,-87.62979819999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
452,48. Pepsico,"New York, NY, USA
",https://www.pepsico.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 26, 2023 10:59pm"
453,47. Fedex,"Memphis, TN, USA
",http://fedex.com,"Memphis, TN, USA",35.1495343,-90.0489801,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
454,46. United Technologies,"
Farmington, Conn.
",http://www.utc.com/,"Farmington, CT, USA",41.7360305,-72.795027,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
455,45. Procter and Gamble,"Cincinnati, OH, USA
",http://www.pg.com/,"Cincinnati, OH, USA",39.1031182,-84.51201960000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
456,44. MetLife,"New York, NY, USA
",http://www.metlife.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
457,43. INTEL,"Santa Clara, California, USA
",http://www.intel.com/,"Santa Clara, California, USA",37.35410789999999,-121.95523559999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
458,41. Lowes,"Mooresville, NC, USA
",http://lowes.com,"Mooresville, NC, USA",35.58591459999999,-80.80814129999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
459,41. United Parcel Service,"Atlanta, GA, USA
",https://www.ups.com/us/en/global.page,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 26, 2023 10:59pm"
460,40. Freddie Mac,"McLean, Virginia, USA
",http://www.freddiemac.com/,"McLean, Virginia, USA",38.93386760000001,-77.17726040000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
461,39. Target,"Minneapolis, MN, USA
",http://www.target.com/,"Target, Nicollet Mall, Minneapolis, MN, USA",44.9748915,-93.27430170000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
462,38. IBM,"Armonk, NY, USA
",http://www.ibm.com/,"IBM North Castle, North Castle Drive, Armonk, NY, USA",41.1135751,-73.71605219999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
463,37. Johnson And Johnson,"New Brunswick, NJ, USA
",http://www.jnj.com/,"Johnson And Johnson Plaza, New Brunswick, NJ, USA",40.49936930000001,-74.44191260000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
464,36. State Farm Insurance,"Corporate Headquarters, State Farm Plaza, Bloomington, IL, USA
",http://www.statefarm.com/,"State Farm Insurance: Corporate Headquarters, State Farm Plaza, Bloomington, IL, USA",40.4771561,-88.95485229999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
465,35. DuPont De Nemours  ,"Wilmington, DE, USA
",http://www.dupont.com/,"DuPont Country Club, Nemours Dam, Wilmington, DE, USA",39.7828904,-75.56714679999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
466,34. Dell Technologies ," Round Rock 5, Dell Way, Round Rock, TX, USA
",http://www.delltechnologies.com/,"Dell Technologies - Round Rock 5, Dell Way, Round Rock, TX, USA",30.4883856,-97.67042090000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
467,33. Anthem,"Virginia Avenue, Indianapolis, IN, USA
",http://www.antheminc.com/,"Anthem, Virginia Avenue, Indianapolis, IN, USA",39.76462000000001,-86.15301,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
468,32. Comcast,"John F Kennedy Boulevard, Philadelphia, PA, USA
",https://business.comcast.com/,"Comcast Center, John F Kennedy Boulevard, Philadelphia, PA, USA",39.9549688,-75.168451,White,"Sep 16, 2019 09:25am","Sep 26, 2023 10:59pm"
469,31. Marathon Petrolium,"Findlay, OH, USA
",https://www.marathonpetroleum.com/,"Findlay, OH, USA",41.04422,-83.6499321,White,"Sep 16, 2019 09:25am","Sep 26, 2023 10:58pm"
470,30. Citigroup,"New York, NY, USA
",http://citigroup.com,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
471,29. Wells Fargo,"San Francisco, CA, USA
",https://www.wellsfargo.com/,"San Francisco, CA, USA",37.7749295,-122.41941550000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
472,28. Boeing,"Chicago, IL
",http://www.boeing.com/,"Chicago, IL, USA",41.8781136,-87.62979819999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
473,27. Home Depot,"Atlanta, GA, USA
",http://www.homedepot.com/,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
474,26. Microsoft,"Redmond, WA, USA
",http://www.microsoft.com/,"Redmond, WA, USA",47.6739881,-122.121512,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
475,25. Bank of America,"Charlotte, NC, USA
",http://www.bankofamerica.com/,"Charlotte, NC, USA",35.2270869,-80.84312669999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
476,24. Valero Technology,"San Antonio, TX, USA
",http://www.valero.com/,"San Antonio, TX, USA",29.4241219,-98.49362819999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
477,23. Phillips,"Houston, TX
",http://www.phillips66.com/,"Houston, TX, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
478,22. Fannie Mae,"Washington D.C., DC, USA
",http://www.fanniemae.com/,"Washington D.C., DC, USA",38.9071923,-77.03687070000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
479,21. General Electric,"Boston, MA, USA
",http://www.ge.com/,"Boston, MA, USA",42.3600825,-71.05888010000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
480,20. Kroger,"Cincinnati, OH, USA
",http://www.thekrogerco.com/,"Cincinnati, OH, USA",39.1031182,-84.51201960000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
481,19. Verizon Communication,"New York, NY, USA
",http://www.verizon.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
482,18. JP Morgan,"New York, NY, USA
",http://www.jpmorganchase.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
483,17. Walgreens Boots Alliance,"Deerfield, IL, USA
",https://www.walgreensbootsalliance.com/,"Deerfield, IL, USA",42.1711365,-87.84451189999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
484,Cardinal Health,"Dublin, Ohio, USA
",https://www.cardinalhealth.com/en.html,"Dublin, Ohio, USA",40.0992294,-83.11407710000003,White,"Sep 16, 2019 09:25am","Sep 26, 2023 10:58pm"
485,15. Alphabet,"Mountain View, CA, USA
",http://www.abc.xyz/,"Mountain View, CA, USA",37.3860517,-122.0838511,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
486,14. Costco Wholesale,"Issaquah, WA, USA
",https://www.costco.com/,"Issaquah, WA, USA",47.5301011,-122.03261910000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
487,13. General Motors,"Detroit, MI
",http://www.gm.com,"Detroit, MI, USA",42.33142699999999,-83.0457538,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
488,2. Exxon Mobil,"Irving, TX, USA
",https://corporate.exxonmobil.com/,"Irving, TX, USA",32.8140177,-96.9488945,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
489,7. McKesson,"Irving, TX, USA
",https://www.mckesson.com/,"Irving, TX, USA",32.8140177,-96.9488945,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
490,13. Ford Motor," Dearborn, MI, USA
",http://www.corporate.ford.com/,"Dearborn, MI, USA",42.3222599,-83.17631449999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
491,11. Chevron," San Ramon, CA
",https://www.chevron.com/,"San Ramon, CA, USA",37.7799273,-121.97801529999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
492,"10. Amerisource Bergen Drug Corporation Chesterbrook, PA, USA","",http://www.amerisourcebergen.com/,"Amerisource Bergen Drug Corporation, Morris Drive, Chesterbrook, PA, USA",40.0686079,-75.46830460000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
493,9. AT&T  ,"Dallas, Texas, USA
",http://www.att.com/,"AT&T Store, North Central Expressway, Dallas, Texas, USA",32.8687682,-96.7692323,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
494,8. CVS Health ,"Woonsocket, RI, USA
",http://www.cvshealth.com/,"CVS Health Distribution Center, Founders Drive, Woonsocket, RI, USA",41.9914346,-71.48895440000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
495,6. UnitedHealth Group,"Minnetonka, MI
",http://www.unitedhealthgroup.com,"Minnetonka, MN, USA",44.9211836,-93.46874889999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
496,5. Amazon,"Seattle, WA
",https://fortune.com/fortune500/2019/amazon-com,"Seattle, WA, USA",47.6062095,-122.3320708,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
