"","ref_number","prefix","property_name","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","state","county","city","street_number","external_link","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name_lower","address","latitude","longitude"
"119","78001883",NA,"Soho Historic District","Listed","Single",FALSE,73,"COMMERCE; ARCHITECTURE","DISTRICT","NEW YORK","New York","New York","Roughly bounded by W. Broadway, Houston, Crosby, and Canal Sts.","https://catalog.archives.gov/id/75319915","6/29/78","6/2/78","Soho Cast Iron Historic District",NA,"78001883","soho","Soho Historic District New York NEW YORK",40.72378,-73.9999
"120","78001948",NA,"Bethabara Historic District","Listed","Single",FALSE,41,"COMMUNITY PLANNING AND DEVELOPMENT; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION; SOCIAL HISTORY","DISTRICT","NORTH CAROLINA","Forsyth","Winston-Salem","N of Winston-Salem on NC 67","https://catalog.archives.gov/id/47720163","11/15/78","1/20/99",NA,NA,"78001948","bethabara","Bethabara Historic District Forsyth NORTH CAROLINA",35.66819,-80.46867
"121","76001321",NA,"Bethania Historic District","Listed","Single",FALSE,50,"COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; RELIGION; SOCIAL HISTORY","DISTRICT","NORTH CAROLINA","Forsyth","Winston-Salem","N of Winston-Salem on NC 65, SR 1611, 1628, and 1688","https://catalog.archives.gov/id/47720210","5/3/76","8/7/01","See Also:Bethania Historic District (Boundary Increase)",NA,"76001321","bethania","Bethania Historic District Forsyth NORTH CAROLINA",35.66819,-80.46867
"122","66000591","AD","Old Salem Historic District","Listed","Add.Doc.",FALSE,223,"ARCHEOLOGY; BLACK; EXPLORATION/SETTLEMENT; EDUCATION; HISTORIC - NON-ABORIGINAL; COMMUNITY PLANNING AND DEVELOPMENT; INDUSTRY; COMMERCE; EUROPEAN; ARCHITECTURE; SOCIAL HISTORY","district","NORTH CAROLINA","Forsyth","Winston-Salem","600 S. Main St. (Salem College campus and area near Salem Sq.)",NA,"11/13/66","11/13/66",NA,NA,"66000591","old salem","Old Salem Historic District Forsyth NORTH CAROLINA",35.66819,-80.46867
"123","73001361",NA,"Pinehurst Historic District","Listed","Single",FALSE,250,"LANDSCAPE ARCHITECTURE; ARCHITECTURE; SOCIAL HISTORY","DISTRICT","NORTH CAROLINA","Moore","Pinehurst","Roughly bounded by Norfolk & Southern RR tracks, McLean Rd. and NC 5","https://catalog.archives.gov/id/47721456","8/14/73","6/19/96",NA,NA,"73001361","pinehurst","Pinehurst Historic District Moore NORTH CAROLINA",35.66819,-80.46867
"124","100011805","BC","Fort Union Trading Post National Historic Site Historic District (Boundary Increase)","Listed","Boundary",FALSE,NA,"HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT","SITE","NORTH DAKOTA","Williams","Williston","1550 Highway 1804","https://catalog.archives.gov/id/75326801","5/9/25","7/4/61",NA,"Ft. Union Trading Post","66000103","fort union trading post national historic site (boundary increase)","Fort Union Trading Post National Historic Site Historic District (Boundary Increase) Williams NORTH DAKOTA",48.0003,-104.04521
"125","100011806","BC","Fort Union Trading Post National Historic Site Historic District (Boundary Increase)","Listed","Boundary",TRUE,418.53,"EXPLORATION/SETTLEMENT; TRANSPORTATION; POLITICS/GOVERNMENT; SCIENCE; ART; ETHNIC HERITAGE-NATIVE AMERICAN; ETHNIC HERITAGE-OTHER-ETHNIC; COMMERCE; ARCHEOLOGY-HISTORIC ABORIGINAL; ARCHEOLOGY-HISTORIC NON-ABORIGINAL","site","NORTH DAKOTA","Williams","Williston","1550 Highway 1804","https://catalog.archives.gov/id/75326801","5/9/25","7/4/61",NA,"Ft. Union Trading Post","66000103","fort union trading post national historic site (boundary increase)","Fort Union Trading Post National Historic Site Historic District (Boundary Increase) Williams NORTH DAKOTA",48.0003,-104.04521
"126","66000103","AD","Fort Union Trading Post National Historic Site Historic District Additional Documentation)","Listed","Add.Doc.",TRUE,240.5,"EXPLORATION/SETTLEMENT; ARCHEOLOGY-HISTORIC ABORIGINAL; ARCHEOLOGY-HISTORIC NON-ABORIGINAL; COMMERCE; TRANSPORTATION; POLITICS/GOVERNMENT; SCIENCE; ART; ETHNIC HERITAGE-NATIVE AMERICAN; ETHNIC HERITAGE-OTHER-ETHNIC","site","NORTH DAKOTA","Williams","Williston","1550 Highway 1804","https://catalog.archives.gov/id/75326801","10/15/66","7/4/61",NA,"Ft. Union Trading Post","66000103","fort union trading post national historic site additional documentation)","Fort Union Trading Post National Historic Site Historic District Additional Documentation) Williams NORTH DAKOTA",48.0003,-104.04521
"127","76001447",NA,"Glendale Historic District","Listed","Single",FALSE,392,"COMMUNITY PLANNING AND DEVELOPMENT; TRANSPORTATION; ARCHITECTURE","DISTRICT","OHIO","Hamilton","Glendale","OH 747","https://catalog.archives.gov/id/71989055","7/20/76","5/5/77",NA,NA,"76001447","glendale","Glendale Historic District Hamilton OHIO",39.27284,-84.46855
"128","100003285","BC","Glendale Historic District (Boundary Increase and Decrease)","Listed","Boundary",FALSE,36.84,"COMMUNITY PLANNING AND DEVELOPMENT; TRANSPORTATION; ARCHITECTURE; ETHNIC HERITAGE; BLACK","district","OHIO","Hamilton","Glendale","Roughly bounded by OH 4/Springfield Pike, Oak Rd., RR right of way, Coral, Sharon and Morse Aves.,",NA,"12/18/18","5/5/77",NA,NA,"76001447","glendale (boundary increase and decrease)","Glendale Historic District (Boundary Increase and Decrease) Hamilton OHIO",38.56675,-82.76017
"129","100000800","NL","Greenhills Historic District","Listed","NHL",FALSE,NA,NA,"district","OHIO","Hamilton","Greenhills","Roughly Damon and Ingram Rds. on the north, the corporate limit on the west and south, and Farragut Rd. on the east",NA,NA,"12/23/16",NA,NA,"100000800","greenhills","Greenhills Historic District Hamilton OHIO",39.26728,-84.52411
"130","74001536",NA,"Mount Pleasant Historic District","Listed","Single",FALSE,54,"INDUSTRY; ARCHITECTURE; RELIGION; SOCIAL HISTORY","DISTRICT","OHIO","Jefferson","Mt. Pleasant","Roughly bounded by Union Street Alleys, Cemetery Street, and Market Street.","https://catalog.archives.gov/id/71989480","6/28/74","4/5/05","See Also:Friends Meetinghouse;Lundy,Benjamin,House",NA,"74001536","mount pleasant","Mount Pleasant Historic District Jefferson OHIO",40.17563,-80.79897
"131","16000859",NA,"Zoar Historic District","Listed","Single",FALSE,208,"ARCHITECTURE; ETHNIC HERITAGE; EUROPEAN; LANDSCAPE ARCHITECTURE; SOCIAL HISTORY","district","OHIO","Tuscarawas","Zoar","Roughly bounded by Fifth St., Zoar Cemetery, Cemetery Rd. - Lake Dr., Tuscarawas R., OH 212, East Second and East Sts.",NA,"10/31/16","10/31/16","Zoar Village; Zoar State Memorial",NA,"16000859","zoar","Zoar Historic District Tuscarawas OHIO",40.61451,-81.42234
"132","75001568",NA,"Boley Historic District","Listed","Single",FALSE,34.5,"COMMUNITY PLANNING AND DEVELOPMENT; COMMERCE; BLACK; POLITICS/GOVERNMENT; SOCIAL HISTORY","DISTRICT","OKLAHOMA","Okfuskee","Boley","Roughly bounded by Seward Ave., Walnut and Cedar Sts. and the southern city limits","https://catalog.archives.gov/id/86510633","5/15/75","5/15/75",NA,NA,"75001568","boley","Boley Historic District Okfuskee OKLAHOMA",35.49056,-96.48306
"133","74001664",NA,"Guthrie Historic District","Listed","Single",FALSE,1483,"POLITICS/GOVERNMENT; ARCHITECTURE","DISTRICT","OKLAHOMA","Logan","Guthrie","Roughly bounded by 14th St., College Ave., Pine St., and Lincoln Ave.","https://catalog.archives.gov/id/86511417","6/13/74","1/20/99","See Also:Carnegie Library;Co-operative Publishing Company Bu",NA,"74001664","guthrie","Guthrie Historic District Logan OKLAHOMA",35.8775,-97.42611
"134","11000628","MP","Platt National Park Historic District","Listed","Multiple",FALSE,NA,"LANDSCAPE ARCHITECTURE; ARCHITECTURE; CONSERVATION; POLITICS/GOVERNMENT","DISTRICT","OKLAHOMA","Murray","Sulpher","OK 7 at US 177",NA,"7/7/11","7/7/11","Sulphur Springs Reservation; Travertine, Platt District, Chickasaw Nat. Recreation Area","Chickasaw","11000628","platt national park","Platt National Park Historic District Murray OKLAHOMA",34.46049,-97.00716
"135","86000727",NA,"Bonneville Dam Historic District","Listed","Single",FALSE,87.8,"INDUSTRY; LANDSCAPE ARCHITECTURE; ENGINEERING; TRANSPORTATION; POLITICS/GOVERNMENT; ARCHITECTURE","DISTRICT","OREGON","Multnomah","Bonneville","Columbia River between Bradford and Cascade Islands off I-80 in Multnomah County, Oregon to WA 14 in Skamania County, WA","https://catalog.archives.gov/id/77848624","4/9/86","6/30/87","Powerhouse,Navigation Lock and Administrative Site;See Also:",NA,"86000727","bonneville dam","Bonneville Dam Historic District Multnomah OREGON",45.64428,-121.94064
"136","86003598",NA,"Bonneville Dam Historic District (Boundary Increase)","Listed","Single",FALSE,9.2,"CONSERVATION; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE","DISTRICT","OREGON","Multnomah","Bonneville","Roughly bounded by Mitchell Creek Bypass, SW District boundary, Union Pacific right-of-way, and Hatchery Service Rd.","https://catalog.archives.gov/id/77850863","3/26/87","6/30/87","Bonneville Hatchery;Central Hatchery;See Also:Bonneville Dam",NA,"86003598","bonneville dam (boundary increase)","Bonneville Dam Historic District (Boundary Increase) Multnomah OREGON",45.636198,-121.949782
"137","83004168",NA,"Columbia River Highway Historic District","Listed","Single",FALSE,529,"ENGINEERING; TRANSPORTATION","DISTRICT","OREGON","Multnomah","Troutdale","Roughly bounded by the Sandy River Bridge, Troutdale, Multnomah County on the West, the Chenoweth Creek Bridge, etc.","https://catalog.archives.gov/id/77848627","12/12/83","5/16/00",NA,NA,"83004168","columbia river highway","Columbia River Highway Historic District Multnomah OREGON",45.5340547,-122.2323036
"138","66000950",NA,"Jacksonville Historic District","Listed","Single",FALSE,326,"COMMERCE","DISTRICT","OREGON","Jackson","Jacksonville","Jacksonville city limits","https://catalog.archives.gov/id/77849357","11/13/66","11/13/66",NA,NA,"66000950","jacksonville","Jacksonville Historic District Jackson OREGON",42.32733981497,-122.941144575691
"139","75001597",NA,"Portland Skidmore/Old Town Historic District","Listed","Single",FALSE,44,"COMMERCE; ART; ARCHITECTURE; PERFORMING ARTS","DISTRICT","OREGON","Multnomah","Portland","Roughly bounded by Harbor Dr., Everett, 3rd, and Oak Sts.","https://catalog.archives.gov/id/77850656","12/6/75","5/5/77","Skidmore/Old Town Historic District",NA,"75001597","portland skidmore/old town","Portland Skidmore/Old Town Historic District Multnomah OREGON",45.516018,-122.681425
"140","84001413",NA,"Bedford Springs Hotel Historic District","Listed","Single",FALSE,300,"ARCHITECTURE; POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION","DISTRICT","PENNSYLVANIA","Bedford","Bedford","US 220, Bedford Township","https://catalog.archives.gov/id/71994143","12/20/84","7/17/91","Bedford Springs Hotel",NA,"84001413","bedford springs hotel","Bedford Springs Hotel Historic District Bedford PENNSYLVANIA",39.9973,-78.50974
"141","08001087",NA,"Bryn Athyn Historic District","Listed","Single",FALSE,37.7,"ARCHITECTURE; ART; TRANSPORTATION","DISTRICT","PENNSYLVANIA","Montgomery","Bryn Athyn","Huntington Pike and Cathedral Road","https://catalog.archives.gov/id/71994153","10/6/08","10/6/08","Pitcairn Residences: Cairnwood, Cairncrest, Glencairn; Bryn Athlyn Cathedral",NA,"08001087","bryn athyn","Bryn Athyn Historic District Montgomery PENNSYLVANIA",40.13334,-75.061886
"142","98001372",NA,"Chatham Village Historic District","Listed","Single",FALSE,46.4,"COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; ARCHITECTURE","DISTRICT","PENNSYLVANIA","Allegheny","Pittsburgh","Roughly bounded by Virginia Ave., Bigham St.,Woodruff St., Saw Mill Run Blvd., and Olympia Rd.","https://catalog.archives.gov/id/71994391","11/25/98","4/5/05",NA,NA,"98001372","chatham village","Chatham Village Historic District Allegheny PENNSYLVANIA",40.385217969129,-79.961827429191
"143","66000678",NA,"Colonial Germantown Historic District","Listed","Single",FALSE,113,"INDUSTRY; EUROPEAN; ARCHITECTURE; RELIGION","DISTRICT","PENNSYLVANIA","Philadelphia","Philadelphia","Germantown Ave. between Windrim Ave. and Upsal St.","https://catalog.archives.gov/id/71997142","10/15/66","6/23/65","Germantown;See Also:Cliveden;Independence National Historica",NA,"66000678","colonial germantown","Colonial Germantown Historic District Philadelphia PENNSYLVANIA",40.086321448528,-75.230973961602
"144","66000681",NA,"Elfreth's Alley Historic District","Listed","Single",FALSE,3.5,"ARCHITECTURE","DISTRICT","PENNSYLVANIA","Philadelphia","Philadelphia","Between 2nd and Front Sts.","https://catalog.archives.gov/id/71994263","10/15/66","10/9/60",NA,NA,"66000681","elfreth's alley","Elfreth's Alley Historic District Philadelphia PENNSYLVANIA",39.952763484725,-75.142379347747
"145","73002139",NA,"Harmony Historic District","Listed","Single",FALSE,17,"SOCIAL HISTORY","DISTRICT","PENNSYLVANIA","Butler","Harmony","PA 68","https://catalog.archives.gov/id/71994863","3/21/73","5/30/74","Harmony",NA,"73002139","harmony","Harmony Historic District Butler PENNSYLVANIA",40.816216932106,-80.023270523433
"146","12001016",NA,"Historic Moravian Bethlehem Historic District","Listed","Single",FALSE,NA,NA,"DISTRICT","PENNSYLVANIA","Northampton","Bethlehem","Church, Market and Main Streets",NA,"10/16/12","10/16/12",NA,NA,"12001016","historic moravian bethlehem","Historic Moravian Bethlehem Historic District Northampton PENNSYLVANIA",39.822376213996,-78.492340606805
"147","12001016","ADNL","Historic Moravian Bethlehem Historic District","Done","NHL Updated Documentation",FALSE,NA,"ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; ECONOMICS; EDUCATION; PERFORMING ARTS; RELIGION","district","PENNSYLVANIA","Northampton","Bethlehem","Church, Market and Main Streets",NA,NA,"10/16/12",NA,NA,"12001016","historic moravian bethlehem","Historic Moravian Bethlehem Historic District Northampton PENNSYLVANIA",39.822376213996,-78.492340606805
"148","94001186",NA,"Lukens Historic District","Listed","Single",FALSE,3,"SOCIAL HISTORY; COMMERCE; INDUSTRY","DISTRICT","PENNSYLVANIA","Chester","Coatsville","50, 53, 76, & 102 S. First St.","https://catalog.archives.gov/id/71994169","4/19/94","4/19/94",NA,NA,"94001186","lukens","Lukens Historic District Chester PENNSYLVANIA",39.85268,-75.360689
"149","84003090",NA,"Oakmont Country Club Historic District","Listed","Single",FALSE,218,"LANDSCAPE ARCHITECTURE; ENTERTAINMENT/RECREATION","DISTRICT","PENNSYLVANIA","Allegheny","Oakmont","Hulton Rd.","https://catalog.archives.gov/id/71994253","8/17/84","6/30/87",NA,NA,"84003090","oakmont country club","Oakmont Country Club Historic District Allegheny PENNSYLVANIA",40.518802,-79.837556
"150","92001878",NA,"RittenhouseTown Historic District","Listed","Single",FALSE,84,"INDUSTRY; SCIENCE","DISTRICT","PENNSYLVANIA","Philadelphia","Philadelphia","206--210 Lincoln Dr.","https://catalog.archives.gov/id/71994349","4/27/92","4/27/92",NA,NA,"92001878","rittenhousetown","RittenhouseTown Historic District Philadelphia PENNSYLVANIA",40.029693,-75.190574
"151","13000284",NA,"Old San Juan Historic District/Distrito Historico del Viejo San Juan NHL","Listed","Single",FALSE,NA,NA,"DISTRICT","PUERTO RICO","San Juan","San Juan","Western corner of San Juan Islet",NA,"2/27/13","2/27/13",NA,NA,"13000284","old san juan/distrito historico del viejo san juan nhl","Old San Juan Historic District/Distrito Historico del Viejo San Juan NHL San Juan PUERTO RICO",18.4661,-66.11598
"152","72000023",NA,"Bellevue Avenue Historic District","Listed","Single",FALSE,606,"LANDSCAPE ARCHITECTURE; COMMERCE; ARCHITECTURE; SOCIAL HISTORY","DISTRICT","RHODE ISLAND","Newport","Newport","Roughly bounded Atlantic Ocean, Easton Bay, Coggeshall Ave.,Spring St., and Memorial Blvd.","https://catalog.archives.gov/id/41374731","12/8/72","5/11/76","Ochre Point/Cliffs Historic District",NA,"72000023","bellevue avenue","Bellevue Avenue Historic District Newport RHODE ISLAND",41.4752107,-71.3079185
"153","70000019","AD","College Hill Historic District","Listed","Add.Doc.",FALSE,486,"INDUSTRY; COMMERCE; ART; EDUCATION; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY","district","RHODE ISLAND","Providence","Providence","Roughly bounded by Olney, Canal, S Water, Governor, Williams & Hope Sts., Providence R. & Harbor",NA,"11/10/70","12/30/70","See Also: Nightingale--Brown House",NA,"70000019","college hill","College Hill Historic District Providence RHODE ISLAND",41.83232,-71.41367
"154","68000001","AD","Newport Historic District (Additional Documentation)","Listed","Add.Doc.",FALSE,250,"ARCHITECTURE; COMMERCE; ARCHEOLOGY-HISTORIC NON-ABORIGINAL","district","RHODE ISLAND","Newport","Newport","Bounded roughly by Van Zandt and Bellevue Aves., Broadway, Newport Harbor, Thames, Pope, William, Bull, and Kingston Sts.","https://catalog.archives.gov/id/41375046","11/24/68","11/24/68",NA,NA,"68000001","newport (additional documentation)","Newport Historic District (Additional Documentation) Newport RHODE ISLAND",41.49192,-71.31186
"155","76000048",NA,"Ocean Drive Historic District","Listed","Single",FALSE,1509,"COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; CONSERVATION; ARCHITECTURE; SOCIAL HISTORY","DISTRICT","RHODE ISLAND","Newport","Newport","Ocean Dr.","https://catalog.archives.gov/id/41375052","5/11/76","5/11/76",NA,NA,"76000048","ocean drive","Ocean Drive Historic District Newport RHODE ISLAND",41.45455,-71.33505
"156","69000159",NA,"Beaufort Historic District","Listed","Single",FALSE,304,"ARCHITECTURE; EXPLORATION/SETTLEMENT; MILITARY; NATIVE AMERICAN; COMMERCE; SOCIAL HISTORY; BLACK; POLITICS/GOVERNMENT; COMMUNITY PLANNING AND DEVELOPMENT","DISTRICT","SOUTH CAROLINA","Beaufort","Beaufort","Bounded by the Beaufort River, Bladen, Hamar, and Boundary Sts.","https://catalog.archives.gov/id/118997132","12/17/69","11/7/73",NA,NA,"69000159","beaufort","Beaufort Historic District Beaufort SOUTH CAROLINA",32.43353,-80.67177
"157","66000964",NA,"Charleston Historic District","Listed","Single",FALSE,0,"ARCHITECTURE","DISTRICT","SOUTH CAROLINA","Charleston","Charleston","An area roughly bounded by Broad, Bay, S. Battery and Ashley and an area along Church bounded by Cumberland and Chalmers","https://catalog.archives.gov/id/118997297","10/15/66","10/9/60","Old and Historic Charleston;See Also:78002497;84002028;85001",NA,"66000964","charleston","Charleston Historic District Charleston SOUTH CAROLINA",32.783061,-79.934441
"158","78002491",NA,"Graniteville Historic District","Listed","Single",FALSE,55,"INDUSTRY; COMMUNITY PLANNING AND DEVELOPMENT; SOCIAL HISTORY","DISTRICT","SOUTH CAROLINA","Aiken","Graniteville","SC 19 and Gregg St.","https://catalog.archives.gov/id/118996808","6/2/78","6/2/78",NA,NA,"78002491","graniteville","Graniteville Historic District Aiken SOUTH CAROLINA",33.5603847,-81.8093745
"159","74001824",NA,"Penn Center Historic District","Listed","Single",FALSE,47,"ENGINEERING; BLACK; POLITICS/GOVERNMENT; SOCIAL HISTORY","DISTRICT","SOUTH CAROLINA","Beaufort","Frogmore","S of Frogmore on SC 37","https://catalog.archives.gov/id/118997169","9/9/74","12/2/74","Penn School",NA,"74001824","penn center","Penn Center Historic District Beaufort SOUTH CAROLINA",32.388188317715,-80.573450492841
"160","66000716",NA,"Deadwood Historic District","Listed","Single",FALSE,0,"INDUSTRY; COMMERCE; TRANSPORTATION; ENTERTAINMENT/RECREATION; ARCHITECTURE","DISTRICT","SOUTH DAKOTA","Lawrence","Deadwood","Bounded by the city limits","https://catalog.archives.gov/id/93205152","10/15/66","7/4/61","Deadwood",NA,"66000716","deadwood","Deadwood Historic District Lawrence SOUTH DAKOTA",44.379929,-103.724869
"161","66000731",NA,"Beale Street Historic District","Listed","Single",FALSE,27,"PERFORMING ARTS; ENTERTAINMENT/RECREATION","DISTRICT","TENNESSEE","Shelby","Memphis","Beale St. from 2nd to 4th Sts.",NA,"10/15/66","5/23/66","See Also: Beale Street Historic District (Boundary Decrease)",NA,"66000731","beale street","Beale Street Historic District Shelby TENNESSEE",35.13981,-90.05259
"162","89001098",NA,"Beale Street Historic District (Boundary Decrease)","Removed","Single",FALSE,0,"ENTERTAINMENT/RECREATION; PERFORMING ARTS","DISTRICT","TENNESSEE","Shelby","Memphis","Beale St. from Main to 2nd",NA,NA,"5/23/66","Beale Street; See Also: Beale Street Historic District",NA,"89001098","beale street (boundary decrease)","Beale Street Historic District (Boundary Decrease) Shelby TENNESSEE",35.13981,-90.05259
"163","93001607",NA,"Dealey Plaza Historic District","Listed","Single",FALSE,15,"POLITICS/GOVERNMENT; ARCHITECTURE; LANDSCAPE ARCHITECTURE","DISTRICT","TEXAS","Dallas","Dallas","Roughly bounded by Pacific Ave., Market St., Jackson St. and right of way of Dallas Right of Way Management Company","https://catalog.archives.gov/id/40970919","4/19/93","4/19/93",NA,NA,"93001607","dealey plaza","Dealey Plaza Historic District Dallas TEXAS",32.7789053,-96.808082
"164","75001979",NA,"East End Historic District","Listed","Single",FALSE,150,"ARCHITECTURE; SOCIAL HISTORY","DISTRICT","TEXAS","Galveston","Galveston","Irregular pattern including both sides of Broadway and Market Sts.","https://catalog.archives.gov/id/40972028","5/30/75","5/11/76",NA,NA,"75001979","east end","East End Historic District Galveston TEXAS",29.305757,-94.781453
"165","66000823",NA,"Fort Concho Historic District","Listed","Single",FALSE,42,"MILITARY; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT","DISTRICT","TEXAS","Tom Green","San Angelo","S edge of San Angelo","https://catalog.archives.gov/id/40970960","10/15/66","7/4/61",NA,NA,"66000823","fort concho","Fort Concho Historic District Tom Green TEXAS",31.45477,-100.43123
"166","96000753",NA,"Randolph Field Historic District","Listed","Multiple",FALSE,405,"MILITARY; ARCHITECTURE","DISTRICT","TEXAS","Bexar","San Antonio","Randolph Air Force Base, off Pat Booker Rd., 18 NE of San Antonio","https://catalog.archives.gov/id/40970899","7/8/96","8/7/01","Base Administration Building",NA,"96000753","randolph field","Randolph Field Historic District Bexar TEXAS",29.53217,-98.28029
"167","72001371",NA,"Roma Historic District","Listed","Single",FALSE,27.5,"COMMERCE; HISPANIC; EXPLORATION/SETTLEMENT; ARCHITECTURE","DISTRICT","TEXAS","Starr","Roma","Properties along Estrella and Hidalgo Sts. between Garfield St. and Bravo Alley","https://catalog.archives.gov/id/40973371","7/31/72","11/4/93","Roma-Los Saenz",NA,"72001371","roma","Roma Historic District Starr TEXAS",26.40867,-99.01614
"168","70000748","AD","Strand Historic District, The","Listed","Add.Doc.",FALSE,36.4,"COMMERCE; TRANSPORTATION; POLITICS/GOVERNMENT; ARCHITECTURE","district","TEXAS","Galveston","Galveston","Roughly bounded by Ave. A, 20th St., alley between Aves. C and D, and railroad depot",NA,"1/26/70","5/11/76",NA,NA,"70000748","strand, the","Strand Historic District, The Galveston TEXAS",29.3069,-94.79436
"169","66000928","AD","Alexandria Historic District","Listed","Add.Doc.",FALSE,0,"ARCHITECTURE; COMMERCE; INDUSTRY","district","VIRGINIA","Alexandria","Alexandria (Independent City)","Prince & St. Asaph Sts.",NA,"11/13/66","11/13/66","Subsequent AD documentation is National Register only",NA,"66000928","alexandria","Alexandria Historic District Alexandria VIRGINIA",38.804594,-77.042347
"170","84003880","AD","Ball's Bluff Battlefield Historic District and National Cemetery","Listed","Add.Doc.",TRUE,3301,"ARCHEOLOGY; HISTORIC - NON-ABORIGINAL; HISTORIC - ABORIGINAL; MILITARY; POLITICS/GOVERNMENT","district","VIRGINIA","Loudoun","Leesburg","Address Restricted",NA,"4/27/84","4/27/84","VDHR 253-5021 / 053-0012-0005 ; Fort Evans; Catoctin Rural Historic District (VDHR 053-0012);  Chesapeake &amp; Ohio Canal National Historical Park Historic District (MT 12-46)","Cheseapeake and Ohio Canal","84003880","ball's bluff battlefield and national cemetery","Ball's Bluff Battlefield Historic District and National Cemetery Loudoun VIRGINIA",39.00622,-77.4286
"171","72001380",NA,"Fort Myer Historic District","Listed","Single",FALSE,200,"MILITARY","DISTRICT","VIRGINIA","Arlington","Arlington","Arlington Blvd. (U.S. 50)",NA,"11/28/72","11/28/72","See Also:Quarters 1, Fort Myer",NA,"72001380","fort myer","Fort Myer Historic District Arlington VIRGINIA",36.70983,-81.97735
"172","73002036",NA,"Green Springs Historic District","Listed","Single",FALSE,14054,"AGRICULTURE; ARCHITECTURE","DISTRICT","VIRGINIA","Louisa","Zion Crossroads","NE of Zion Crossroads on U.S. 15","https://catalog.archives.gov/id/41681673","3/7/73","5/30/74","See also:Boswell Tavern;Green Springs;Hawkwood;Ioria;West En","Fredericksburg/Spotyslvania National Military Park","73002036","green springs","Green Springs Historic District Louisa VIRGINIA",37.25765,-76.80302
"173","76002187",NA,"Jackson Ward Historic District","Listed","Single",FALSE,130,"COMMERCE; EDUCATION; BLACK; ARCHITECTURE; POLITICS/GOVERNMENT; SOCIAL HISTORY; RELIGION","DISTRICT","VIRGINIA","Richmond","Richmond (Independent City)","Roughly bounded by 5th, Marshall, and Gilmer Sts., and the Richmond-Petersburg Tpke.","https://catalog.archives.gov/id/41682967","7/30/76","6/16/78","Jackson Ward;see also:Sixth Mount Zion Baptist Church;",NA,"76002187","jackson ward","Jackson Ward Historic District Richmond VIRGINIA",37.54876,-77.44276
"174","70000883","AD","Monument Avenue Historic District","Listed","Add.Doc.",FALSE,116,"COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; ART; MILITARY; TRANSPORTATION; ARCHITECTURE","district","VIRGINIA","Richmond","Richmond (Independent City)","Bounded by Grace and Birch Sts., Park Ave., and Roseneath Rd.",NA,"2/16/70","12/9/97","See Also:Monument Avenue Historic District (Boundary Increas",NA,"70000883","monument avenue","Monument Avenue Historic District Richmond VIRGINIA",37.56292,-77.47498
"175","79003038",NA,"Potomac Canal Historic District","Listed","Single",FALSE,25,"ENGINEERING; POLITICS/GOVERNMENT","DISTRICT","VIRGINIA","Fairfax","Great Falls","E of Great Falls","https://catalog.archives.gov/id/41680533","10/18/79","12/17/82","Patowmack Canal Historic District","George Washington Memorial Parkway","79003038","potomac canal","Potomac Canal Historic District Fairfax VIRGINIA",38.84622,-77.30665
"176","97000375",NA,"Skyline Drive Historic District","Listed","Multiple",FALSE,3190,"COMMUNITY PLANNING AND DEVELOPMENT; CONSERVATION; ENGINEERING; ARCHITECTURE; POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION; SOCIAL HISTORY; TRANSPORTATION; LANDSCAPE ARCHITECTURE","DISTRICT","VIRGINIA","Page","Luray","Shenandoah National Park, from the N entrance station at Front Royal to the S entrance station at Rockfish Gap","https://catalog.archives.gov/id/41678969","4/28/97","10/6/08",NA,"Shenandoah","97000375","skyline drive","Skyline Drive Historic District Page VIRGINIA",37.179834,-81.995406
"177","70000865",NA,"University Of Virginia Historic District","Listed","Single",FALSE,0,"EDUCATION","DISTRICT","VIRGINIA","Charlottesville","Charlottesville (Independent City)","Bounded by University and Jefferson Park Aves., and Hospital and McCormick Rds.","https://catalog.archives.gov/id/41680103","11/20/70","11/11/71","See Also:Rotunda, University of Virginia",NA,"70000865","university of virginia","University Of Virginia Historic District Charlottesville VIRGINIA",38.03458,-78.5039
"178","74002219",NA,"Virginia Military Institute Historic District","Listed","Single",FALSE,60,"MILITARY","DISTRICT","VIRGINIA","Lexington","Lexington (Independent City)","VMI campus","https://catalog.archives.gov/id/41679073","5/30/74","5/30/74","See Also:Barracks, Virginia Military Institute;Stono",NA,"74002219","virginia military institute","Virginia Military Institute Historic District Lexington VIRGINIA",37.79041,-79.43587
