Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,County,City ,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
66000183,,Gatlin Site,Listed,Single,TRUE,190, PREHISTORIC,SITE,ARIZONA,Maricopa,Gila Bend,Address Restricted,,10/15/66,7/19/64, Arizona Z:2:1;Arizona State Museum Site Number Z:2:1,,66000183
82001721,,Grand Canyon Lodge,Listed,Single,FALSE,45, ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,ARIZONA,Coconino,Grand Canyon National Park,North Rim on Bright Angel Point,https://catalog.archives.gov/id/75609759,9/2/82,5/28/87, Grand Canyon Lodge Historic District,Grand Canyon,82001721
87001412,,Grand Canyon Park Operations Building,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Coconino,Grand Canyon National Park,Off West Rim Dr.,https://catalog.archives.gov/id/75609513,5/28/87,5/28/87, Grand Canyon Ranger Office;See Also:Grand Canyon Village His,Grand Canyon,87001412
87001411,,Grand Canyon Power House,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Coconino,Grand Canyon National Park,Off West Rim Dr.,https://catalog.archives.gov/id/75609515,5/28/87,5/28/87, See Also:Grand Canyon Village Historic District,Grand Canyon,87001411
74000337,,Grand Canyon Railroad Station,Listed,Single,FALSE,0, TRANSPORTATION; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,ARIZONA,Coconino,Grand Canyon,Grand Canyon National Park Rte. 8A,https://catalog.archives.gov/id/75609806,9/6/74,5/28/87, Grand Canyon Depot,Grand Canyon,74000337
75000343,,Grand Canyon Village Historic District,Listed,Single,FALSE,73.1, EXPLORATION/SETTLEMENT; ARCHITECTURE; POLITICS/GOVERNMENT; COMMERCE; TRANSPORTATION; CONSERVATION,DISTRICT,ARIZONA,Coconino,Grand Canyon,AZ 64,https://catalog.archives.gov/id/75609733,11/20/75,2/18/97, Grand Canyon Village;See Also:74000334;74000336;74000337;750,Grand Canyon,75000343
95001226,,Grand Canyon Village Historic District (Boundary Increase),Listed,Single,FALSE,52, COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT; ARCHITECTURE; LANDSCAPE ARCHITECTURE; OTHER,DISTRICT,ARIZONA,Coconino,Grand Canyon,Grand Canyon National Park,https://catalog.archives.gov/id/75609525,10/24/95,2/18/97, Grand Canyon Village;See Also:Grand Canyon Village Historic,Grand Canyon,95001226
71000119,,Guevavi Mission Ruins,Listed,Single,FALSE,7.8, HISTORIC - ABORIGINAL; NATIVE AMERICAN; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT; HISPANIC; RELIGION,SITE,ARIZONA,Santa Cruz,Nogales,6 mi. N of U.S.-Mexican border,https://catalog.archives.gov/id/75610627,11/5/71,6/21/90, San Gabriel de Guevavi;Los Santos Angeles de Guevavi;Mission,,71000119
66000184,,Hohokam-Pima Irrigation Sites,Listed,Single,TRUE,0, PREHISTORIC,SITE,ARIZONA,Maricopa,Phoenix,Address Restricted,,10/15/66,5/23/63,,,66000184
66000167,,Hubbell Trading Post National Historic Site,Listed,Single,FALSE,160.1, COMMERCE; NATIVE AMERICAN; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,ARIZONA,Apache,Ganado,W side of Ganado,https://catalog.archives.gov/id/75609494,10/15/66,12/12/60,,Hubbell Trading Post,66000167
66000196,,Jerome Historic District,Listed,Single,FALSE,750, INDUSTRY,DISTRICT,ARIZONA,Yavapai,Jerome,Jerome,https://catalog.archives.gov/id/75609560,11/13/66,11/13/66,,,66000196
66000180,,Kinishba Ruins,Listed,Single,TRUE,40, PREHISTORIC; ARCHITECTURE,DISTRICT,ARIZONA,Gila,Whiteriver,Address Restricted,,10/15/66,7/19/64,,,66000180
100006279,NL,Klagetoh (Leegito) Chapter House,Listed,NHL,FALSE,0.4, NATIVE AMERICAN; POLITICS/GOVERNMENT,building,ARIZONA,Apache,Klagetoh,"US 191, approx. milepost 397 (west side)",,,1/13/21,,,100006279
100006280,SG,Klagetoh (Leegito) Chapter House,Listed,Single,FALSE,0.4, NATIVE AMERICAN; POLITICS/GOVERNMENT,building,ARIZONA,Apache,Klagetoh,"US 191, approx. milepost 397 (west side)",,,1/13/21,,,100006279
67000002,,Lehner Mammoth-Kill Site,Listed,Single,TRUE,485, PREHISTORIC,SITE,ARIZONA,Cochise,Hereford,Address Restricted,,5/28/67,5/28/67,,,67000002
66000172,,Lowell Observatory,Listed,Multiple,FALSE,4, SCIENCE,BUILDING,ARIZONA,Coconino,Flagstaff,1 mi. W of Flagstaff on Mars Hill,https://catalog.archives.gov/id/75609527,10/15/66,12/21/65,,,66000172
87001436,,"Mary Jane Colter Buildings (Hopi House, The Lookout, Hermit's Rest, and the Desert View Watchtower)",Listed,Single,FALSE,2, ARCHITECTURE; ENTERTAINMENT/RECREATION,DISTRICT,ARIZONA,Coconino,Grand Canyon National Park,Several locations along the South Rim,https://catalog.archives.gov/id/75609521,5/28/87,5/28/87, See Also:Hermit's Rest;Grand Canyon Village Historic Distric,Grand Canyon,87001436
66000173,,"Merriam, C. Hart, Base Camp Site",Listed,Single,FALSE,2.5, SCIENCE,SITE,ARIZONA,Coconino,Flagstaff,20 mi. NW of Flagstaff in Coconino National Forest,https://catalog.archives.gov/id/75609529,10/15/66,12/21/65,,,66000173
12001019,,Murray Springs Clovis Site,Listed,Single,FALSE,,,SITE,ARIZONA,Cochise,Sierra Vista,"T.21 S., R.21 E.; Sec. 26 (portion) East of Moson Rd.",,10/16/12,10/16/12,,,12001019
04001155,,Navajo Nation Council Chamber,Listed,Single,FALSE,1.6, NATIVE AMERICAN; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,ARIZONA,Apache,Window Rock,W008-013 Circle Boulevard,https://catalog.archives.gov/id/75609498,8/18/04,8/18/04, Council House; Central Agency House,,04001155
66000188,,Old Oraibi,Listed,Single,FALSE,800, PREHISTORIC; HISTORIC - ABORIGINAL,DISTRICT,ARIZONA,Navajo,Oraibi,Hopi Indian Reservation,https://catalog.archives.gov/id/75609543,10/15/66,7/19/64,,,66000188
100000838,NL,Painted Desert Community Complex Historic District,Listed,NHL,FALSE,24, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,district,ARIZONA,Apache,Petrified Forest National Park,One Park Rd.,,,12/23/16,,,05000284
87001421,,Painted Desert Inn,Listed,Single,FALSE,9.9, ART; ARCHITECTURE; SOCIAL HISTORY,BUILDING,ARIZONA,Apache,Petrified Forest National Park,Off US 40,https://catalog.archives.gov/id/75609545,5/28/87,5/28/87,,Petrified Forest,87001421
71000109,,Phelps Dodge General Office Building,Listed,Single,FALSE,0.9, INDUSTRY,BUILDING,ARIZONA,Cochise,Bisbee,"Copper Queen Plaza, intersection of Main St. and Brewery Gulch",https://catalog.archives.gov/id/75609660,6/3/71,5/4/83,,,71000109
66000182,,Point of Pines,Listed,Single,TRUE,0, PREHISTORIC,SITE,ARIZONA,Graham,Morenci,Address Restricted,,10/15/66,7/19/64, Point of Pines Site,,66000182
12001010,,"Poston Elementary School, Unit 1, Colorado River Relocation Center",Listed,Single,FALSE,,,BUILDING,ARIZONA,La Paz,Parker,Poston Rd. .4 mi. west of Mohave Rd.,,10/16/12,10/16/12,,,12001010
66000185,,Pueblo Grande Ruin,Listed,Single,FALSE,169, PREHISTORIC; HISTORIC - ABORIGINAL; AGRICULTURE; CONSERVATION,DISTRICT,ARIZONA,Maricopa,Phoenix,4619 E. Washington Ave.,https://catalog.archives.gov/id/75609536,10/15/66,7/19/65, Arizona State Museum site nos.:U:9:1;U:9:2;U:9:27;U:9:28,,66000185
09000082,,"Sage Memorial Hospital School of Nursing, Ganado Mission",Listed,Single,FALSE,160, EDUCATION; HEALTH/MEDICINE; NATIVE AMERICAN,DISTRICT,ARIZONA,Apache,Ganado,"Jct. AZ 264 and 291, Navajo Reservation",https://catalog.archives.gov/id/75609496,1/16/09,1/16/09,,,09000082
66000170,,San Bernardino Ranch,Listed,Single,FALSE,2000, MILITARY; TRANSPORTATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,ARIZONA,Cochise,Douglas,17 mi. E of Douglas on the international boundary,https://catalog.archives.gov/id/75609503,10/15/66,7/19/64, John Slaughter Ranch,,66000170
66000191,,San Xavier del Bac,Listed,Single,FALSE,14, EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION,BUILDING,ARIZONA,Pima,Tucson,9 mi. S of Tucson via Mission Rd.,https://catalog.archives.gov/id/75609548,10/15/66,10/9/60, San Xavier del Bac Mission,,66000191
66000181,,Sierra Bonita Ranch,Listed,Single,FALSE,320, AGRICULTURE,BUILDING,ARIZONA,Graham,Bonita,SW of Bonita,https://catalog.archives.gov/id/75609532,10/15/66,7/19/64, The Hooker Ranch,,66000181
74000457,,Taliesin West,Listed,Single,FALSE,620, ARCHITECTURE,BUILDING,ARIZONA,Maricopa,Scottsdale,N of jct. of Shea Blvd. and 108th St.,https://catalog.archives.gov/id/75610065,2/12/74,5/20/82, Taliesin in the Desert;Taliesin on the Maricopa Mesa,,74000457
66000171,,Tombstone Historic District,Listed,Single,FALSE,42, INDUSTRY; POLITICS/GOVERNMENT; SOCIAL HISTORY,DISTRICT,ARIZONA,Cochise,Tombstone,U.S. 80,https://catalog.archives.gov/id/75609509,10/15/66,7/4/61, See Also:St. Paul`s Episcopal Church;Tombstone City Hall,,66000171
87001437,,Tumacacori Museum,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Santa Cruz,Tumacacori,Tumacacori National Monument,https://catalog.archives.gov/id/75609556,5/28/87,5/28/87, See Also:Tumacacori National Monument,Tumacacori,87001437
66000189,,Ventana Cave,Listed,Single,TRUE,8.3, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,ARIZONA,Pima,Santa Rosa,Address Restricted,,10/15/66,1/20/61, Arizona State Museum Survey Ariz Z:12:5,,66000189
66000177,,Winona,Listed,Single,TRUE,140, PREHISTORIC,DISTRICT,ARIZONA,Coconino,Winona,Address Restricted,,10/15/66,7/19/64, Winona Village,,66000177
66000197,,Yuma Crossing and Associated Sites,Listed,Single,FALSE,149, TRANSPORTATION; EXPLORATION/SETTLEMENT,DISTRICT,ARIZONA,Yuma,Yuma,Banks of the Colorado River,https://catalog.archives.gov/id/75609562,11/13/66,11/13/66,,,66000197
66000198,,Arkansas Post National Memorial,Listed,Single,FALSE,389.2, MILITARY; EUROPEAN; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT,DISTRICT,ARKANSAS,Arkansas,Gillett,8 mi. SE of Gillett on AR 1 and 169,,10/15/66,10/9/60,,Arkansas Post,66000198
01000072,,"Bates, Daisy, House",Listed,Single,FALSE,,,BUILDING,ARKANSAS,Pulaski,Little Rock,1207 West 28th St.,,1/3/01,1/3/01,,,01000072
74000275,,Bathhouse Row,Listed,Single,FALSE,6, HEALTH/MEDICINE; ARCHITECTURE,DISTRICT,ARKANSAS,Garland,Hot Springs,"Central Ave. between Reserve and Fountain Sts., in Hot Springs National Park",,11/13/74,5/28/87,,Hot Springs,74000275
03001044,,Centennial Baptist Church,Listed,Single,FALSE,0.9, RELIGION; ARCHITECTURE; BLACK,BUILDING,ARKANSAS,Phillips,Helena,York and Columbia Streets,,7/31/03,7/31/03,,,03001044
72000203,,Confederate State Capitol,Listed,Single,FALSE,0.9, ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,ARKANSAS,Hempstead,Washington,Main St.,,5/19/72,4/19/94, The Hempstead County Courthouse,,72000203
91001048,,Eaker Site,Listed,Single,TRUE,80, PREHISTORIC; NATIVE AMERICAN,SITE,ARKANSAS,Mississippi,Blytheville,Address Restricted,,11/25/92,6/11/96, 3MS105,,91001048
94001182,,Elkins' Ferry,Listed,Single,FALSE,575, MILITARY,SITE,ARKANSAS,Nevada,Prescott,"Both banks of the Little Missouri R., about 10 mi. N of Prescott",,4/19/94,4/19/94, Battle of Elkins' Ferry,,94001182
94001183,,Fort Lookout,Listed,Single,FALSE,7, MILITARY,SITE,ARKANSAS,Ouachita,Camden,"S bank of the Ouachita R., about 1.0 mi. W of US 79",,4/19/94,4/19/94, Redoubt A;OU0032;Camden Expedition Sites,,94001183
66000202,,Fort Smith National Historic Site,Listed,Single,FALSE,19.3, MILITARY; LAW,DISTRICT,ARKANSAS,Sebastian,Fort Smith,301 Parker Ave.,,10/15/66,12/19/60, Fort Smith National Historic Landmark,Fort Smith,66000202
94001184,,Fort Southerland,Listed,Single,FALSE,6, MILITARY,SITE,ARKANSAS,Ouachita,Camden,"Roughly bounded by: Lear Ave., Bradley Ferry Rd., and Progress St.",,4/19/94,4/19/94, Redoubt E;OU0049;Camden Expedition Sites,,94001184
70000120,,Jenkins' Ferry Battleground,Listed,Single,FALSE,1900, MILITARY,SITE,ARKANSAS,Grant,Leola,NE of Leola on AR 46,,1/21/70,4/19/94, Battle of Jenkins' Ferry;GR0016,,70000120
77000268,,Little Rock Central High School,Listed,Single,FALSE,5, BLACK; EDUCATION; LAW; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,ARKANSAS,Pulaski,Little Rock,14th and Park Sts.,,8/19/77,5/20/82, Little Rock High School,,77000268
72000206,,Louisiana Purchase Survey Marker,Listed,Single,FALSE,0.9, EXPLORATION/SETTLEMENT,SITE,ARKANSAS,Lee,Blackton,SE of Blackton at corner of Monroe and Phillips counties,,2/23/72,4/19/93, Beginning Point of the Louisiana Purchase Survey;Louisiana P,,72000206
70000119,,Marks' Mills Battlefield Park,Listed,Single,FALSE,1742, MILITARY,SITE,ARKANSAS,Cleveland,Fordyce,Jct. of AR 8 and AR 97,,1/21/70,4/19/94, CV0001,,70000119
85003542,,Menard-Hodges Mounds (3AR4),Listed,Single,TRUE,35, PREHISTORIC; HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT,SITE,ARKANSAS,Arkansas,Nady,Address Restricted,,10/31/85,4/11/89, 3AR4,,85003542
66000201,,Nodena Site,Listed,Single,TRUE,305, PREHISTORIC,SITE,ARKANSAS,Mississippi,Wilson,Address Restricted,,10/15/66,7/19/64, Upper Nodena;Middle Nodena,,66000201
69000037,,Old State House,Listed,Single,FALSE,1.5, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,ARKANSAS,Pulaski,Little Rock,300 W. Markham St.,,12/3/69,12/9/97,,,69000037
66000200,,Parkin Indian Mound,Listed,Single,TRUE,27, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,ARKANSAS,Cross,Parkin,Address Restricted,,10/15/66,7/19/64, Stanley Mound Group 3CS29,,66000200
73000382,AD,Plum Bayou Mounds Archeological State Park,Listed,Add.Doc.,TRUE,170, PREHISTORIC,site,ARKANSAS,Lonoke,Scott,Address Restricted,,1/12/73,6/16/78, Knapp Mounds;Toltec Mounds Site,,73000382
69000036,,Poison Spring State Park,Listed,Single,FALSE,1120, MILITARY,SITE,ARKANSAS,Ouachita,Chidester,NW of Camden,,12/3/69,4/19/94, Battle of the Poison Spring,,69000036
74000481,,Prairie De Ann Battlefield,Listed,Single,FALSE,5760, MILITARY,SITE,ARKANSAS,Nevada,Prescott,N and S of Hwy. 24 and SW of Prescott,,3/22/74,4/19/94, NE0037,,74000481
75000411,,"Robinson, Joseph Taylor, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,ARKANSAS,Pulaski,Little Rock,2122 Broadway,,8/28/75,10/12/94, Foster-Robinson House;See Also:Governor's Mansion Historic D,,75000411
92001882,,Rohwer Relocation Center Memorial Cemetery,Listed,Single,FALSE,0.9, ASIAN; SOCIAL HISTORY,DISTRICT,ARKANSAS,Desha,Rohwer,AR 1,,7/6/92,7/6/92, Nisei Camp Cemetery;See Also:Rohwer Relocation Center,,92001882
70000127,,U.S. Arsenal Building,Listed,Single,FALSE,0.9, MILITARY,BUILDING,ARKANSAS,Pulaski,Little Rock,"MacArthur Park, 9th and Commerce Sts.",,7/28/70,4/19/95, See Also:MacArthur Park Historic District,,70000127
89001429,,USS HOGA YT-146 (formerly CITY OF OAKLAND),Listed,Single,FALSE,0.1, MILITARY; MARITIME HISTORY,STRUCTURE,ARKANSAS,Pulaski,North Little Rock (formerly Oakland),120 River Park Drive,,6/30/89,6/30/89, HOGA (YT-146); CITY OF OAKLAND,,89001429
14000782,,"""Big Four"" House",Listed,Single,FALSE,,,BUILDING,CALIFORNIA,Sacramento,Sacramento,220-226 K St.,https://catalog.archives.gov/id/123857994,10/15/66,7/7/61,,,14000782
66000204,,"Abbey, The-Joaquin Miller House",Listed,Single,FALSE,14, LITERATURE,BUILDING,CALIFORNIA,Alameda,Oakland,Joaquin Miller Rd. and Sanborn Dr.,https://catalog.archives.gov/id/123857885,10/15/66,12/29/62, Joaquin Miller Home,,66000204
77000149,,Ahwahnee Hotel,Listed,Single,FALSE,35, ARCHITECTURE,BUILDING,CALIFORNIA,Mariposa,Yosemite National Park,Yosemite Valley,https://catalog.archives.gov/id/123859726,2/15/77,5/28/87,,Yosemite,77000149
76000209,,Alcatraz,Listed,Single,FALSE,47, COMMERCE; MILITARY; ENGINEERING; SOCIAL HISTORY,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Alcatraz Island, San Francisco Bay",https://catalog.archives.gov/id/123861025,6/23/76,1/17/86," Alcatraz Island National Historic Landmark;Pacific Branch, U",Golden Gate,76000209
75000179,,ALMA (Scow Schooner),Listed,Single,FALSE,0.1, COMMERCE; TRANSPORTATION; ARCHITECTURE,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,2905 Hyde St. (Hyde St. Pier),https://catalog.archives.gov/id/123861027,10/10/75,6/7/88,,Golden Gate,75000179
71000164,,"Angel Island, U.S. Immigration Station",Listed,Single,FALSE,731.8, MILITARY; PREHISTORIC; SOCIAL HISTORY; ARCHITECTURE,DISTRICT,CALIFORNIA,Marin,Tiburon,SE of Tiburon in San Francisco Bay,https://catalog.archives.gov/id/123859654,10/14/71,12/9/97,,,71000164
92001875,,Angelus Temple,Listed,Single,FALSE,0.9, RELIGION; SOCIAL HISTORY,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,1100 Glendale Blvd.,https://catalog.archives.gov/id/123857916,4/27/92,4/27/92,,,92001875
70000140,,Anza House,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,CALIFORNIA,San Benito,San Juan Bautista,3rd and Franklin Sts.,https://catalog.archives.gov/id/123858008,4/15/70,4/15/70,,,70000140
84001183,,Aquatic Park Historic District,Listed,Single,FALSE,1, COMMUNITY PLANNING AND DEVELOPMENT; ART; MILITARY; ARCHITECTURE,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Bounded by Van Ness Ave., Hyde and Polk Sts.",https://catalog.archives.gov/id/123858050,1/26/84,5/28/87, Aquatic Park,Golden Gate,84001183
87000823,AD,Asilomar Conference Grounds,Returned,Add.Doc.,FALSE,9, ENTERTAINMENT/RECREATION,DISTRICT,CALIFORNIA,Monterey,Pacific Grove,Asilomar Blvd.,https://catalog.archives.gov/id/123857970,2/27/87,2/27/87,,,87000823
87000823,,Asilomar Conference Grounds,Listed,Single,FALSE,9, ENTERTAINMENT/RECREATION,DISTRICT,CALIFORNIA,Monterey,Pacific Grove,Asilomar Blvd.,https://catalog.archives.gov/id/123857970,2/27/87,2/27/87,,,87000823
100008261,SG,Asilomar Conference Grounds Warnecke Historic District,Listed,Single,FALSE,59.6, ARCHITECTURE; LANDSCAPE ARCHITECTURE,district,CALIFORNIA,Monterey,Pacific Grove,800 Asilomar Blvd.,https://catalog.archives.gov/id/123857970,10/11/22,2/27/87,,,100008261
77000331,,Balboa Park,Listed,Single,FALSE,0, LANDSCAPE ARCHITECTURE; ARCHITECTURE,DISTRICT,CALIFORNIA,San Diego,San Diego,CA Quadrangle 41,https://catalog.archives.gov/id/123858016,12/22/77,12/22/77,,,77000331
76000178,,BALCLUTHA,Listed,Single,FALSE,0.3, COMMERCE; TRANSPORTATION,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,Pier 41 East,https://catalog.archives.gov/id/123861041,11/7/76,2/4/85, STAR OF ALASKA;PACIFIC QUEEN;Sailing Ship BALCLUTHA,Golden Gate,76000178
93000269,,Baldwin Hills Village,Listed,Single,FALSE,64, LANDSCAPE ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; SOCIAL HISTORY; ARCHITECTURE,DISTRICT,CALIFORNIA,Los Angeles,Los Angeles,5300 Village Green,https://catalog.archives.gov/id/123857918,4/1/93,1/30/01, The Village Green,,93000269
66000227,,"Bancroft, Hubert H., Ranchhouse",Listed,Single,FALSE,1, LITERATURE,BUILDING,CALIFORNIA,San Diego,Spring Valley,Bancroft Dr. off CA 94,https://catalog.archives.gov/id/123858018,10/15/66,12/29/62,,,66000227
78000754,,Bank of Italy,Listed,Single,FALSE,0.9, COMMERCE,BUILDING,CALIFORNIA,San Francisco,San Francisco,552 Montgomery St.,https://catalog.archives.gov/id/123858054,6/2/78,6/16/78, Clay-Montgomery Building,,78000754
71000143,,"Barnsdall, Aline, Complex",Listed,Single,FALSE,11, LANDSCAPE ARCHITECTURE; ARCHITECTURE,building,CALIFORNIA,Los Angeles,Los Angeles,4800 Hollywood Blvd.,https://catalog.archives.gov/id/123858945,5/6/71,3/29/07," Barnsdall,Aline House, Olive Hill; Barnsdall Park",,71000143
90002220,,BERKELEY,Listed,Single,FALSE,0.9, MARITIME HISTORY; TRANSPORTATION; ARCHITECTURE; ENGINEERING,STRUCTURE,CALIFORNIA,San Diego,San Diego,B St. Pier,https://catalog.archives.gov/id/123858020,12/14/90,12/14/90, Ferry BERKELEY,,90002220
66000213,,Bodie Historic District,Listed,Single,FALSE,500, INDUSTRY; EXPLORATION/SETTLEMENT,DISTRICT,CALIFORNIA,Mono,Bridgeport,"7 mi. S of Bridgeport on U.S. 395, then 12 mi. E on secondary rd.",,10/15/66,7/4/61,,,66000213
91001424,,Borax Lake-Hodges Archeological Site,Listed,Single,TRUE,26.2, PREHISTORIC,SITE,CALIFORNIA,Lake,Clearlake,Address Restricted,,10/3/91,9/20/06, CA-LAK-36;Borax Lake Site,,91001424
71000144,,Bradbury Building,Listed,Single,FALSE,0.6, ARCHITECTURE,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,304 S. Broadway,https://catalog.archives.gov/id/123858975,7/14/71,5/5/77,,,71000144
66000241,,"Burbank, Luther, House and Garden",Listed,Single,FALSE,0.5, AGRICULTURE,BUILDING,CALIFORNIA,Sonoma,Santa Rosa,200 Santa Rosa Ave.,https://catalog.archives.gov/id/123862044,10/15/66,6/19/64,,,66000241
66000229,AD,C.A. THAYER (Additional Documentation),Listed,Add.Doc.,FALSE,0.9, INDUSTRY; COMMERCE; ARCHITECTURE,structure,CALIFORNIA,San Francisco,San Francisco,San Francisco Maritime National Historical Park/Hyde Street Pier,https://catalog.archives.gov/id/123861065,11/13/66,11/13/66, C.A. THAYER (Lumber Schooner),Golden Gate,66000229
15000279,,California Powder Works Bridge,Listed,Single,FALSE,,,STRUCTURE,CALIFORNIA,Santa Cruz,Santa Cruz,"Spanning San Lorenzo River at Keystone Way, Paradise Park",,2/27/15,2/27/15,,,15000279
66000214,,Carmel Mission,Listed,Single,FALSE,5, ARCHITECTURE; RELIGION,BUILDING,CALIFORNIA,Monterey,Carmel,Rio Rd.,https://catalog.archives.gov/id/123857972,10/15/66,10/9/60, Mission San Carlos de Borromeo del Rio Carmelo,,66000214
01000509,,Carrizo Plain Rock Art Discontiguous District,Listed,Single,TRUE,1215, PREHISTORIC; HISTORIC - ABORIGINAL; ART; RELIGION,DISTRICT,CALIFORNIA,San Luis Obispo,California Valley,Address Restricted,,5/23/01,3/2/12,,,01000509
70000141,,"Castro, Jose, House",Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,CALIFORNIA,San Benito,San Juan Bautista,S side of the Plaza,https://catalog.archives.gov/id/123858010,4/15/70,4/15/70,,,70000141
