Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
98001256,NA,Operation Crossbow Site,FLORIDA,Okaloosa,Eglin Air Force Base,Address Restricted,Listed,Single,TRUE,14,MILITARY,SITE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,10/22/98,NA,NA,NA,98001256
98000863,NA,"Russell, Annie, Theatre",FLORIDA,Orange,Winter Park,1000 Holt Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; EDUCATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77843433,FALSE,FALSE,FALSE,TRUE,FALSE,7/15/98,NA,8OR8148,NA,98000863
100005413,MP,Veterans Memorial Library and Woman's Club of St. Cloud Auditorium,FLORIDA,Osceola,St. Cloud,1012-1014 Massachusetts Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/3/20,NA,Woman's Club of St. Cloud; OS01255,NA,100005413
73000599,NA,Paramount Theatre Building,FLORIDA,Palm Beach,Palm Beach,145 N. County Rd.,Listed,Single,FALSE,1.3,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77843555,FALSE,FALSE,FALSE,TRUE,FALSE,12/12/73,NA,NA,NA,73000599
93000446,NA,Polk Theatre and Office Building,FLORIDA,Polk,Lakeland,121 S. Florida Ave.,Listed,Single,FALSE,0.9,COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77843822,FALSE,FALSE,TRUE,FALSE,FALSE,5/27/93,NA,Polk Theatre;8PO396,NA,93000446
84003835,NA,Edwards Theatre,FLORIDA,Sarasota,Sarasota,57 N. Pineapple Ave.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77841731,FALSE,FALSE,FALSE,TRUE,FALSE,3/22/84,NA,Sarasota Theater of the Arts,NA,84003835
95000164,NA,Municipal Auditorium-Recreation Club,FLORIDA,Sarasota,Sarasota,801 N. Tamiani Trail,Listed,Single,FALSE,2,ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77843918,FALSE,FALSE,FALSE,TRUE,FALSE,2/24/95,NA,Civic Center;City of Sarasota Exhibition Hall,NA,95000164
00001130,NA,Ritz Theater,FLORIDA,Seminole,Sanford,201 S. Magnolia Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77844010,FALSE,FALSE,FALSE,TRUE,FALSE,1/29/01,NA,Milane Theatre; Helen Stairs Theatre,NA,00001130
01001339,NA,Sunrise Theatre,FLORIDA,St. Lucie,Fort Pierce,117 S. 2nd St.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77844106,FALSE,FALSE,FALSE,TRUE,FALSE,12/7/01,NA,Sunrise Building; SL00799,NA,01001339
84000893,NA,Grand Theater,GEORGIA,Bartow,Cartersville,2 Wall St.,Listed,Single,FALSE,0.9,COMMERCE; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93206948,FALSE,FALSE,FALSE,TRUE,FALSE,6/28/84,NA,NA,NA,84000893
70000196,NA,Grand Opera House,GEORGIA,Bibb,Macon,651 Mulberry St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93207023,FALSE,TRUE,FALSE,FALSE,FALSE,6/22/70,NA,Academy of Music,NA,70000196
71000262,NA,Municipal Auditorium,GEORGIA,Bibb,Macon,415-435 1st St.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93207063,FALSE,FALSE,TRUE,FALSE,FALSE,6/21/71,NA,NA,NA,71000262
100007755,SG,Savannah Beach Town Hall and Auditorium,GEORGIA,Chatham,Tybee Island,403 Butler Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/27/22,NA,Tybee Island City Hall; Tybee City Hall,NA,100007755
06000733,NA,Albany Theatre,GEORGIA,Dougherty,Albany,107 N. Jackson St.,Listed,Single,FALSE,0.9,ARCHITECTURE; COMMERCE; ENTERTAINMENT/RECREATION; BLACK; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93207850,FALSE,FALSE,FALSE,TRUE,FALSE,8/21/06,NA,NA,NA,06000733
74000673,NA,Municipal Auditorium,GEORGIA,Dougherty,Albany,301 Pine Ave.,Listed,Single,FALSE,3,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93207864,FALSE,FALSE,FALSE,TRUE,FALSE,6/25/74,NA,NA,NA,74000673
77000427,NA,Degive's Grand Opera House,GEORGIA,Fulton,Atlanta,"157 Peachtree St., NE",Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93208152,FALSE,FALSE,FALSE,TRUE,FALSE,6/17/77,NA,Loew's Grand Theatre,NA,77000427
74002230,NA,Fox Theatre,GEORGIA,Fulton,Atlanta,600 Peachtree St.,Listed,Single,FALSE,2,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93208180,FALSE,TRUE,FALSE,FALSE,FALSE,5/17/74,5/11/76,See Also:Fox Theatre Historic District,NA,74002230
78003178,NA,Fox Theatre Historic District,GEORGIA,Fulton,Atlanta,Peachtree St. and Ponce de Leon Ave.,Listed,Single,FALSE,3,COMMERCE; ARCHITECTURE,DISTRICT,https://catalog.archives.gov/id/93208182,FALSE,FALSE,FALSE,TRUE,FALSE,10/7/78,NA,NA,NA,78003178
75000594,NA,Odd Fellows Building and Auditorium,GEORGIA,Fulton,Atlanta,"228-250 Auburn Ave., NE",Listed,Single,FALSE,0.1,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93208280,FALSE,TRUE,FALSE,FALSE,FALSE,5/2/75,NA,NA,NA,75000594
09000586,NA,Buford Public School Auditorium,GEORGIA,Gwinnett,Buford,4975 Little Mill Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE; EDUCATION; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/93208505,FALSE,FALSE,FALSE,TRUE,FALSE,8/5/09,NA,NA,NA,09000586
86000743,NA,Lanier County Auditorium and Grammar School,GEORGIA,Lanier,Lakeland,E. Church Ave.,Listed,Single,FALSE,0.9,EDUCATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93208771,FALSE,FALSE,FALSE,TRUE,FALSE,4/10/86,NA,NA,NA,86000743
100007698,SG,Emery Thomas Auditorium,GEORGIA,Laurens,Dublin,100 Riverview Dr.,Listed,Single,FALSE,0.17,ETHNIC HERITAGE-BLACK; EDUCATION,building,NA,FALSE,FALSE,TRUE,FALSE,FALSE,5/10/22,NA,Dublin 4-H Center,NA,100007698
02000080,NA,Holly Theatre,GEORGIA,Lumpkin,Dahlonega,69 W. Main St.,Listed,Single,FALSE,0.1,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY; BLACK,BUILDING,https://catalog.archives.gov/id/93208865,FALSE,FALSE,FALSE,TRUE,FALSE,2/21/02,NA,NA,NA,02000080
84001208,NA,Liberty Theater,GEORGIA,Muscogee,Columbus,821 8th Ave.,Listed,Single,FALSE,0.2,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93209106,FALSE,FALSE,TRUE,FALSE,FALSE,5/22/84,NA,NA,NA,84001208
70000214,NA,Springer Opera House,GEORGIA,Muscogee,Columbus,105 10th St.,Listed,Single,FALSE,0.9,COMMUNICATIONS; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93209140,FALSE,TRUE,FALSE,FALSE,FALSE,12/29/70,6/2/78,NA,NA,70000214
73000638,NA,Hawkinsville City Hall-Auditorium,GEORGIA,Pulaski,Hawkinsville,Lumpkin and Broad Sts.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93209283,FALSE,FALSE,FALSE,TRUE,FALSE,3/1/73,NA,Old Opera House,NA,73000638
00000301,NA,Eastanollee Auditorium,GEORGIA,Stephens,Eastanollee,NE corner of Eastanolle School Rd. and Red Hollow Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/93209477,FALSE,FALSE,FALSE,TRUE,FALSE,3/31/00,NA,NA,NA,00000301
01000646,NA,Royal Theater,GEORGIA,Troup,Hogansville,301 E. Main St.,Listed,Single,FALSE,0.3,ARCHITECTURE; ENTERTAINMENT/RECREATION; BLACK; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93209755,FALSE,FALSE,TRUE,TRUE,FALSE,6/21/01,NA,NA,NA,01000646
02001214,NA,Warrenton Gymnasium-Auditorium,GEORGIA,Warren,Warrenton,304 S. Gibson St.,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/93209869,FALSE,FALSE,FALSE,TRUE,FALSE,10/22/02,NA,NA,NA,02001214
15000684,NA,Honokaa People's Theatre,HAWAII,Hawaii,Honokaa,45-3574 Mamane St.,Listed,Single,FALSE,0.4,ARCHITECTURE; ENTERTAINMENT/RECREATION; EUROPEAN; ASIAN; PACIFIC-ISLANDER; HISPANIC; SOCIAL HISTORY,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,10/6/15,NA,TMK:(3) 4-5-016:011 and 56,NA,15000684
93000376,NA,Palace Theater,HAWAII,Hawaii,Hilo,38 Haili St.,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/63815660,FALSE,FALSE,FALSE,TRUE,FALSE,5/11/93,NA,10-35-7504,NA,93000376
78001021,NA,Hawaii Theatre,HAWAII,Honolulu,Honolulu,1130 Bethel St.,Listed,Single,FALSE,0.4,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63815777,FALSE,FALSE,TRUE,FALSE,FALSE,11/14/78,NA,New Hawaii Theatre;The Hawaii,NA,78001021
94001622,NA,Iao Theater,HAWAII,Maui,Wailuku,68 N. Market St.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63816034,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/95,NA,NA,NA,94001622
74000724,NA,Ada Theater,IDAHO,Ada,Boise,700 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84248894,FALSE,FALSE,TRUE,FALSE,FALSE,11/21/74,NA,Egyptian Theater;Fox Theater,NA,74000724
78001049,NA,Nuart Theater,IDAHO,Bingham,Blackfoot,195 N. Broadway,Listed,Single,FALSE,0.9,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84249031,FALSE,FALSE,TRUE,FALSE,FALSE,10/19/78,NA,NA,NA,78001049
82000339,NA,Gorby Opera Theater,IDAHO,Elmore,Glenns Ferry,Idaho St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84248264,FALSE,FALSE,FALSE,TRUE,FALSE,11/17/82,NA,NA,NA,82000339
91001717,NA,Franklin Co-operative Mercantile Institution,IDAHO,Franklin,Franklin,113 E. Main St.,Listed,Single,FALSE,0.9,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/84249903,FALSE,FALSE,TRUE,FALSE,FALSE,11/19/91,NA,Pioneer Relic Hall;000440,NA,91001717
03001367,NA,Schubert Theatre,IDAHO,Gooding,Gooding,402 Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248316,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/04,NA,Gooding Theatre; IHSI#47-2161,NA,03001367
99001412,NA,Blue Fox Theatre,IDAHO,Idaho,Grangeville,116 W. Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248330,FALSE,FALSE,TRUE,FALSE,FALSE,11/30/99,NA,NA,NA,99001412
83002338,NA,Jerome Cooperative Creamery,IDAHO,Jerome,Jerome,313 S. Birch St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84248369,FALSE,FALSE,FALSE,TRUE,FALSE,9/8/83,NA,37,NA,83002338
09001280,NA,Bovill Opera House,IDAHO,Latah,Bovill,412 2nd Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248535,FALSE,FALSE,FALSE,TRUE,FALSE,1/27/10,NA,NA,NA,09001280
01001305,NA,Kenworthy Theatre,IDAHO,Latah,Moscow,508 S. Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248531,FALSE,FALSE,FALSE,TRUE,FALSE,11/29/01,NA,NA,NA,01001305
01001304,NA,Nu Art Theatre,IDAHO,Latah,Moscow,516 S. Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248533,FALSE,FALSE,FALSE,TRUE,FALSE,11/29/01,NA,NA,NA,01001304
99001475,NA,Spud Drive-In Theater,IDAHO,Teton,Driggs,231 ID 33,Listed,Single,FALSE,4.2,ENTERTAINMENT/RECREATION,DISTRICT,https://catalog.archives.gov/id/84251121,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/03,NA,NA,NA,99001475
76000682,NA,Ramona Theater,IDAHO,Twin Falls,Buhl,113 Broadway,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84251171,FALSE,FALSE,TRUE,FALSE,FALSE,12/22/76,NA,NA,NA,76000682
99001413,NA,Star Theater,IDAHO,Washington,Weiser,342 State St.,Listed,Multiple,FALSE,NA,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84248768,FALSE,FALSE,TRUE,FALSE,FALSE,11/30/99,NA,NA,NA,99001413
00000471,NA,Beardstown Grand Opera House,ILLINOIS,Cass,Beardstown,121 State St.,Listed,Single,FALSE,0.99,ENTERTAINMENT/RECREATION,building,https://catalog.archives.gov/id/28891780,FALSE,FALSE,FALSE,TRUE,FALSE,5/11/00,NA,NA,NA,00000471
91000085,NA,New Orpheum Theatre,ILLINOIS,Champaign,Champaign,346--352 N. Neil St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28891826,FALSE,FALSE,TRUE,FALSE,FALSE,2/28/91,NA,RKO Orpheum Theatre;Orpheum Theatre,NA,91000085
03001201,NA,Virginia Theater,ILLINOIS,Champaign,Champaign,203 W. Park Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28891824,FALSE,FALSE,FALSE,TRUE,FALSE,11/28/03,NA,NA,NA,03001201
87002519,NA,Taylorville Chautauqua Auditorium,ILLINOIS,Christian,Taylorville,Manners Park,Listed,Single,FALSE,0.9,SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/28891854,FALSE,FALSE,TRUE,FALSE,FALSE,1/21/88,NA,NA,NA,87002519
100002149,SG,Burgess-Osborne Memorial Auditorium,ILLINOIS,Coles,Mattoon,1701 Wabash Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/5/18,NA,The Burgess,NA,100002149
84001066,NA,Will Rogers Theatre and Commercial Block,ILLINOIS,Coles,Charleston,705-715 Monroe Ave.,Listed,Single,FALSE,0.4,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28891886,FALSE,FALSE,FALSE,TRUE,FALSE,1/12/84,NA,NA,NA,84001066
70000230,NA,"Auditorium Building, Roosevelt University",ILLINOIS,Cook,Chicago,430 Michigan Ave. and Congress St.,Listed,Single,FALSE,0,ENGINEERING; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892541,FALSE,TRUE,FALSE,FALSE,FALSE,4/17/70,5/15/75,NA,NA,70000230
86003181,NA,Balaban & Katz Uptown Theatre,ILLINOIS,Cook,Chicago,4814--4816 N. Broadway,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892507,FALSE,FALSE,TRUE,FALSE,FALSE,11/20/86,NA,Uptown Theatre,NA,86003181
79000822,NA,Balaban and Katz Chicago Theatre,ILLINOIS,Cook,Chicago,175 N. State St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28892454,FALSE,TRUE,FALSE,FALSE,FALSE,6/6/79,NA,The Chicago Theatre,NA,79000822
84000934,NA,Biograph Theater Building,ILLINOIS,Cook,Chicago,2433 N. Lincoln Ave.,Listed,Single,FALSE,0.4,PERFORMING ARTS; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/28892669,FALSE,FALSE,TRUE,FALSE,FALSE,5/17/84,NA,NA,NA,84000934
05000873,NA,Central Park Theater,ILLINOIS,Cook,Chicago,3531-39 W. Roosevelt Rd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; INVENTION; ENGINEERING,BUILDING,https://catalog.archives.gov/id/28892609,FALSE,TRUE,FALSE,FALSE,FALSE,8/10/05,NA,House of Prayer; Church of God in Christ,NA,05000873
16000579,NA,Congress Theater,ILLINOIS,Cook,Chicago,2117-2139 N. Milwaukee Ave.,Listed,Single,FALSE,1,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/17,NA,NA,NA,16000579
15000930,NA,Davis Theater,ILLINOIS,Cook,Chicago,4616-4630 N. Lincoln Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/26/16,NA,Pershing Theatre,NA,15000930
83000312,NA,"Morton, J. Sterling, High School East Auditorium",ILLINOIS,Cook,Cicero,2423 S. Austin Blvd.,Listed,Single,FALSE,0.9,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28892370,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/83,NA,NA,NA,83000312
78003401,NA,New Masonic Building and Oriental Theater,ILLINOIS,Cook,Chicago,20 W. Randolph St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892456,FALSE,TRUE,FALSE,FALSE,FALSE,9/26/78,NA,Oriental Theatre,NA,78003401
75000657,NA,Pickwick Theater Building,ILLINOIS,Cook,Park Ridge,5 S. Prospect Ave.,Listed,Single,FALSE,0.4,ART; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892216,FALSE,TRUE,FALSE,FALSE,FALSE,2/24/75,NA,NA,NA,75000657
100007223,SG,Ramova Theater,ILLINOIS,Cook,Chicago,3508-3518 South Halsted St.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/17/21,NA,NA,NA,100007223
89002348,NA,Fife Opera House,ILLINOIS,Crawford,Palestine,123--125 S. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28892690,FALSE,FALSE,FALSE,TRUE,FALSE,1/26/90,NA,Fife Hardware,NA,89002348
78003100,NA,Egyptian Theatre,ILLINOIS,De Kalb,De Kalb,135 N. 2nd St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892720,FALSE,FALSE,TRUE,FALSE,FALSE,12/1/78,NA,NA,NA,78003100
05000872,NA,Grand Theater,ILLINOIS,Du Page,Wheaton,123 N. Hale St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28892799,FALSE,FALSE,FALSE,TRUE,FALSE,8/12/05,NA,Paramount Theater;Wheaton Theater; Wheaton Grand Theater,NA,05000872
100008843,SG,Heart Theater,ILLINOIS,Effingham,Effingham,133 East Jefferson Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/12/23,NA,NA,NA,100008843
82002535,NA,Sesser Opera House,ILLINOIS,Franklin,Sesser,106 W. Franklin St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28892855,FALSE,FALSE,FALSE,TRUE,FALSE,3/12/82,NA,NA,NA,82002535
96000876,NA,Odd Fellows Opera Block,ILLINOIS,Fulton,Ellisville,"Jct. of Main and Mechanic Sts., SW corner",Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28892886,FALSE,FALSE,FALSE,TRUE,FALSE,8/8/96,NA,Odd Fellows Hall;Ellisville Opera House,NA,96000876
82002538,NA,Galva Opera House,ILLINOIS,Henry,Galva,334--348 Front St.,Listed,Single,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28892994,FALSE,FALSE,FALSE,TRUE,FALSE,2/11/82,NA,NA,NA,82002538
12000322,NA,Liberty Theater,ILLINOIS,Jackson,Murphysboro,1333 Walnut,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28893025,FALSE,FALSE,FALSE,TRUE,FALSE,6/13/12,NA,Tilford Theatre,NA,12000322
100008001,SG,Bishop’s Busy Big Store-Lyric Opera House,ILLINOIS,Jo Daviess,Elizabeth,137 North Main St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/15/22,NA,NA,NA,100008001
94000977,NA,Arcada Theater Building,ILLINOIS,Kane,St. Charles,105 E. Main St. and 1st Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893220,FALSE,FALSE,FALSE,TRUE,FALSE,8/16/94,NA,The Arcada,NA,94000977
80001371,NA,Paramount Theatre,ILLINOIS,Kane,Aurora,23 E. Galena Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893194,FALSE,TRUE,FALSE,FALSE,FALSE,3/18/80,NA,Paramount Arts Centre,NA,80001371
89001112,NA,Catlow Theatre,ILLINOIS,Lake,Barrington,112--116 W. Main St.,Listed,Single,FALSE,0.9,ENGINEERING; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893348,FALSE,FALSE,FALSE,TRUE,FALSE,8/21/89,NA,NA,NA,89001112
74000768,NA,Haskell Playhouse,ILLINOIS,Madison,Alton,Henry St. in Haskell Park,Listed,Single,FALSE,1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893525,FALSE,FALSE,TRUE,TRUE,FALSE,7/30/74,NA,NA,NA,74000768
74002184,NA,Woodstock Opera House,ILLINOIS,McHenry,Woodstock,119 Van Buren St.,Listed,Single,FALSE,0.1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893634,FALSE,TRUE,FALSE,FALSE,FALSE,7/17/74,NA,Woodstock City Hall,NA,74002184
97000818,NA,Normal Theater,ILLINOIS,McLean,Normal,209 North St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893653,FALSE,FALSE,FALSE,TRUE,FALSE,7/25/97,NA,NA,NA,97000818
80001402,NA,Madison Theatre,ILLINOIS,Peoria,Peoria,502 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893859,FALSE,FALSE,FALSE,TRUE,FALSE,11/21/80,NA,NA,NA,80001402
12001116,NA,Zoe Theatre,ILLINOIS,Pike,Pittsfield,209 N. Madison St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893895,FALSE,FALSE,FALSE,TRUE,FALSE,1/2/13,NA,NA,NA,12001116
80001407,NA,Fort Armstrong Theatre,ILLINOIS,Rock Island,Rock Island,1826 3rd Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28893977,FALSE,FALSE,FALSE,TRUE,FALSE,5/23/80,NA,Fort Theatre,NA,80001407
85001010,NA,Phoenix Opera House Block,ILLINOIS,Schuyler,Rushville,112-122 W. Lafayette St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28894102,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/85,NA,NA,NA,85001010
78001190,NA,Chautauqua Auditorium,ILLINOIS,Shelby,Shelbyville,Forest Park and NE 9th St.,Listed,Single,FALSE,4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28894115,FALSE,FALSE,TRUE,FALSE,FALSE,1/30/78,NA,Shelbyville Auditorium,NA,78001190
85000977,NA,Majestic Theatre,ILLINOIS,St. Clair,East St. Louis,240-246 Collinsville Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/28894144,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/85,NA,NA,NA,85000977
01000978,NA,Fischer Theater,ILLINOIS,Vermilion,Danville,158-164 N. Vermillion St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/28894231,FALSE,FALSE,FALSE,TRUE,FALSE,9/16/01,NA,Grand Opera House; Heinly's Grand Opera House,NA,01000978
87001267,NA,Alexis Opera House,ILLINOIS,Warren,Alexis,101--105 N. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/28894253,FALSE,FALSE,FALSE,TRUE,FALSE,7/30/87,NA,McKnight Hardware Store,NA,87001267
78001199,NA,Rubens Rialto Square Theater,ILLINOIS,Will,Joliet,102 N. Chicago St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/28894339,FALSE,FALSE,TRUE,FALSE,FALSE,7/24/78,NA,Rialto Theater,NA,78001199
