Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
05001025,NA,Esquire Theater,MISSOURI,Cape Girardeau,Cape Girardeau,824 Broadway,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63817083,FALSE,FALSE,FALSE,TRUE,FALSE,9/15/05,NA,NA,NA,05001025
88002018,NA,Montgomery Opera House,MISSOURI,Clark,Kahoka,201--209 W. Commercial St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818596,FALSE,FALSE,FALSE,TRUE,FALSE,10/20/88,NA,Clark County Savings Bank;Kahoka State Bank,NA,88002018
08000560,NA,Armour Theatre Building,MISSOURI,Clay,North Kansas City,400-410 Armour Rd,Listed,Single,FALSE,0.9,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63818633,FALSE,FALSE,FALSE,TRUE,FALSE,6/24/08,NA,NA,NA,08000560
69000097,NA,Lyric Theater,MISSOURI,Cooper,Boonville,NE corner of Main and Vine Sts.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63818741,FALSE,TRUE,FALSE,FALSE,FALSE,5/21/69,NA,Thespian Hall,NA,69000097
98001504,NA,Greenfield Opera House Building,MISSOURI,Dade,Greenfield,Jct. of Water and Allison Sts.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818753,FALSE,FALSE,FALSE,TRUE,FALSE,12/10/98,NA,Greenfield Opry House,NA,98001504
02000472,NA,Opera Hall Block,MISSOURI,Gentry,King City,101-03 W. Vermont/101-03 S. Connecticut,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818851,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/02,NA,Farmers State Bank; Citizens National Bank Building,NA,02000472
91000887,NA,Gillioz Theater,MISSOURI,Greene,Springfield,325 Park Central E.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818909,FALSE,FALSE,FALSE,TRUE,FALSE,7/9/91,NA,NA,NA,91000887
77000806,NA,Landers Theater,MISSOURI,Greene,Springfield,311 E. Walnut,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818893,FALSE,FALSE,FALSE,TRUE,FALSE,8/12/77,NA,NA,NA,77000806
100012640,SG,Englewood Theatre,MISSOURI,Jackson,Independence,10917 E. Winner Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/29/26,NA,KC Opry,NA,100012640
05001327,NA,Insurance Building-Consumers Cooperative Association Building,MISSOURI,Jackson,Kansas City,318-320 E. 10th St.,Listed,Single,FALSE,0.5,COMMERCE; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819367,FALSE,FALSE,FALSE,TRUE,FALSE,11/25/05,NA,Spalding's Commercial College; CO-OP Building,NA,05001327
77000808,NA,Loew's Midland Theater-Midland Building,MISSOURI,Jackson,Kansas City,1232--1234 Main St. and 1221--1233 Baltimore Ave.,Listed,Single,FALSE,0.8,COMMERCE; ART; ENGINEERING; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819164,FALSE,TRUE,FALSE,FALSE,FALSE,9/28/77,NA,Midland Theater;Midland Office Building,NA,77000808
07000043,NA,Mainstreet Theatre,MISSOURI,Jackson,Kansas City,1400 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819262,FALSE,FALSE,FALSE,TRUE,FALSE,2/15/07,NA,Junior Orpheum Theatre,NA,07000043
74001074,NA,Standard Theatre,MISSOURI,Jackson,Kansas City,300 W. 12th St.,Listed,Single,FALSE,9.9,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819124,FALSE,FALSE,TRUE,FALSE,FALSE,6/5/74,NA,"Century Theatre, Shubert's Missouri, Folly Theater",NA,74001074
79001374,NA,Uptown Building and Theatre,MISSOURI,Jackson,Kansas City,3700--3712 Broadway,Listed,Single,FALSE,0.6,COMMERCE; ART; SOCIAL HISTORY; INVENTION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819166,FALSE,FALSE,FALSE,TRUE,FALSE,6/27/79,NA,"The Uptown, Uptown Theatre Building",NA,79001374
90001100,NA,Fox Theater,MISSOURI,Jasper,Joplin,415 S. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819529,FALSE,FALSE,FALSE,TRUE,FALSE,7/30/90,NA,Central Assembly Christian Life Center,NA,90001100
100009101,SG,Uptown Theatre,MISSOURI,Linn,Marceline,104 North Main St. U.S.A. (North Kansas Ave.),Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/3/23,NA,Dickinson Theatre; Cantwell Theatre,NA,100009101
100004271,SG,McCutchen Theatre,MISSOURI,Mississippi,Charleston,106 E. Commercial St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/6/19,NA,NA,NA,100004271
04000214,NA,Finke Opera House,MISSOURI,Moniteau,California,312 N. High St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63819786,FALSE,FALSE,FALSE,TRUE,FALSE,3/22/04,NA,Ritz Theatre,NA,04000214
91001407,NA,Bois d'Arc Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,MO J near jct. with Bois d'Arc Rd.,Listed,Multiple,FALSE,7,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,https://catalog.archives.gov/id/63817799,FALSE,FALSE,FALSE,TRUE,FALSE,9/27/91,NA,NA,NA,91001407
91001399,NA,Hillview Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,Jct. of MO T and Hillview Rd.,Listed,Multiple,FALSE,8,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,https://catalog.archives.gov/id/63817801,FALSE,FALSE,FALSE,TRUE,FALSE,9/27/91,NA,NA,NA,91001399
06001134,NA,Community Theater,MISSOURI,Phelps,Newburg,117 First St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63819951,FALSE,FALSE,FALSE,TRUE,FALSE,12/20/06,NA,Lyric Theater; Newburg Theater; Regional Opera Company,NA,06001134
100007361,SG,Moberly Municipal Auditorium,MISSOURI,Randolph,Moberly,201-299 West Rollins St.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/20/22,NA,NA,NA,100007361
82003158,NA,Dougherty Auditorium,MISSOURI,Ray,Richmond,203 W. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63820068,FALSE,FALSE,TRUE,FALSE,FALSE,9/16/82,NA,Farris Theater,NA,82003158
83001039,NA,Ambassador Theater Building,MISSOURI,St. Louis,St. Louis (Independent City),411 N. 7th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820605,FALSE,FALSE,TRUE,FALSE,FALSE,3/29/83,NA,NA,NA,83001039
85000617,NA,American Theater,MISSOURI,St. Louis,St. Louis (Independent City),416 N. 9th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820479,FALSE,TRUE,FALSE,FALSE,FALSE,3/18/85,NA,NA,NA,85000617
05000811,NA,Beverly Theater,MISSOURI,St. Louis,University City,7740 Olive Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820344,FALSE,FALSE,FALSE,TRUE,FALSE,8/4/05,NA,NA,NA,05000811
76002261,NA,Fox Theater,MISSOURI,St. Louis,St. Louis (Independent City),527 N. Grand Blvd.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820893,FALSE,TRUE,FALSE,FALSE,FALSE,10/8/76,NA,NA,NA,76002261
00000016,NA,Kiel Opera House,MISSOURI,St. Louis,St. Louis (Independent City),1400 Market St.,Listed,Single,FALSE,6.4,PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,https://catalog.archives.gov/id/63821109,FALSE,FALSE,FALSE,TRUE,FALSE,2/11/00,NA,Municipal Auditorium; Kiel Center,NA,00000016
01000545,NA,St. Louis Theatre,MISSOURI,St. Louis,St. Louis (Independent City),718 N. Grand Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820819,FALSE,FALSE,FALSE,TRUE,FALSE,5/25/01,NA,Powell Symphony Hall,NA,01000545
87001217,NA,Bridger Opera House,MONTANA,Carbon,Bridger,E. Broadway,Listed,Multiple,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/71974509,FALSE,FALSE,FALSE,TRUE,FALSE,9/15/87,NA,VFW Hall,NA,87001217
92001779,NA,Fromberg Opera House,MONTANA,Carbon,Fromberg,Jct. of Harley Ave. and C St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/71974521,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/93,NA,American Legion Hall,NA,92001779
92001778,NA,IOOF Hall and Fromberg Co-operative Mercantile Building,MONTANA,Carbon,Fromberg,123 W. River St.,Listed,Multiple,FALSE,0.9,COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/71974555,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/93,NA,NA,NA,92001778
82003162,NA,Washoe Theater,MONTANA,Deer Lodge,Anaconda,305 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71975844,FALSE,FALSE,TRUE,FALSE,FALSE,4/30/82,NA,NA,NA,82003162
82003169,NA,Ruby Theatre,MONTANA,Gallatin,Three Forks,212 Main St.,Listed,Single,FALSE,0.2,EXPLORATION/SETTLEMENT; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976030,FALSE,FALSE,FALSE,TRUE,FALSE,4/30/82,NA,NA,NA,82003169
100001392,SG,Montana Aeronautics Commission Operations Historic District,MONTANA,Lewis and Clark,Helena,2630 Airport Rd.,Listed,Single,FALSE,2,TRANSPORTATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/31/17,NA,24LC2192,NA,100001392
79001407,NA,Wilma Theatre,MONTANA,Missoula,Missoula,104 S. Higgins Ave.,Listed,Single,FALSE,0.6,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976372,FALSE,TRUE,FALSE,FALSE,FALSE,12/31/79,NA,Smead Simons Building,NA,79001407
98000124,NA,Rialto Theater,MONTANA,Powell,Dear Lodge,418 Main St.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976484,FALSE,FALSE,FALSE,TRUE,FALSE,2/19/98,NA,NA,NA,98000124
91000726,NA,Bitter Root Cooperative Creamery,MONTANA,Ravalli,Stevensville,3730 Eastside Hwy.,Listed,Multiple,FALSE,0.9,COMMERCE,BUILDING,https://catalog.archives.gov/id/71975414,FALSE,FALSE,FALSE,TRUE,FALSE,6/19/91,NA,Turner Engineering,NA,91000726
93001447,NA,Yucca Theatre,MONTANA,Treasure,Hysham,520 Division St.,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/71976639,FALSE,FALSE,TRUE,TRUE,FALSE,1/7/94,NA,Manning Residence/24TE,NA,93001447
83001077,NA,Fort Peck Theatre,MONTANA,Valley,Fort Peck,Missouri Ave.,Listed,Single,FALSE,1.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976643,FALSE,FALSE,TRUE,FALSE,FALSE,6/27/83,NA,Fort Peck Summer Theatre,NA,83001077
13000153,NA,Babcock Theatre Building,MONTANA,Yellowstone,Billings,114-124 N. 28th & 2808-2812 2nd Aves.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/9/13,NA,NA,NA,13000153
100008672,MP,Bohning Memorial Auditorium,NEBRASKA,Buffalo,Ravenna,112 West Genoa St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/3/23,NA,BF11-022; Ravenna City Auditorium,NA,100008672
06000607,NA,Fort Theater,NEBRASKA,Buffalo,Kearney,2205 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73920127,FALSE,FALSE,FALSE,TRUE,FALSE,7/12/06,NA,BF05-176,NA,06000607
09000903,NA,Masonic Temple and World Theater Building,NEBRASKA,Buffalo,Kearney,2318 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920129,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/09,NA,BF05-471,NA,09000903
100003570,SG,Oakland City Auditorium,NEBRASKA,Burt,Oakland,401 N. Oakland Ave.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/26/19,NA,BT05-029,NA,100003570
100002164,SG,Tekamah Auditorium,NEBRASKA,Burt,Tekamah,1315 K St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/5/18,NA,BT06-046,NA,100002164
00001378,NA,David City Park and Municipal Auditorium,NEBRASKA,Butler,David City,"S side of down, bordering NE 15",Listed,Single,FALSE,85,ENTERTAINMENT/RECREATION; LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT,DISTRICT,https://catalog.archives.gov/id/73920153,FALSE,FALSE,FALSE,TRUE,FALSE,11/15/00,NA,BU05-069; BU05-047,NA,00001378
88000940,NA,Surprise Opera House,NEBRASKA,Butler,Surprise,"SE corner, intersection of Miller and River Sts.",Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919527,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #BU14-8;OHBIN #10-15-01,NA,88000940
88000941,NA,Thorpe's Opera House,NEBRASKA,Butler,David City,457-1/2 D St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919525,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #BU05-56;OHBIN #11-09-01,NA,88000941
100008673,MP,Agricultural Society Building (Auditorium),NEBRASKA,Cass,Weeping Water,101 West Eldora Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/3/23,NA,CC19-095,NA,100008673
83001080,NA,City Hall and Auditorium,NEBRASKA,Cedar,Hartington,101 N. Broadway,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920208,FALSE,FALSE,TRUE,FALSE,FALSE,7/21/83,NA,Hartington Municipal Building,NA,83001080
88000947,NA,Lodgepole Opera House,NEBRASKA,Cheyenne,Lodgepole,W side of Oberfelder at Front,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919563,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,NeHBS #CN05-1;OHBIN #05-22-03,NA,88000947
88000948,NA,Z.C.B.J. Opera House,NEBRASKA,Colfax,Clarkson,Fourth and Pine,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919577,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #CX01-17;OHBIN #05-09-04,NA,88000948
09000904,NA,West Point City Auditorium,NEBRASKA,Cuming,West Point,237 N. Main St.,Listed,Single,FALSE,0.9,PERFORMING ARTS; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73920269,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/09,NA,City Auditorium;Nebraska Theatre; CM05-046,NA,09000904
88000930,NA,Army Theatre,NEBRASKA,Dawes,Crawford,Fort Robinson State Park,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919601,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,Trailside Museum;NeHBS #DW07-147;See Also:Fort Robinson and,NA,88000930
85002146,NA,Co-operative Block Building,NEBRASKA,Dawes,Crawford,435--445 2nd,Listed,Single,FALSE,0.9,COMMERCE; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920302,FALSE,FALSE,FALSE,TRUE,FALSE,9/12/85,NA,DW04-24;Crawford Co-op Building;O'Doherty's Restaurant,NA,85002146
88000951,NA,Allen's Opera House,NEBRASKA,Dawson,Cozad,100 E. Eighth,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919607,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #DS02-19;OHBIN #04-11-04,NA,88000951
02000773,NA,Fremont Municipal Auditorium,NEBRASKA,Dodge,Fremont,925 Broad St.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/73920364,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/02,NA,DD05:A-077,NA,02000773
74001107,MP,Love-Larson Opera House,NEBRASKA,Dodge,Fremont,543-545 Broad St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919615,FALSE,FALSE,TRUE,FALSE,FALSE,9/10/74,NA,Love's Opera House;Larson's Opera House;NeHBS DD05:E-3;OHBIN,NA,74001107
88000939,NA,Scheider's Opera House,NEBRASKA,Dodge,Snyder,104 Ash,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919617,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #DD11-2;OHBIN #01-24-04,NA,88000939
74001108,NA,Astro Theater,NEBRASKA,Douglas,Omaha,2001 Farnam St.,Listed,Single,FALSE,0.3,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920582,FALSE,FALSE,TRUE,FALSE,FALSE,8/13/74,NA,Riviera Theater,NA,74001108
73001061,MP,City National Bank Building and Creighton Orpheum Theater,NEBRASKA,Douglas,Omaha,16th and Harney Sts.,Listed,Multiple,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919630,FALSE,FALSE,TRUE,FALSE,FALSE,3/26/73,NA,Creighton Theatre;Creighton Orpheum Theatre;NeHBS D009:123-2,NA,73001061
100006190,MP,Zorn Theatre,NEBRASKA,Dundy,Benkelman,706 Chief St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/21,NA,Benkelman Cultural Arts Center; DN01-092,NA,100006190
88000950,NA,"Auditorium, The",NEBRASKA,Fillmore,Geneva,160 N. Ninth,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919659,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #FM05-65;OHBIN #03-14-01,NA,88000950
96000224,NA,Cesko-narodni sin-Milligan Auditorium,NEBRASKA,Fillmore,Milligan,"Jct. of Main and Birch Sts., SW corner",Listed,Single,FALSE,0.9,ARCHITECTURE; EUROPEAN,BUILDING,https://catalog.archives.gov/id/73920656,FALSE,FALSE,TRUE,FALSE,FALSE,2/29/96,NA,Milligan Auditorium;NeHBS #FM08-029,NA,96000224
05001293,NA,Beatrice Municipal Auditorium,NEBRASKA,Gage,Beatrice,205 N. 4th St.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73920721,FALSE,FALSE,FALSE,TRUE,FALSE,11/16/05,NA,GA03-272,NA,05001293
88000952,NA,IOOF Opera House,NEBRASKA,Hamilton,Hampton,N. Third and B Sts.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919699,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #HM03-12;OHBIN #02-07-03,NA,88000952
14000395,NA,Alma City Auditorium and Sale Barn,NEBRASKA,Harlan,Alma,614 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; AGRICULTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/14,NA,HN01-102,NA,14000395
88000932,NA,"Diller, Anna C., Opera House",NEBRASKA,Jefferson,Diller,Commercial and Hilton,Listed,Multiple,FALSE,0.9,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919717,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #JF02-01,NA,88000932
99000391,NA,Fairbury Jr/Sr High School and Gymnasium-Auditorium,NEBRASKA,Jefferson,Fairbury,"Roughly bounded by J and K St., and 7th and 8th Sts.",Listed,Single,FALSE,4,EDUCATION,BUILDING,https://catalog.archives.gov/id/73920835,FALSE,FALSE,FALSE,TRUE,FALSE,3/25/99,NA,NeHBS No. JF04-469; JF04-108,NA,99000391
88000929,NA,Tecumseh Opera House,NEBRASKA,Johnson,Tecumseh,123 S. Third,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919723,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,Seaver Bros. Opera House;Smith Theatre;Hahn Opera House;etc.,NA,88000929
88000946,NA,Z.C.B.J. Opera House,NEBRASKA,Knox,Verdigre,Fourth Ave. and Main,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919741,FALSE,FALSE,TRUE,FALSE,FALSE,7/6/88,NA,NeHBS #KX14-1;OHBIN #05-30-06,NA,88000946
85000957,NA,Fox Theatre,NEBRASKA,Lincoln,North Platte,301 E. 5th,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73921083,FALSE,FALSE,TRUE,FALSE,FALSE,5/9/85,NA,Neville Center for the Performing Arts,NA,85000957
13000677,NA,Grand Theater,NEBRASKA,Madison,Norfolk,120 S. 3rd St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/4/13,NA,"Rialto Theater, Cinema Theater (MD06-517)",NA,13000677
88000944,NA,"Ellen, Martha, Auditorium",NEBRASKA,Merrick,Central City,706 C Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919777,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,State Theatre;NeHBS #MKO2-8;OHBIN #02-07-04,NA,88000944
88000936,NA,New Opera House,NEBRASKA,Nemaha,Auburn,921 Central Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919789,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,Maclay Opera House;NeHBS #NH01-45,NA,88000936
88000933,NA,Lawrence Opera House,NEBRASKA,Nuckolls,Lawrence,Second and Calvert Sts.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919797,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #NU05-1,NA,88000933
12000107,NA,Superior City Hall and Auditorium,NEBRASKA,Nuckolls,Superior,450 N. Commercial,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/73921157,FALSE,FALSE,FALSE,TRUE,FALSE,3/12/12,NA,NU13-734,NA,12000107
88000934,NA,Steinauer Opera House,NEBRASKA,Pawnee,Steinauer,215 Main,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919820,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,NeHBS #PW07-8,NA,88000934
88000931,NA,Table Rock Opera House,NEBRASKA,Pawnee,Table Rock,Houston St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919822,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #PW08-17,NA,88000931
88000942,NA,Gehling's Theatre,NEBRASKA,Richardson,Falls City,1592 Stone St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919850,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #RH03-76;OHBIN #11-29-04,NA,88000942
